,time,robot,robot_status,task,task_status
0,88,UAV_2,busy,assessment1_0,executing
1,99,UAV_1,busy,assessment2_0,executing
2,312,UAV_1,idle,assessment2_0,finished
3,312,UAV_1,busy,assessment2_1,executing
4,352,UAV_2,idle,assessment1_0,finished
5,353,UAV_2,busy,assessment1_1,executing
6,366,UAV_1,busy,assessment2_1,suspended
7,382,UAV_1,busy,assessment2_1,executing
8,414,pioneer3at_2,busy,building1_0,executing
9,424,UAV_2,idle,assessment1_1,finished
10,425,UAV_2,busy,assessment1_2,executing
11,426,pioneer3at_1,busy,building2_0,executing
12,477,UAV_2,unable,-,-
13,477,UAV_2,unable,assessment1_2,aborted
14,477,UAV_1,busy,assessment2_1,aborted
15,477,UAV_1,busy,assessment1_2,executing
16,481,pioneer3at_2,idle,building1_0,finished
17,481,pioneer3at_2,busy,building1_1,executing
18,516,pioneer3at_1,idle,building2_0,finished
19,516,pioneer3at_1,busy,building2_1,executing
20,572,pioneer3at_2,idle,building1_1,finished
21,572,pioneer3at_2,busy,building1_2,executing
22,587,pioneer3at_1,idle,building2_1,finished
23,588,pioneer3at_1,busy,building2_2,executing
24,702,pioneer3at_2,idle,building1_2,finished
25,702,pioneer3at_2,busy,building1_3,executing
26,719,UAV_1,idle,assessment1_2,finished
27,719,UAV_1,busy,assessment1_3,executing
28,770,pioneer3at_2,busy,building1_3,suspended
29,781,pioneer3at_2,busy,building1_3,executing
30,801,pioneer3at_1,idle,building2_2,finished
31,802,UAV_1,idle,assessment1_3,finished
32,802,UAV_1,busy,assessment2_1,executing
33,809,pioneer3at_2,busy,building1_3,suspended
34,821,pioneer3at_2,busy,building1_3,executing
35,840,pioneer3at_2,busy,building1_3,suspended
36,848,pioneer3at_1,busy,building2_3,suspended
37,852,pioneer3at_2,busy,building1_3,executing
38,880,pioneer3at_2,busy,building1_3,suspended
39,887,pioneer3at_2,busy,building1_3,executing
40,900,UAV_1,idle,assessment2_1,finished
41,900,UAV_1,busy,assessment2_2,executing
42,906,pioneer3at_2,busy,building1_3,suspended
43,914,pioneer3at_2,busy,building1_3,executing
44,932,pioneer3at_2,busy,building1_3,suspended
45,940,pioneer3at_2,busy,building1_3,executing
46,945,UAV_1,busy,assessment2_2,suspended
47,958,pioneer3at_2,busy,building1_3,suspended
48,966,pioneer3at_2,busy,building1_3,executing
49,984,pioneer3at_2,busy,building1_3,suspended
50,992,pioneer3at_2,busy,building1_3,executing
51,1002,UAV_1,unable,-,-
52,1002,UAV_1,unable,assessment2_2,aborted
53,1011,pioneer3at_2,busy,building1_3,suspended
54,1020,pioneer3at_2,unable,-,-
55,1020,pioneer3at_2,unable,building1_3,aborted
56,1020,pioneer3at_1,busy,building2_3,aborted
57,1020,pioneer3at_1,busy,building1_3,executing
58,1020,pioneer3at_1,busy,building1_3,suspended
