,time,robot,robot_status,task,task_status
0,77,pioneer3at_1,busy,-,-
1,77,pioneer3at_1,busy,building2_0,executing
2,100,UAV_1,busy,-,-
3,100,UAV_1,busy,building1_0,executing
4,180,pioneer3at_1,idle,-,-
5,180,pioneer3at_1,idle,building2_0,finished
6,180,pioneer3at_1,busy,-,-
7,180,pioneer3at_1,busy,building2_1,executing
8,226,pioneer3at_1,busy,building2_1,suspended
9,290,pioneer3at_1,busy,building2_1,executing
10,303,pioneer3at_1,busy,building2_1,suspended
11,357,pioneer3at_1,busy,building2_1,executing
12,377,pioneer3at_1,busy,building2_1,suspended
13,378,pioneer3at_1,busy,building2_1,executing
14,397,pioneer3at_1,busy,building2_1,suspended
15,398,pioneer3at_1,busy,building2_1,executing
16,405,UAV_1,busy,building1_0,suspended
17,417,pioneer3at_1,busy,building2_1,suspended
18,418,pioneer3at_1,busy,building2_1,executing
19,436,pioneer3at_1,busy,building2_1,suspended
20,437,pioneer3at_1,busy,building2_1,executing
