,time,robot,robot_status,task,task_status
0,37,UAV_2,busy,-,-
1,37,UAV_2,busy,assessment1_0,executing
2,213,pioneer3at_2,busy,-,-
3,213,pioneer3at_2,busy,building2_0,executing
4,311,pioneer3at_2,idle,-,-
5,311,pioneer3at_2,idle,building2_0,finished
6,312,pioneer3at_2,busy,-,-
7,312,pioneer3at_2,busy,building2_1,executing
8,333,pioneer3at_2,busy,building2_1,suspended
9,333,pioneer3at_2,busy,building2_1,executing
10,344,pioneer3at_2,busy,building2_1,suspended
11,345,pioneer3at_2,busy,building2_1,executing
12,377,pioneer3at_2,busy,building2_1,suspended
13,378,pioneer3at_2,busy,building2_1,executing
14,420,pioneer3at_2,busy,building2_1,suspended
15,496,pioneer3at_2,busy,building2_1,executing
16,504,pioneer3at_2,idle,-,-
17,504,pioneer3at_2,idle,building2_1,finished
18,504,pioneer3at_2,busy,-,-
19,504,pioneer3at_2,busy,building2_2,executing
20,567,pioneer3at_2,idle,-,-
21,567,pioneer3at_2,idle,building2_2,finished
22,567,pioneer3at_2,busy,-,-
23,567,pioneer3at_2,busy,building2_3,executing
24,595,pioneer3at_1,busy,-,-
25,595,pioneer3at_1,busy,building1_0,executing
26,624,pioneer3at_2,unable,-,-
27,644,pioneer3at_2,unable,building2_3,finished
28,645,pioneer3at_1,busy,building1_0,aborted
29,645,pioneer3at_1,busy,building2_4,executing
30,645,UAV_1,busy,-,-
31,645,UAV_1,busy,building1_0,executing
32,719,UAV_1,idle,-,-
33,719,UAV_1,idle,building1_0,finished
34,719,UAV_1,busy,-,-
35,719,UAV_1,busy,building1_1,executing
36,747,pioneer3at_1,idle,-,-
37,747,pioneer3at_1,idle,building2_4,finished
38,747,pioneer3at_1,busy,-,-
39,747,pioneer3at_1,busy,building2_5,executing
40,780,UAV_1,idle,-,-
41,780,UAV_1,idle,building1_1,finished
42,780,UAV_1,busy,-,-
43,780,UAV_1,busy,building1_2,executing
44,841,UAV_1,idle,-,-
45,841,UAV_1,idle,building1_2,finished
46,841,UAV_1,busy,-,-
47,841,UAV_1,busy,building1_3,executing
48,897,UAV_1,idle,-,-
49,897,UAV_1,idle,building1_3,finished
50,897,UAV_1,busy,-,-
51,897,UAV_1,busy,building1_4,executing
52,942,UAV_1,busy,building1_4,aborted
53,942,UAV_1,busy,external1_0,executing
54,980,pioneer3at_1,busy,building2_5,aborted
55,980,pioneer3at_1,busy,external2_0,executing
56,987,pioneer3at_1,busy,external2_0,suspended
57,987,pioneer3at_1,busy,external2_0,executing
58,1014,UAV_2,idle,-,-
59,1014,UAV_2,idle,assessment1_0,finished
60,1015,UAV_2,busy,-,-
61,1015,UAV_2,busy,assessment1_1,executing
62,1075,UAV_1,unable,-,-
63,1075,UAV_1,unable,external1_0,aborted
64,1076,UAV_2,busy,assessment1_1,aborted
65,1076,UAV_2,busy,external1_0,executing
66,1197,pioneer3at_1,busy,external2_0,suspended
67,1309,pioneer3at_1,busy,external2_0,executing
68,1375,pioneer3at_2,idle,-,-
69,1375,pioneer3at_2,busy,-,-
70,1375,pioneer3at_2,busy,building2_5,executing
71,1452,UAV_2,busy,external1_0,suspended
72,1499,UAV_1,idle,-,-
73,1500,UAV_1,busy,-,-
74,1500,UAV_1,busy,assessment1_1,executing
75,1671,pioneer3at_1,unable,-,-
76,1694,pioneer3at_1,unable,external2_0,suspended
77,1731,UAV_2,unable,-,-
78,1731,UAV_2,unable,external1_0,aborted
79,1731,UAV_1,busy,assessment1_1,aborted
80,1731,pioneer3at_2,busy,building2_5,aborted
81,1731,pioneer3at_2,busy,external2_0,executing
82,1731,UAV_1,busy,external1_0,executing
83,1814,pioneer3at_2,busy,external2_0,suspended
84,1910,pioneer3at_2,busy,external2_0,executing
85,1948,pioneer3at_2,busy,external2_0,suspended
86,2023,UAV_1,busy,external1_0,suspended
87,2052,pioneer3at_1,unable,external2_0,aborted
88,2135,pioneer3at_2,busy,external2_0,executing
89,2308,UAV_1,busy,external1_0,executing
90,2481,pioneer3at_2,unable,-,-
91,2510,pioneer3at_2,unable,external2_0,suspended
92,2566,UAV_1,idle,-,-
93,2566,UAV_1,idle,external1_0,finished
94,2566,UAV_1,busy,-,-
95,2566,UAV_1,busy,external2_0,executing
96,2615,UAV_1,unable,-,-
97,2615,UAV_1,unable,external2_0,aborted
98,2865,UAV_1,unable,external2_0,aborted
