,time,robot,robot_status,task,task_status
0,0,UAV_2,busy,assessment1_0,executing
1,00:25:52,UAV_2,busy,assessment1_0,aborted
2,0,UAV_1,busy,assessment1_0,executing
3,0,UAV_2,busy,assessment2_0,executing
4,0,UAV_2,idle,assessment2_0,finished
5,0,UAV_1,idle,assessment1_0,finished
6,0,UAV_1,busy,assessment1_1,executing
7,0,UAV_1,idle,assessment1_1,finished
8,0,pioneer3at_2,busy,building1_0,executing
9,0,pioneer3at_1,busy,building2_0,executing
10,0,UAV_2,busy,assessment2_1,suspended
11,0,UAV_2,busy,assessment2_1,executing
12,0,pioneer3at_2,idle,building1_0,finished
13,0,pioneer3at_2,busy,building1_1,executing
14,0,pioneer3at_1,busy,building2_0,suspended
15,0,pioneer3at_1,busy,building2_0,executing
16,0,UAV_1,busy,assessment1_2,suspended
17,0,UAV_2,idle,assessment2_1,finished
18,0,UAV_2,busy,assessment2_2,executing
19,0,pioneer3at_1,idle,building2_0,finished
20,0,pioneer3at_1,busy,building2_1,executing
21,0,UAV_2,busy,assessment2_2,suspended
22,0,pioneer3at_2,idle,building1_1,finished
23,00:35:59,UAV_2,busy,assessment2_2,aborted
24,00:35:59,UAV_1,busy,assessment1_2,aborted
25,0,pioneer3at_2,busy,building1_2,executing
26,0,UAV_1,busy,assessment2_2,executing
27,0,UAV_2,busy,assessment1_2,suspended
28,0,UAV_1,busy,assessment2_2,suspended
29,0,pioneer3at_1,busy,building2_1,suspended
30,0,pioneer3at_1,busy,building2_1,executing
31,0,pioneer3at_1,busy,building2_1,suspended
32,0,UAV_1,unable,-,-
33,00:36:48,UAV_1,unable,assessment2_2,aborted
34,0,pioneer3at_1,busy,building2_1,executing
35,0,pioneer3at_2,idle,building1_2,finished
36,0,pioneer3at_2,busy,building1_3,executing
37,0,pioneer3at_1,busy,building2_1,suspended
38,0,UAV_2,busy,assessment1_2,executing
39,0,pioneer3at_1,busy,building2_1,executing
40,0,pioneer3at_2,busy,building1_3,suspended
41,0,pioneer3at_1,busy,building2_1,suspended
42,0,pioneer3at_2,busy,building1_3,executing
43,0,pioneer3at_1,busy,building2_1,executing
44,0,pioneer3at_1,busy,building2_1,suspended
45,0,pioneer3at_1,busy,building2_1,executing
46,0,UAV_2,unable,-,-
47,0,UAV_2,unable,assessment1_2,suspended
48,0,pioneer3at_2,busy,building1_3,suspended
49,0,pioneer3at_2,busy,building1_3,executing
50,0,pioneer3at_1,busy,building2_1,suspended
51,0,pioneer3at_1,busy,building2_1,executing
52,0,pioneer3at_2,busy,building1_3,suspended
53,0,pioneer3at_2,busy,building1_3,executing
54,0,pioneer3at_1,busy,building2_1,suspended
55,0,pioneer3at_1,busy,building2_1,executing
56,0,pioneer3at_2,busy,building1_3,suspended
57,0,pioneer3at_1,busy,building2_1,suspended
58,0,pioneer3at_2,busy,building1_3,executing
59,0,pioneer3at_1,busy,building2_1,executing
60,0,pioneer3at_2,busy,building1_3,suspended
61,0,pioneer3at_1,busy,building2_1,suspended
62,0,pioneer3at_1,busy,building2_1,executing
63,0,pioneer3at_1,busy,building2_1,suspended
64,0,UAV_2,unable,-,-
65,00:46:37,UAV_2,unable,assessment1_2,aborted
66,0,pioneer3at_1,busy,building2_1,executing
67,0,pioneer3at_1,busy,building2_1,suspended
68,0,pioneer3at_1,busy,building2_1,executing
69,0,pioneer3at_1,busy,building2_1,suspended
70,0,pioneer3at_1,busy,building2_1,executing
71,0,pioneer3at_1,busy,building2_1,suspended
72,0,pioneer3at_1,busy,building2_1,executing
73,0,pioneer3at_1,busy,building2_1,suspended
74,0,pioneer3at_1,busy,building2_1,executing
