,time,robot,robot_status,task,task_status
0,107,UAV_2,busy,assessment1_0,executing
1,147,UAV_2,busy,assessment1_0,aborted
2,147,UAV_2,busy,assessment2_0,executing
3,147,UAV_1,busy,assessment1_0,executing
4,1189,UAV_1,idle,assessment1_0,finished
5,1189,UAV_1,busy,assessment1_1,executing
6,1219,pioneer3at_2,busy,building1_0,executing
7,1266,pioneer3at_2,idle,building1_0,finished
8,1267,UAV_2,busy,assessment2_0,aborted
9,1267,UAV_1,busy,assessment1_1,aborted
10,1267,pioneer3at_2,busy,building1_1,executing
11,1267,UAV_1,busy,assessment2_0,executing
12,1267,UAV_2,busy,assessment1_1,executing
13,1309,pioneer3at_2,idle,building1_1,finished
14,1309,pioneer3at_2,busy,building1_2,executing
15,1334,UAV_2,busy,assessment1_1,suspended
16,1363,UAV_2,unable,-,-
17,1363,UAV_2,unable,assessment1_1,aborted
18,1363,UAV_1,busy,assessment2_0,aborted
19,1363,UAV_1,busy,assessment1_1,executing
20,1369,pioneer3at_2,idle,building1_2,finished
21,1369,pioneer3at_2,busy,building1_3,executing
22,1414,pioneer3at_2,idle,building1_3,finished
23,1414,pioneer3at_2,busy,building1_4,executing
24,1422,UAV_1,unable,-,-
25,1422,UAV_1,unable,assessment1_1,aborted
26,1460,pioneer3at_2,idle,building1_4,finished
27,1460,UAV_1,busy,assessment1_1,executing
28,1460,pioneer3at_2,busy,building1_5,executing
29,1460,UAV_1,busy,assessment1_1,suspended
30,1478,UAV_1,unable,-,-
31,1478,UAV_1,unable,assessment1_1,aborted
32,1570,pioneer3at_2,busy,building1_5,aborted
33,1570,pioneer3at_1,busy,building1_5,executing
34,1570,pioneer3at_2,busy,building2_0,executing
35,1644,pioneer3at_2,idle,building2_0,finished
36,1645,pioneer3at_2,busy,building2_1,executing
37,1713,pioneer3at_2,idle,building2_1,finished
38,1713,pioneer3at_2,busy,building2_2,executing
39,1756,pioneer3at_2,idle,building2_2,finished
40,1756,pioneer3at_2,busy,building2_3,executing
41,1791,pioneer3at_1,busy,building1_5,suspended
42,1811,pioneer3at_1,busy,building1_5,executing
43,1823,pioneer3at_2,idle,building2_3,finished
44,1854,pioneer3at_2,busy,building2_4,suspended
45,1871,pioneer3at_2,busy,building2_4,executing
46,1929,pioneer3at_2,idle,building2_4,finished
47,1930,pioneer3at_2,busy,building2_5,executing
48,2140,pioneer3at_2,busy,building2_5,suspended
49,2156,pioneer3at_2,busy,building2_5,executing
50,2367,pioneer3at_1,unable,-,-
51,2367,pioneer3at_1,unable,building1_5,aborted
52,2367,pioneer3at_2,busy,building2_5,aborted
53,2367,pioneer3at_2,busy,building1_5,executing
54,2413,pioneer3at_1,unable,-,-
55,2413,pioneer3at_1,unable,building1_5,aborted
56,2717,pioneer3at_2,busy,building1_5,suspended
57,2736,pioneer3at_2,busy,building1_5,executing
58,2825,pioneer3at_2,unable,-,-
59,3105,pioneer3at_2,unable,building1_5,aborted
60,3211,pioneer3at_1,busy,building1_5,executing
