,time,robot,robot_status,task,task_status
0,44,pioneer3at_2,busy,-,-
1,44,pioneer3at_2,busy,building2_0,executing
2,62,pioneer3at_1,busy,-,-
3,62,pioneer3at_1,busy,external2_0,executing
4,74,UAV_2,busy,-,-
5,74,UAV_2,busy,external1_0,executing
6,90,UAV_1,busy,-,-
7,90,UAV_1,busy,assessment1_0,executing
8,149,pioneer3at_2,idle,-,-
9,149,pioneer3at_2,idle,building2_0,finished
10,149,pioneer3at_2,busy,-,-
11,149,pioneer3at_2,busy,building2_1,executing
12,206,pioneer3at_1,busy,external2_0,suspended
13,236,pioneer3at_2,busy,building2_1,suspended
14,252,pioneer3at_1,busy,external2_0,executing
15,306,pioneer3at_2,busy,building2_1,executing
16,324,pioneer3at_2,idle,-,-
17,324,pioneer3at_2,idle,building2_1,finished
18,325,pioneer3at_2,busy,-,-
19,325,pioneer3at_2,busy,building2_2,executing
20,344,UAV_2,busy,external1_0,suspended
21,378,UAV_1,unable,-,-
22,378,UAV_1,unable,assessment1_0,aborted
23,385,pioneer3at_2,idle,-,-
24,385,pioneer3at_2,idle,building2_2,finished
25,385,pioneer3at_2,busy,-,-
26,385,pioneer3at_2,busy,building2_3,executing
27,388,pioneer3at_2,unable,-,-
28,388,pioneer3at_2,unable,building2_3,aborted
29,478,pioneer3at_1,busy,external2_0,suspended
30,564,UAV_2,busy,external1_0,executing
31,704,pioneer3at_1,busy,external2_0,executing
32,741,UAV_2,idle,-,-
33,741,UAV_2,idle,external1_0,finished
34,741,UAV_2,busy,-,-
35,741,UAV_2,busy,assessment1_0,executing
36,780,UAV_2,unable,-,-
37,780,UAV_2,unable,assessment1_0,aborted
38,873,pioneer3at_1,idle,-,-
39,873,pioneer3at_1,idle,external2_0,finished
40,874,pioneer3at_1,busy,-,-
41,874,pioneer3at_1,busy,building2_3,executing
42,877,pioneer3at_1,unable,-,-
43,877,pioneer3at_1,unable,building2_3,aborted
