,time,robot,robot_status,task,task_status
0,59,UAV_2,busy,-,-
1,59,UAV_2,busy,assessment2_0,executing
2,95,UAV_1,busy,-,-
3,95,UAV_1,busy,assessment1_0,executing
4,345,pioneer3at_2,busy,-,-
5,345,pioneer3at_2,busy,building2_0,executing
6,479,pioneer3at_1,busy,-,-
7,479,pioneer3at_1,busy,building1_0,executing
8,500,pioneer3at_2,idle,-,-
9,500,pioneer3at_2,idle,building2_0,finished
10,500,pioneer3at_2,busy,-,-
11,500,pioneer3at_2,busy,building2_1,executing
12,533,pioneer3at_1,idle,-,-
13,533,pioneer3at_1,idle,building1_0,finished
14,534,pioneer3at_1,busy,-,-
15,534,pioneer3at_1,busy,building1_1,executing
16,631,pioneer3at_1,idle,-,-
17,631,pioneer3at_1,idle,building1_1,finished
18,631,pioneer3at_1,busy,-,-
19,631,pioneer3at_1,busy,building1_2,executing
20,671,UAV_1,idle,-,-
21,671,UAV_1,idle,assessment1_0,finished
22,672,UAV_1,busy,-,-
23,672,UAV_1,busy,assessment1_1,executing
24,675,pioneer3at_2,idle,-,-
25,675,pioneer3at_2,idle,building2_1,finished
26,676,pioneer3at_2,busy,-,-
27,676,pioneer3at_2,busy,building2_2,executing
28,690,pioneer3at_1,idle,-,-
29,690,pioneer3at_1,idle,building1_2,finished
30,690,pioneer3at_1,busy,-,-
31,690,pioneer3at_1,busy,building1_3,executing
32,703,pioneer3at_2,busy,building2_2,aborted
33,703,pioneer3at_1,busy,building1_3,aborted
34,703,pioneer3at_2,busy,building1_3,executing
35,703,pioneer3at_1,busy,building2_2,executing
36,784,pioneer3at_2,busy,building1_3,suspended
37,799,pioneer3at_1,idle,-,-
38,799,pioneer3at_1,idle,building2_2,finished
39,800,pioneer3at_1,busy,-,-
40,800,pioneer3at_1,busy,building2_3,executing
41,843,UAV_2,unable,-,-
42,844,UAV_2,unable,assessment2_0,aborted
43,908,pioneer3at_1,idle,-,-
44,908,pioneer3at_1,idle,building2_3,finished
45,908,pioneer3at_1,busy,-,-
46,948,pioneer3at_1,idle,-,-
47,948,pioneer3at_1,idle,building2_4,finished
48,949,pioneer3at_1,busy,-,-
49,949,pioneer3at_1,busy,building2_5,executing
50,1008,pioneer3at_2,busy,building1_3,executing
51,1017,UAV_1,busy,assessment1_1,aborted
52,1017,UAV_1,busy,external1_0,executing
53,1046,pioneer3at_2,busy,building1_3,suspended
54,1223,UAV_1,busy,external1_0,suspended
55,1297,pioneer3at_2,busy,building1_3,executing
56,1313,pioneer3at_1,busy,building2_5,aborted
57,1313,pioneer3at_1,busy,external2_0,executing
58,1359,pioneer3at_1,busy,external2_0,suspended
59,1407,pioneer3at_2,unable,-,-
60,1407,pioneer3at_2,unable,building1_3,aborted
61,1439,UAV_1,unable,-,-
62,1439,UAV_1,unable,external1_0,aborted
63,1439,pioneer3at_1,busy,external2_0,aborted
64,1439,pioneer3at_1,busy,external1_0,suspended
65,1581,pioneer3at_1,unable,-,-
66,1581,pioneer3at_1,unable,external1_0,aborted
