,time,robot,robot_status,task,task_status
0,63,pioneer3at_2,busy,-,-
1,63,pioneer3at_2,busy,building1_0,executing
2,74,pioneer3at_1,busy,-,-
3,74,pioneer3at_1,busy,building2_0,executing
4,82,UAV_2,busy,-,-
5,82,UAV_2,busy,external1_0,executing
6,98,UAV_1,busy,-,-
7,98,UAV_1,busy,assessment2_0,executing
8,115,pioneer3at_2,idle,-,-
9,115,pioneer3at_2,idle,building1_0,finished
10,116,pioneer3at_2,busy,-,-
11,116,pioneer3at_2,busy,building1_1,executing
12,171,pioneer3at_1,idle,-,-
13,171,pioneer3at_1,idle,building2_0,finished
14,172,pioneer3at_1,busy,-,-
15,172,pioneer3at_1,busy,building2_1,executing
16,192,pioneer3at_2,idle,-,-
17,192,pioneer3at_2,idle,building1_1,finished
18,192,pioneer3at_2,busy,-,-
19,192,pioneer3at_2,busy,building1_2,executing
20,246,pioneer3at_1,busy,building2_1,suspended
21,254,pioneer3at_2,idle,-,-
22,254,pioneer3at_2,idle,building1_2,finished
23,255,pioneer3at_2,busy,-,-
24,255,pioneer3at_2,busy,building1_3,executing
25,292,UAV_1,unable,-,-
26,292,UAV_1,unable,assessment2_0,aborted
27,303,UAV_2,busy,external1_0,suspended
28,334,pioneer3at_2,idle,-,-
29,334,pioneer3at_2,idle,building1_3,finished
30,335,pioneer3at_2,busy,-,-
31,335,pioneer3at_2,busy,building1_4,executing
32,350,pioneer3at_2,busy,building1_4,suspended
33,390,pioneer3at_2,idle,-,-
34,390,pioneer3at_2,idle,building1_4,finished
35,391,pioneer3at_2,busy,-,-
36,391,pioneer3at_2,busy,building1_5,suspended
37,537,pioneer3at_2,busy,building1_5,executing
38,552,UAV_2,busy,external1_0,executing
