,time,robot,robot_status,task,task_status
0,39,UAV_2,busy,-,-
1,39,UAV_2,busy,assessment2_0,executing
2,81,pioneer3at_2,busy,-,-
3,81,pioneer3at_2,busy,building1_0,executing
4,85,pioneer3at_1,busy,-,-
5,85,pioneer3at_1,busy,building2_0,executing
6,143,pioneer3at_2,idle,-,-
7,143,pioneer3at_2,idle,building1_0,finished
8,144,pioneer3at_2,busy,-,-
9,144,pioneer3at_2,busy,building1_1,executing
10,188,pioneer3at_1,idle,-,-
11,188,pioneer3at_1,idle,building2_0,finished
12,188,pioneer3at_1,busy,-,-
13,188,pioneer3at_1,busy,building2_1,executing
14,218,pioneer3at_2,idle,-,-
15,218,pioneer3at_2,idle,building1_1,finished
16,218,pioneer3at_2,busy,-,-
17,218,pioneer3at_2,busy,building1_2,executing
18,235,UAV_2,unable,-,-
19,235,UAV_2,unable,assessment2_0,aborted
20,235,UAV_1,busy,-,-
21,235,UAV_1,busy,assessment2_0,executing
22,277,pioneer3at_2,idle,-,-
23,277,pioneer3at_2,idle,building1_2,finished
24,278,pioneer3at_2,busy,-,-
25,278,pioneer3at_2,busy,building1_3,executing
26,288,pioneer3at_1,idle,-,-
27,288,pioneer3at_1,idle,building2_1,finished
28,289,pioneer3at_1,busy,-,-
29,289,pioneer3at_1,busy,building2_2,executing
30,332,pioneer3at_2,idle,-,-
31,332,pioneer3at_2,idle,building1_3,finished
32,332,pioneer3at_2,busy,-,-
33,332,pioneer3at_2,busy,building1_4,executing
34,348,pioneer3at_2,busy,building1_4,suspended
35,375,pioneer3at_1,idle,-,-
36,375,pioneer3at_1,idle,building2_2,finished
37,375,pioneer3at_1,busy,-,-
38,375,pioneer3at_1,busy,building2_3,executing
39,451,pioneer3at_1,idle,-,-
40,451,pioneer3at_1,idle,building2_3,finished
41,451,pioneer3at_1,busy,-,-
42,451,pioneer3at_1,busy,building2_4,executing
43,467,pioneer3at_2,busy,building1_4,executing
44,495,pioneer3at_1,idle,-,-
45,495,pioneer3at_1,idle,building2_4,finished
46,495,pioneer3at_1,busy,-,-
47,495,pioneer3at_1,busy,building2_5,executing
48,509,pioneer3at_2,idle,-,-
49,509,pioneer3at_2,idle,building1_4,finished
50,509,pioneer3at_2,busy,-,-
51,509,pioneer3at_2,busy,building1_5,executing
52,567,pioneer3at_2,idle,-,-
53,568,pioneer3at_2,idle,building1_5,aborted
54,568,pioneer3at_1,busy,building2_5,aborted
55,568,pioneer3at_1,busy,building1_5,executing
56,609,pioneer3at_2,busy,-,-
57,609,pioneer3at_2,busy,p2_rb_0,executing
58,683,pioneer3at_2,idle,-,-
59,683,pioneer3at_2,idle,p2_rb_0,finished
