,time,robot,robot_status,task,task_status
0,10,pioneer3at_2,busy,-,-
1,10,pioneer3at_2,busy,building1_0,executing
2,18,pioneer3at_1,busy,-,-
3,18,pioneer3at_1,busy,building2_0,executing
4,29,UAV_2,busy,-,-
5,29,UAV_2,busy,external1_0,executing
6,62,pioneer3at_2,idle,-,-
7,62,pioneer3at_2,idle,building1_0,finished
8,63,pioneer3at_2,busy,-,-
9,63,pioneer3at_2,busy,building1_1,executing
10,118,pioneer3at_1,idle,-,-
11,118,pioneer3at_1,idle,building2_0,finished
12,118,pioneer3at_1,busy,-,-
13,118,pioneer3at_1,busy,building2_1,executing
14,150,pioneer3at_2,idle,-,-
15,150,pioneer3at_2,idle,building1_1,finished
16,151,pioneer3at_2,busy,-,-
17,151,pioneer3at_2,busy,building1_2,executing
18,199,pioneer3at_1,idle,-,-
19,199,pioneer3at_1,idle,building2_1,finished
20,199,pioneer3at_1,busy,-,-
21,199,pioneer3at_1,busy,building2_2,executing
22,224,pioneer3at_2,idle,-,-
23,224,pioneer3at_2,idle,building1_2,finished
24,225,pioneer3at_2,busy,-,-
25,225,pioneer3at_2,busy,building1_3,executing
26,228,UAV_2,busy,external1_0,suspended
27,247,UAV_2,unable,-,-
28,247,UAV_2,unable,external1_0,aborted
29,248,UAV_1,busy,-,-
30,248,UAV_1,busy,external1_0,executing
31,257,pioneer3at_1,idle,-,-
32,257,pioneer3at_1,idle,building2_2,finished
33,257,pioneer3at_1,busy,-,-
34,257,pioneer3at_1,busy,building2_3,executing
