,time,robot,robot_status,task,task_status
0,22:31:07,UAV_2,busy,assessment1_0,executing
1,22:31:11,UAV_1,busy,assessment2_0,executing
2,22:33:20,UAV_1,busy,assessment2_0,suspended
3,22:35:04,pioneer3at_2,busy,building1_0,executing
4,22:35:18,pioneer3at_1,busy,building2_0,executing
5,22:35:54,pioneer3at_2,idle,building1_0,finished
6,22:35:54,pioneer3at_2,busy,building1_1,executing
7,22:36:59,pioneer3at_2,idle,building1_1,finished
8,22:36:59,UAV_1,busy,assessment2_0,aborted
9,22:36:59,UAV_1,busy,assessment1_0,suspended
10,22:36:59,UAV_2,busy,assessment1_0,aborted
11,22:36:59,pioneer3at_2,busy,building1_2,executing
12,22:36:59,UAV_2,busy,assessment2_0,executing
13,22:37:02,pioneer3at_1,idle,building2_0,finished
14,22:37:02,pioneer3at_1,busy,building2_1,executing
15,22:37:48,UAV_1,busy,assessment1_0,executing
16,22:38:20,pioneer3at_1,busy,building2_1,suspended
17,22:38:59,pioneer3at_2,idle,building1_2,finished
18,22:38:59,UAV_2,busy,assessment2_0,aborted
19,22:38:59,UAV_2,busy,assessment1_0,executing
20,22:38:59,UAV_1,busy,assessment1_0,aborted
21,22:38:59,UAV_1,busy,assessment2_0,executing
22,22:39:09,pioneer3at_2,busy,building1_3,suspended
23,22:39:17,pioneer3at_1,busy,building2_1,executing
24,22:40:13,pioneer3at_1,busy,building2_1,suspended
25,22:41:52,pioneer3at_1,busy,building2_1,executing
26,22:42:44,UAV_1,unable,-,-
27,22:42:44,UAV_1,unable,assessment2_0,aborted
28,22:42:51,pioneer3at_1,busy,building2_1,suspended
