,time,robot,robot_status,task,task_status
0,63,pioneer3at_2,busy,building1_0,executing
1,76,pioneer3at_1,busy,building2_0,executing
2,139,pioneer3at_2,idle,building1_0,finished
3,163,pioneer3at_1,idle,building2_0,finished
4,163,pioneer3at_1,busy,building2_1,executing
5,251,pioneer3at_1,idle,building2_1,finished
6,251,pioneer3at_1,busy,building2_2,executing
7,285,pioneer3at_2,idle,building1_1,finished
8,285,pioneer3at_2,busy,building1_2,executing
9,298,pioneer3at_1,idle,building2_2,finished
10,298,pioneer3at_2,busy,building1_2,aborted
11,298,pioneer3at_1,busy,building1_2,executing
12,298,pioneer3at_2,busy,building2_3,executing
13,341,pioneer3at_2,idle,building2_3,finished
14,341,pioneer3at_2,busy,building2_4,executing
15,353,pioneer3at_1,idle,building1_2,finished
16,354,pioneer3at_1,busy,building1_3,executing
17,377,pioneer3at_2,idle,building2_4,finished
18,377,pioneer3at_2,busy,building2_5,executing
19,441,pioneer3at_1,idle,building1_3,finished
20,442,pioneer3at_1,busy,building1_4,executing
21,454,pioneer3at_1,busy,building1_4,suspended
22,522,pioneer3at_1,busy,building1_4,executing
23,558,pioneer3at_1,idle,building1_4,finished
24,558,pioneer3at_1,busy,building1_5,executing
25,648,pioneer3at_1,busy,building1_5,suspended
26,662,pioneer3at_1,busy,building1_5,executing
27,830,pioneer3at_2,busy,building2_5,aborted
28,912,pioneer3at_1,unable,-,-
