,time,robot,robot_status,task,task_status
0,32,UAV_2,busy,-,-
1,32,UAV_2,busy,assessment2_0,executing
2,50,UAV_1,busy,-,-
3,50,UAV_1,busy,assessment1_0,executing
4,196,pioneer3at_2,busy,-,-
5,196,pioneer3at_2,busy,building2_0,executing
6,298,pioneer3at_2,idle,-,-
7,298,pioneer3at_2,idle,building2_0,finished
8,298,pioneer3at_2,busy,-,-
9,369,pioneer3at_1,busy,-,-
10,369,pioneer3at_1,busy,building1_0,executing
11,382,pioneer3at_2,busy,building2_1,suspended
12,421,pioneer3at_1,idle,-,-
13,421,pioneer3at_1,idle,building1_0,finished
14,422,pioneer3at_1,busy,-,-
15,422,pioneer3at_1,busy,building1_1,executing
16,454,pioneer3at_2,busy,building2_1,executing
17,469,pioneer3at_2,idle,-,-
18,469,pioneer3at_2,idle,building2_1,finished
19,469,pioneer3at_2,busy,-,-
20,469,pioneer3at_2,busy,building2_2,executing
21,497,pioneer3at_1,idle,-,-
22,497,pioneer3at_1,idle,building1_1,finished
23,498,pioneer3at_1,busy,-,-
24,498,pioneer3at_1,busy,building1_2,executing
25,540,UAV_2,unable,-,-
26,540,UAV_2,unable,assessment2_0,aborted
27,549,pioneer3at_2,idle,-,-
28,549,pioneer3at_2,idle,building2_2,finished
29,549,pioneer3at_2,busy,-,-
30,549,pioneer3at_2,busy,building2_3,executing
31,557,pioneer3at_2,busy,building2_3,aborted
32,558,pioneer3at_2,busy,building1_2,executing
33,558,pioneer3at_1,busy,building1_2,aborted
34,558,pioneer3at_1,busy,building2_3,executing
35,559,pioneer3at_1,idle,-,-
36,559,pioneer3at_1,idle,building2_3,finished
37,560,pioneer3at_1,busy,-,-
38,560,pioneer3at_1,busy,building2_4,executing
39,589,pioneer3at_1,busy,building2_4,suspended
40,667,pioneer3at_2,busy,building1_2,suspended
