,time,robot,robot_status,task,task_status
0,76,pioneer3at_1,busy,-,-
1,76,pioneer3at_1,busy,building1_0,executing
2,134,pioneer3at_1,idle,-,-
3,134,pioneer3at_1,idle,building1_0,finished
4,135,pioneer3at_1,busy,-,-
5,135,pioneer3at_1,busy,building1_1,executing
6,208,pioneer3at_1,idle,-,-
7,208,pioneer3at_1,idle,building1_1,finished
8,208,pioneer3at_1,busy,-,-
9,208,pioneer3at_1,busy,building1_2,executing
10,230,UAV_1,unable,-,-
11,269,pioneer3at_1,idle,-,-
12,270,pioneer3at_1,idle,building1_2,finished
13,270,pioneer3at_1,busy,-,-
14,270,pioneer3at_1,busy,building1_3,executing
15,333,pioneer3at_1,idle,-,-
16,333,pioneer3at_1,idle,building1_3,finished
17,333,pioneer3at_1,busy,-,-
18,333,pioneer3at_1,busy,building1_4,executing
19,350,pioneer3at_1,busy,building1_4,suspended
20,388,pioneer3at_1,idle,-,-
21,388,pioneer3at_1,idle,building1_4,finished
22,388,pioneer3at_1,busy,-,-
23,388,pioneer3at_1,busy,building1_5,executing
