,time,robot,robot_status,task,task_status
0,99,pioneer3at_2,busy,-,-
1,99,pioneer3at_2,busy,building1_0,executing
2,110,pioneer3at_1,busy,-,-
3,110,pioneer3at_1,busy,building2_0,executing
4,126,UAV_2,busy,-,-
5,126,UAV_2,busy,external1_0,executing
6,152,pioneer3at_2,idle,-,-
7,152,pioneer3at_2,idle,building1_0,finished
8,153,pioneer3at_2,busy,-,-
9,153,pioneer3at_2,busy,building1_1,executing
10,192,pioneer3at_2,busy,building1_1,suspended
11,209,pioneer3at_1,idle,-,-
12,209,pioneer3at_1,idle,building2_0,finished
13,209,pioneer3at_1,busy,-,-
14,209,pioneer3at_1,busy,building2_1,executing
15,335,pioneer3at_1,busy,building2_1,suspended
16,367,UAV_2,busy,external1_0,suspended
17,400,UAV_2,unable,-,-
18,400,UAV_2,unable,external1_0,aborted
19,400,UAV_1,busy,-,-
20,400,UAV_1,busy,external1_0,executing
21,534,UAV_1,unable,-,-
22,534,UAV_1,unable,external1_0,aborted
23,534,pioneer3at_1,busy,building2_1,aborted
24,534,pioneer3at_1,busy,external1_0,executing
25,534,pioneer3at_1,busy,external1_0,suspended
