,time,robot,robot_status,task,task_status
0,76,UAV_2,busy,-,-
1,76,UAV_2,busy,assessment2_0,executing
2,115,UAV_1,busy,-,-
3,115,UAV_1,busy,assessment1_0,executing
4,235,UAV_2,busy,assessment2_0,suspended
5,474,UAV_2,busy,assessment2_0,executing
6,563,UAV_2,busy,assessment2_0,suspended
7,638,UAV_1,idle,-,-
8,638,UAV_1,idle,assessment1_0,finished
9,639,UAV_1,busy,-,-
10,639,UAV_1,busy,assessment1_1,executing
11,647,UAV_2,busy,assessment2_0,executing
12,660,pioneer3at_2,busy,-,-
13,660,pioneer3at_2,busy,building2_0,executing
14,666,pioneer3at_1,busy,-,-
15,666,pioneer3at_1,busy,building1_0,executing
16,727,pioneer3at_1,idle,-,-
17,727,pioneer3at_1,idle,building1_0,finished
18,727,pioneer3at_1,busy,-,-
19,727,pioneer3at_1,busy,building1_1,executing
20,756,pioneer3at_2,idle,-,-
21,756,pioneer3at_2,idle,building2_0,finished
22,757,pioneer3at_2,busy,-,-
23,757,pioneer3at_2,busy,building2_1,executing
24,777,pioneer3at_2,busy,building2_1,suspended
25,778,pioneer3at_2,busy,building2_1,executing
26,788,pioneer3at_2,busy,building2_1,suspended
27,788,pioneer3at_2,busy,building2_1,executing
28,803,pioneer3at_1,idle,-,-
29,803,pioneer3at_1,idle,building1_1,finished
30,803,pioneer3at_1,busy,-,-
31,803,pioneer3at_1,busy,building1_2,executing
32,815,pioneer3at_2,busy,building2_1,suspended
33,815,pioneer3at_2,busy,building2_1,executing
34,817,pioneer3at_2,busy,building2_1,suspended
35,872,pioneer3at_1,idle,-,-
36,872,pioneer3at_1,idle,building1_2,finished
37,872,pioneer3at_1,busy,-,-
38,872,pioneer3at_1,busy,building1_3,executing
39,884,pioneer3at_2,busy,building2_1,executing
40,896,pioneer3at_2,idle,-,-
41,896,pioneer3at_2,idle,building2_1,finished
42,896,pioneer3at_2,busy,-,-
43,928,pioneer3at_2,busy,building2_2,suspended
44,928,pioneer3at_2,busy,building2_2,executing
45,945,pioneer3at_1,idle,-,-
46,945,pioneer3at_1,idle,building1_3,finished
47,945,pioneer3at_1,busy,-,-
48,945,pioneer3at_1,busy,building1_4,executing
49,978,pioneer3at_2,idle,-,-
50,978,pioneer3at_2,idle,building2_2,finished
51,978,pioneer3at_2,busy,-,-
52,978,pioneer3at_2,busy,building2_3,executing
53,1013,pioneer3at_1,busy,building1_4,suspended
54,1057,pioneer3at_2,idle,-,-
55,1057,pioneer3at_2,idle,building2_3,finished
56,1057,pioneer3at_2,busy,-,-
57,1057,pioneer3at_2,busy,building2_4,executing
58,1090,pioneer3at_1,busy,building1_4,executing
59,1098,pioneer3at_1,idle,-,-
60,1098,pioneer3at_1,idle,building1_4,finished
61,1098,pioneer3at_1,busy,-,-
62,1098,pioneer3at_1,busy,building1_5,executing
63,1130,pioneer3at_2,idle,-,-
64,1130,pioneer3at_2,idle,building2_4,finished
65,1130,pioneer3at_2,busy,-,-
66,1130,pioneer3at_2,busy,building2_5,executing
67,1141,pioneer3at_1,busy,building1_5,aborted
68,1141,pioneer3at_1,busy,external1_0,executing
69,1200,pioneer3at_1,busy,external1_0,suspended
70,1369,pioneer3at_1,busy,external1_0,executing
71,1413,pioneer3at_2,busy,building2_5,suspended
72,1430,UAV_1,idle,-,-
73,1430,UAV_1,idle,assessment1_1,finished
74,1430,UAV_1,busy,-,-
75,1430,UAV_1,busy,assessment1_2,executing
76,1473,pioneer3at_1,idle,-,-
77,1473,pioneer3at_1,idle,external1_0,finished
78,1473,pioneer3at_1,busy,-,-
79,1473,pioneer3at_1,busy,building1_5,executing
80,1490,UAV_1,unable,-,-
81,1490,UAV_1,unable,assessment1_2,aborted
82,1494,pioneer3at_2,busy,building2_5,executing
83,1562,pioneer3at_1,busy,building1_5,aborted
84,1562,pioneer3at_1,busy,external2_0,executing
85,1644,UAV_2,busy,assessment2_0,suspended
86,1690,pioneer3at_1,busy,external2_0,suspended
87,1749,UAV_2,busy,assessment2_0,executing
88,1764,pioneer3at_2,unable,-,-
89,1764,pioneer3at_2,unable,building2_5,aborted
90,1952,pioneer3at_1,unable,-,-
91,1952,pioneer3at_1,unable,external2_0,aborted
92,1953,UAV_2,busy,assessment2_0,aborted
93,1953,UAV_2,busy,external2_0,executing
94,1984,UAV_2,unable,-,-
95,1984,UAV_2,unable,external2_0,aborted
