,time,robot,robot_status,task,task_status
0,38,UAV_2,busy,assessment1_0,executing
1,81,pioneer3at_2,busy,building2_0,executing
2,189,pioneer3at_2,idle,building2_0,finished
3,214,pioneer3at_2,busy,building2_1,suspended
4,214,pioneer3at_2,busy,building2_1,executing
5,231,pioneer3at_2,busy,building2_1,suspended
6,231,pioneer3at_2,busy,building2_1,executing
7,273,pioneer3at_2,busy,building2_1,suspended
8,274,pioneer3at_2,busy,building2_1,executing
9,291,pioneer3at_2,busy,building2_1,suspended
10,292,pioneer3at_2,busy,building2_1,executing
11,304,pioneer3at_2,idle,building2_1,finished
12,336,pioneer3at_2,busy,building2_2,suspended
13,336,pioneer3at_2,busy,building2_2,executing
14,343,pioneer3at_2,unable,-,-
15,388,pioneer3at_2,unable,building2_2,finished
16,388,pioneer3at_1,busy,building2_3,executing
17,500,pioneer3at_1,idle,building2_3,finished
18,501,pioneer3at_1,busy,building2_4,executing
19,544,pioneer3at_1,idle,building2_4,finished
20,545,pioneer3at_1,busy,building2_5,executing
21,721,UAV_2,idle,assessment1_0,finished
22,721,UAV_2,busy,assessment1_1,executing
23,740,UAV_1,busy,building1_0,executing
24,760,UAV_1,busy,building1_0,suspended
25,827,pioneer3at_1,busy,building2_5,suspended
26,877,UAV_1,busy,building1_0,executing
27,982,pioneer3at_1,busy,building2_5,executing
28,1009,UAV_1,idle,building1_0,finished
29,1009,UAV_1,busy,building1_1,executing
30,1040,UAV_1,busy,building1_1,aborted
31,1040,UAV_1,busy,external1_0,executing
32,1040,pioneer3at_1,busy,building2_5,suspended
33,1041,pioneer3at_1,busy,building2_5,executing
34,1123,pioneer3at_2,busy,building1_1,executing
35,1216,pioneer3at_2,idle,building1_1,finished
36,1216,pioneer3at_2,busy,building1_2,executing
37,1308,pioneer3at_2,idle,building1_2,finished
38,1309,pioneer3at_2,busy,building1_3,executing
39,1311,pioneer3at_1,busy,building2_5,suspended
40,1360,pioneer3at_2,idle,building1_3,finished
41,1360,pioneer3at_2,busy,building1_4,executing
42,1376,pioneer3at_2,busy,building1_4,suspended
43,1379,pioneer3at_1,busy,building2_5,executing
44,1485,UAV_1,busy,external1_0,suspended
45,1541,pioneer3at_2,unable,-,-
46,1589,pioneer3at_1,unable,-,-
47,1589,UAV_2,unable,-,-
48,1589,UAV_2,unable,assessment1_1,aborted
49,1811,pioneer3at_1,unable,building2_5,aborted
50,1895,UAV_1,busy,external1_0,executing
51,1931,UAV_1,unable,-,-
52,1931,UAV_1,unable,external1_0,aborted
53,2076,pioneer3at_2,idle,building1_4,finished
54,2079,pioneer3at_2,busy,external2_0,executing
55,2079,UAV_2,busy,external1_0,executing
