,time,robot,robot_status,task,task_status
0,48,UAV_2,busy,-,-
1,48,UAV_2,busy,assessment2_0,executing
2,54,pioneer3at_2,busy,-,-
3,54,pioneer3at_2,busy,building1_0,executing
4,72,pioneer3at_1,busy,-,-
5,88,UAV_1,busy,-,-
6,88,UAV_1,busy,external1_0,executing
7,140,pioneer3at_2,idle,-,-
8,140,pioneer3at_2,idle,building1_0,finished
9,141,pioneer3at_2,busy,-,-
10,141,pioneer3at_2,busy,building1_1,executing
11,174,pioneer3at_1,idle,-,-
12,174,pioneer3at_1,idle,building2_0,finished
13,175,pioneer3at_1,busy,-,-
14,175,pioneer3at_1,busy,building2_1,executing
15,198,pioneer3at_2,busy,building1_1,suspended
16,244,pioneer3at_2,busy,building1_1,executing
17,259,pioneer3at_1,idle,-,-
18,259,pioneer3at_1,idle,building2_1,finished
19,260,pioneer3at_1,busy,-,-
20,260,pioneer3at_1,busy,building2_2,executing
21,308,pioneer3at_2,idle,-,-
22,308,pioneer3at_2,idle,building1_1,finished
23,308,pioneer3at_2,busy,-,-
24,308,pioneer3at_2,busy,building1_2,executing
25,334,UAV_1,busy,external1_0,suspended
26,347,pioneer3at_1,idle,-,-
27,347,pioneer3at_1,idle,building2_2,finished
28,348,pioneer3at_1,busy,-,-
29,348,pioneer3at_1,busy,building2_3,executing
30,382,pioneer3at_2,idle,-,-
31,382,pioneer3at_2,idle,building1_2,finished
32,383,pioneer3at_2,busy,-,-
33,383,pioneer3at_2,busy,building1_3,executing
34,425,pioneer3at_1,idle,-,-
35,425,pioneer3at_1,idle,building2_3,finished
36,426,pioneer3at_1,busy,-,-
37,426,pioneer3at_1,busy,building2_4,executing
38,433,pioneer3at_2,idle,-,-
39,433,pioneer3at_2,idle,building1_3,finished
40,434,pioneer3at_2,busy,-,-
41,434,pioneer3at_2,busy,building1_4,executing
42,485,pioneer3at_1,idle,-,-
43,485,pioneer3at_1,idle,building2_4,finished
44,485,pioneer3at_1,busy,-,-
45,485,pioneer3at_1,busy,building2_5,executing
46,489,pioneer3at_2,idle,-,-
47,489,pioneer3at_2,idle,building1_4,finished
48,489,pioneer3at_2,busy,-,-
49,489,pioneer3at_2,busy,building1_5,executing
50,595,UAV_1,busy,external1_0,executing
51,797,UAV_1,idle,-,-
52,797,UAV_1,idle,external1_0,finished
