,time,robot,robot_status,task,task_status
0,42,UAV_2,busy,-,-
1,42,UAV_2,busy,assessment2_0,executing
2,114,UAV_1,busy,-,-
3,114,UAV_1,busy,assessment1_0,executing
4,376,UAV_2,busy,assessment2_0,suspended
5,470,UAV_2,busy,assessment2_0,executing
6,543,pioneer3at_2,busy,-,-
7,543,pioneer3at_2,busy,building2_0,executing
8,648,pioneer3at_2,idle,-,-
9,648,pioneer3at_2,idle,building2_0,finished
10,648,pioneer3at_2,busy,-,-
11,648,pioneer3at_2,busy,building2_0,executing
12,648,pioneer3at_1,busy,-,-
13,648,pioneer3at_1,busy,building1_0,executing
14,648,pioneer3at_2,busy,building2_0,aborted
15,648,pioneer3at_2,busy,building2_1,executing
16,707,pioneer3at_1,idle,-,-
17,707,pioneer3at_1,idle,building1_0,finished
18,707,pioneer3at_1,busy,-,-
19,707,pioneer3at_1,busy,building1_1,executing
20,738,pioneer3at_2,idle,-,-
21,738,pioneer3at_2,idle,building2_1,finished
22,738,pioneer3at_2,busy,-,-
23,738,pioneer3at_2,busy,building2_2,executing
24,781,pioneer3at_1,idle,-,-
25,781,pioneer3at_1,idle,building1_1,finished
26,781,pioneer3at_1,busy,-,-
27,782,pioneer3at_1,busy,building1_2,executing
28,854,UAV_1,idle,-,-
29,854,UAV_1,idle,assessment1_0,finished
30,855,UAV_1,busy,-,-
31,856,pioneer3at_1,idle,-,-
32,856,pioneer3at_1,idle,building1_2,finished
33,856,pioneer3at_1,busy,-,-
34,856,pioneer3at_1,busy,building1_3,executing
35,864,pioneer3at_2,idle,-,-
36,864,pioneer3at_2,idle,building2_2,finished
37,865,pioneer3at_2,busy,-,-
38,865,pioneer3at_2,busy,building2_3,executing
39,908,pioneer3at_1,idle,-,-
40,908,pioneer3at_1,idle,building1_3,finished
41,908,pioneer3at_1,busy,-,-
42,908,pioneer3at_1,busy,building1_4,executing
43,923,pioneer3at_1,busy,building1_4,suspended
44,946,pioneer3at_2,idle,-,-
45,946,pioneer3at_2,idle,building2_3,finished
46,947,pioneer3at_2,busy,-,-
47,947,pioneer3at_2,busy,building2_4,executing
48,1022,pioneer3at_2,idle,-,-
49,1022,pioneer3at_2,idle,building2_4,finished
50,1022,pioneer3at_2,busy,-,-
51,1066,pioneer3at_1,busy,building1_4,executing
52,1076,UAV_1,busy,assessment1_1,suspended
53,1121,pioneer3at_1,idle,-,-
54,1121,pioneer3at_1,idle,building1_4,finished
55,1121,pioneer3at_1,busy,-,-
56,1121,pioneer3at_1,busy,building1_5,executing
57,1142,UAV_2,idle,-,-
58,1142,UAV_2,idle,assessment2_0,finished
59,1142,UAV_2,busy,-,-
60,1161,UAV_1,busy,assessment1_1,executing
61,1278,pioneer3at_2,busy,building2_5,suspended
62,1450,pioneer3at_2,busy,building2_5,executing
63,1652,pioneer3at_2,unable,-,-
64,1691,pioneer3at_1,unable,-,-
65,1893,pioneer3at_1,unable,building1_5,aborted
66,1904,pioneer3at_2,unable,building2_5,aborted
67,2181,UAV_1,idle,-,-
68,2181,UAV_1,idle,assessment1_1,finished
69,2182,UAV_1,busy,-,-
70,2182,UAV_1,busy,assessment1_2,executing
71,2366,UAV_2,unable,-,-
72,2366,UAV_2,unable,assessment2_1,aborted
73,2367,UAV_1,busy,assessment1_2,aborted
74,2367,UAV_1,busy,assessment2_1,executing
75,2474,UAV_1,unable,-,-
76,2474,UAV_1,unable,assessment2_1,aborted
