,time,robot,robot_status,task,task_status
0,23,UAV_2,busy,-,-
1,23,UAV_2,busy,assessment2_0,executing
2,48,UAV_1,busy,-,-
3,48,UAV_1,busy,assessment1_0,executing
4,214,pioneer3at_2,busy,-,-
5,214,pioneer3at_2,busy,building2_0,executing
6,317,pioneer3at_2,idle,-,-
7,317,pioneer3at_2,idle,building2_0,finished
8,318,pioneer3at_2,busy,-,-
9,382,pioneer3at_1,busy,-,-
10,382,pioneer3at_1,busy,building1_0,executing
11,427,pioneer3at_2,idle,-,-
12,427,pioneer3at_2,idle,building2_1,finished
13,428,pioneer3at_2,busy,-,-
14,428,pioneer3at_2,busy,building2_2,executing
15,438,pioneer3at_1,idle,-,-
16,438,pioneer3at_1,idle,building1_0,finished
17,438,pioneer3at_1,busy,-,-
18,438,pioneer3at_1,busy,building1_1,executing
19,486,pioneer3at_2,idle,-,-
20,486,pioneer3at_2,idle,building2_2,finished
21,486,pioneer3at_2,busy,-,-
22,486,pioneer3at_2,busy,building2_3,executing
23,500,UAV_2,unable,-,-
24,500,UAV_2,unable,assessment2_0,aborted
25,506,pioneer3at_2,busy,building2_3,aborted
26,506,pioneer3at_2,busy,building1_1,executing
27,506,pioneer3at_1,busy,building1_1,aborted
28,506,pioneer3at_1,busy,building2_3,executing
29,521,pioneer3at_1,idle,-,-
30,521,pioneer3at_1,idle,building2_3,finished
31,522,pioneer3at_1,busy,-,-
32,522,pioneer3at_1,busy,building2_4,executing
33,580,pioneer3at_2,idle,-,-
34,580,pioneer3at_2,idle,building1_1,finished
35,580,pioneer3at_2,busy,-,-
36,580,pioneer3at_2,busy,building1_2,executing
37,586,pioneer3at_1,idle,-,-
38,586,pioneer3at_1,idle,building2_4,finished
39,586,pioneer3at_1,busy,-,-
40,586,pioneer3at_1,busy,building2_5,executing
41,650,UAV_1,idle,-,-
42,650,UAV_1,idle,assessment1_0,finished
43,650,UAV_1,busy,-,-
44,650,UAV_1,busy,assessment1_1,executing
45,676,pioneer3at_2,idle,-,-
46,676,pioneer3at_2,idle,building1_2,finished
47,676,pioneer3at_2,busy,-,-
48,676,pioneer3at_2,busy,building1_3,executing
