,time,robot,robot_status,task,task_status
0,595,pioneer3at_2,busy,-,-
1,595,pioneer3at_2,busy,building1_0,executing
2,608,pioneer3at_1,busy,-,-
3,608,pioneer3at_1,busy,building2_0,executing
4,653,pioneer3at_2,idle,-,-
5,653,pioneer3at_2,idle,building1_0,finished
6,653,pioneer3at_2,busy,-,-
7,653,pioneer3at_2,busy,building1_1,executing
8,660,UAV_2,busy,-,-
9,660,UAV_2,busy,assessment2_0,executing
10,712,pioneer3at_1,busy,building2_0,suspended
11,728,pioneer3at_2,idle,-,-
12,728,pioneer3at_2,idle,building1_1,finished
13,728,pioneer3at_2,busy,-,-
14,744,UAV_2,busy,assessment2_0,suspended
15,803,UAV_2,busy,assessment2_0,executing
16,814,pioneer3at_2,idle,-,-
17,814,pioneer3at_2,idle,building1_2,finished
18,815,pioneer3at_2,busy,-,-
19,866,pioneer3at_2,idle,-,-
20,866,pioneer3at_2,idle,building1_3,finished
21,866,UAV_1,busy,-,-
22,866,UAV_1,busy,building1_4,executing
23,899,UAV_2,busy,assessment2_0,suspended
24,943,UAV_1,idle,-,-
25,943,UAV_1,idle,building1_4,finished
26,943,pioneer3at_2,busy,-,-
27,943,pioneer3at_2,busy,building1_5,executing
28,1037,UAV_2,busy,assessment2_0,executing
29,1237,UAV_2,unable,-,-
30,1237,UAV_2,unable,assessment2_0,aborted
31,1237,UAV_1,busy,-,-
32,1237,UAV_1,busy,assessment2_0,executing
33,1336,pioneer3at_2,busy,building1_5,suspended
34,1339,UAV_1,unable,-,-
35,1339,UAV_1,unable,assessment2_0,aborted
