,time,robot,robot_status,task,task_status
0,63,pioneer3at_2,busy,building1_0,executing
1,151,pioneer3at_1,busy,exp_test_0,executing
2,192,pioneer3at_2,idle,building1_0,finished
3,192,pioneer3at_2,busy,building1_1,executing
4,258,pioneer3at_2,idle,building1_1,finished
5,258,pioneer3at_2,busy,building1_2,executing
6,327,pioneer3at_2,idle,building1_2,finished
7,338,pioneer3at_1,unable,-,-
8,338,pioneer3at_1,unable,exp_test_0,aborted
9,338,UAV_2,busy,building1_3,executing
10,338,pioneer3at_2,busy,building1_3,aborted
11,338,pioneer3at_2,busy,exp_test_0,executing
12,377,pioneer3at_2,busy,exp_test_0,suspended
13,395,pioneer3at_2,busy,exp_test_0,executing
14,484,UAV_2,idle,building1_3,finished
15,561,UAV_2,idle,building1_4,finished
16,561,pioneer3at_2,busy,exp_test_0,aborted
17,561,pioneer3at_2,busy,building1_5,executing
18,758,UAV_2,unable,-,-
