,time,robot,robot_status,task,task_status
0,36,UAV_2,busy,assessment1_0,executing
1,222,pioneer3at_2,busy,building2_0,executing
2,321,pioneer3at_2,idle,building2_0,finished
3,321,pioneer3at_2,busy,building2_1,executing
4,341,pioneer3at_2,busy,building2_1,suspended
5,341,pioneer3at_2,busy,building2_1,executing
6,352,pioneer3at_2,busy,building2_1,suspended
7,352,pioneer3at_2,busy,building2_1,executing
8,377,pioneer3at_2,busy,building2_1,suspended
9,378,pioneer3at_2,busy,building2_1,executing
10,395,pioneer3at_2,busy,building2_1,suspended
11,395,pioneer3at_2,busy,building2_1,executing
12,415,pioneer3at_2,idle,building2_1,finished
13,416,pioneer3at_2,busy,building2_2,executing
14,445,pioneer3at_1,busy,building1_0,executing
15,460,pioneer3at_2,unable,-,-
16,503,pioneer3at_1,idle,building1_0,finished
17,504,UAV_1,busy,building1_1,executing
18,529,pioneer3at_2,unable,building2_2,finished
19,540,pioneer3at_1,busy,building2_2,suspended
20,588,pioneer3at_1,busy,building2_2,executing
21,641,UAV_1,idle,building1_1,finished
22,670,UAV_2,idle,assessment1_0,finished
23,671,UAV_2,busy,assessment1_1,executing
24,710,pioneer3at_1,idle,building2_2,finished
25,721,UAV_1,idle,building1_2,finished
26,721,UAV_1,busy,building1_3,executing
27,730,UAV_1,busy,building1_3,aborted
28,730,UAV_1,busy,external2_0,executing
29,791,pioneer3at_1,idle,building2_3,finished
30,806,UAV_1,busy,external2_0,suspended
31,836,pioneer3at_1,idle,building2_4,finished
32,836,pioneer3at_1,busy,building2_5,executing
33,904,pioneer3at_1,busy,building2_5,suspended
34,905,pioneer3at_1,busy,building2_5,executing
35,1097,pioneer3at_2,busy,building1_3,executing
36,1221,pioneer3at_2,idle,building1_3,finished
37,1221,pioneer3at_2,busy,building1_4,executing
38,1243,pioneer3at_2,busy,building1_4,aborted
39,1243,pioneer3at_2,busy,external1_0,executing
40,1255,pioneer3at_2,busy,external1_0,suspended
41,1409,pioneer3at_1,busy,building2_5,suspended
42,1426,UAV_1,unable,-,-
43,1426,UAV_1,unable,external2_0,aborted
44,1426,pioneer3at_1,busy,building2_5,aborted
45,1426,pioneer3at_1,busy,external2_0,suspended
46,1447,pioneer3at_2,busy,external1_0,executing
47,1484,pioneer3at_1,busy,external2_0,executing
48,1505,pioneer3at_2,idle,external1_0,finished
49,1506,pioneer3at_2,busy,building2_5,executing
50,1515,UAV_2,idle,assessment1_1,finished
51,1516,UAV_2,busy,assessment1_2,executing
52,1518,pioneer3at_1,busy,external2_0,suspended
53,1588,pioneer3at_2,unable,-,-
54,1661,pioneer3at_1,unable,-,-
55,1698,UAV_2,unable,-,-
56,1698,UAV_2,unable,assessment1_2,aborted
57,1779,pioneer3at_2,unable,building2_5,aborted
58,1959,pioneer3at_1,busy,external2_0,executing
59,1979,UAV_2,busy,building1_4,executing
60,1979,UAV_1,busy,assessment1_2,executing
61,1980,UAV_1,busy,assessment1_2,suspended
62,2093,UAV_2,idle,building1_4,finished
63,2093,pioneer3at_1,busy,external2_0,aborted
64,2093,UAV_2,busy,external2_0,executing
65,2093,pioneer3at_1,busy,building2_5,executing
66,2133,UAV_1,unable,-,-
67,2133,UAV_1,unable,assessment1_2,aborted
