,time,robot,robot_status,task,task_status
0,88,pioneer3at_1,busy,-,-
1,88,pioneer3at_1,busy,building1_0,executing
2,120,UAV_1,unable,-,-
3,145,pioneer3at_1,idle,-,-
4,145,pioneer3at_1,idle,building1_0,finished
5,145,pioneer3at_1,busy,-,-
6,145,pioneer3at_1,busy,building1_1,executing
7,214,pioneer3at_1,idle,-,-
8,214,pioneer3at_1,idle,building1_1,finished
9,215,pioneer3at_1,busy,-,-
10,215,pioneer3at_1,busy,building1_2,executing
11,276,pioneer3at_1,idle,-,-
12,276,pioneer3at_1,idle,building1_2,finished
13,276,pioneer3at_1,busy,-,-
14,276,pioneer3at_1,busy,building1_3,executing
15,329,pioneer3at_1,idle,-,-
16,329,pioneer3at_1,idle,building1_3,finished
17,329,pioneer3at_1,busy,-,-
18,329,pioneer3at_1,busy,building1_4,executing
19,354,pioneer3at_1,busy,building1_4,suspended
20,406,pioneer3at_1,busy,building1_4,executing
21,447,pioneer3at_1,idle,-,-
22,447,pioneer3at_1,idle,building1_4,finished
23,447,pioneer3at_1,busy,-,-
24,447,pioneer3at_1,busy,building1_5,executing
