,time,robot,robot_status,task,task_status
0,68,pioneer3at_2,busy,building1_0,executing
1,81,pioneer3at_1,busy,building2_0,executing
2,123,pioneer3at_2,idle,building1_0,finished
3,123,pioneer3at_2,busy,building1_1,executing
4,170,pioneer3at_1,idle,building2_0,finished
5,179,pioneer3at_2,idle,building1_1,finished
6,179,pioneer3at_2,busy,building1_2,executing
7,246,pioneer3at_2,idle,building1_2,finished
8,246,pioneer3at_2,busy,building1_3,executing
9,258,pioneer3at_1,idle,building2_1,finished
10,258,pioneer3at_1,busy,building2_2,executing
11,317,pioneer3at_2,idle,building1_3,finished
12,317,pioneer3at_2,busy,building1_4,executing
13,325,pioneer3at_1,idle,building2_2,finished
14,326,pioneer3at_1,busy,building2_3,executing
15,359,pioneer3at_2,busy,building1_4,suspended
16,372,pioneer3at_2,busy,building1_4,executing
17,408,pioneer3at_1,idle,building2_3,finished
18,409,pioneer3at_1,busy,building2_4,executing
19,444,pioneer3at_1,busy,building2_4,suspended
20,458,pioneer3at_1,busy,building2_4,executing
