,time,robot,robot_status,task,task_status
0,103,pioneer3at_2,busy,-,-
1,103,pioneer3at_2,busy,building1_0,executing
2,120,pioneer3at_1,busy,-,-
3,120,pioneer3at_1,busy,building2_0,executing
4,132,UAV_2,busy,-,-
5,132,UAV_2,busy,assessment2_0,executing
6,144,UAV_1,busy,-,-
7,144,UAV_1,busy,external1_0,executing
8,165,pioneer3at_2,idle,-,-
9,165,pioneer3at_2,idle,building1_0,finished
10,166,pioneer3at_2,busy,-,-
11,166,pioneer3at_2,busy,building1_1,executing
12,218,pioneer3at_1,idle,-,-
13,218,pioneer3at_1,idle,building2_0,finished
14,219,pioneer3at_1,busy,-,-
15,219,pioneer3at_1,busy,building2_1,executing
16,235,pioneer3at_2,idle,-,-
17,235,pioneer3at_2,idle,building1_1,finished
18,236,pioneer3at_2,busy,-,-
19,236,pioneer3at_2,busy,building1_2,executing
20,248,UAV_2,unable,-,-
21,248,UAV_2,unable,assessment2_0,aborted
22,300,pioneer3at_1,idle,-,-
23,300,pioneer3at_1,idle,building2_1,finished
24,300,pioneer3at_1,busy,-,-
25,300,pioneer3at_1,busy,building2_2,executing
26,303,pioneer3at_2,idle,-,-
27,303,pioneer3at_2,idle,building1_2,finished
28,303,pioneer3at_2,busy,-,-
29,303,pioneer3at_2,busy,building1_3,executing
30,321,UAV_2,idle,-,-
31,322,UAV_2,busy,-,-
32,322,UAV_2,busy,assessment2_0,executing
33,360,pioneer3at_2,idle,-,-
34,360,pioneer3at_2,idle,building1_3,finished
35,360,pioneer3at_2,busy,-,-
36,360,pioneer3at_2,busy,building1_4,executing
37,360,pioneer3at_1,idle,-,-
38,360,pioneer3at_1,idle,building2_2,finished
39,361,pioneer3at_1,busy,-,-
40,361,pioneer3at_1,busy,building2_3,executing
41,376,pioneer3at_2,busy,building1_4,suspended
42,386,UAV_1,busy,external1_0,suspended
43,415,pioneer3at_2,idle,-,-
44,415,pioneer3at_2,idle,building1_4,finished
45,415,pioneer3at_2,busy,-,-
46,415,pioneer3at_2,busy,building1_5,suspended
47,441,pioneer3at_1,idle,-,-
48,441,pioneer3at_1,idle,building2_3,finished
49,442,pioneer3at_1,busy,-,-
50,442,pioneer3at_1,busy,building2_4,executing
51,446,UAV_1,unable,-,-
52,446,UAV_1,unable,external1_0,aborted
53,447,pioneer3at_2,busy,building1_5,aborted
54,447,pioneer3at_2,busy,external1_0,suspended
55,447,pioneer3at_1,busy,building2_4,aborted
56,447,pioneer3at_1,busy,building1_5,executing
57,606,pioneer3at_2,busy,external1_0,executing
