,time,robot,robot_status,task,task_status
0,408,pioneer3at_1,busy,-,-
1,408,pioneer3at_1,busy,building2_0,executing
2,514,pioneer3at_1,idle,-,-
3,514,pioneer3at_1,idle,building2_0,finished
4,514,pioneer3at_1,busy,-,-
5,514,pioneer3at_1,busy,building2_1,executing
6,616,pioneer3at_1,busy,building2_1,suspended
7,654,pioneer3at_1,busy,building2_1,executing
8,676,pioneer3at_1,busy,building2_1,suspended
9,735,pioneer3at_1,busy,building2_1,executing
10,788,pioneer3at_1,busy,building2_1,suspended
11,871,pioneer3at_1,busy,building2_1,executing
12,885,pioneer3at_1,idle,-,-
13,885,pioneer3at_1,idle,building2_1,finished
14,885,pioneer3at_1,busy,-,-
15,885,pioneer3at_1,busy,building2_2,executing
16,949,pioneer3at_1,idle,-,-
17,949,pioneer3at_1,idle,building2_2,finished
18,949,pioneer3at_1,busy,-,-
19,949,pioneer3at_1,busy,building2_3,executing
20,1025,pioneer3at_1,idle,-,-
21,1025,pioneer3at_1,idle,building2_3,finished
22,1025,pioneer3at_1,busy,-,-
23,1025,pioneer3at_1,busy,building2_4,executing
24,1075,pioneer3at_1,idle,-,-
25,1075,pioneer3at_1,idle,building2_4,finished
26,1075,pioneer3at_1,busy,-,-
27,1075,pioneer3at_1,busy,building2_5,executing
28,1174,UAV_1,busy,-,-
29,1174,UAV_1,busy,assessment1_0,executing
30,1359,UAV_1,busy,assessment1_0,suspended
31,1530,pioneer3at_1,unable,-,-
32,1530,pioneer3at_1,unable,building2_5,aborted
