,time,robot,robot_status,task,task_status
0,56,pioneer3at_2,busy,-,-
1,56,pioneer3at_2,busy,building1_0,executing
2,63,pioneer3at_1,busy,-,-
3,63,pioneer3at_1,busy,building2_0,executing
4,79,UAV_2,busy,-,-
5,79,UAV_2,busy,external1_0,executing
6,108,pioneer3at_2,idle,-,-
7,108,pioneer3at_2,idle,building1_0,finished
8,108,pioneer3at_2,busy,-,-
9,109,pioneer3at_2,busy,building1_1,executing
10,160,pioneer3at_1,idle,-,-
11,160,pioneer3at_1,idle,building2_0,finished
12,160,pioneer3at_1,busy,-,-
13,160,pioneer3at_1,busy,building2_1,executing
14,189,pioneer3at_2,idle,-,-
15,189,pioneer3at_2,idle,building1_1,finished
16,190,pioneer3at_2,busy,-,-
17,190,pioneer3at_2,busy,building1_2,executing
18,263,pioneer3at_2,idle,-,-
19,263,pioneer3at_2,idle,building1_2,finished
20,263,pioneer3at_2,busy,-,-
21,263,pioneer3at_2,busy,building1_3,executing
22,267,pioneer3at_1,idle,-,-
23,267,pioneer3at_1,idle,building2_1,finished
24,268,pioneer3at_1,busy,-,-
25,268,pioneer3at_1,busy,building2_2,executing
26,292,UAV_2,busy,external1_0,suspended
27,317,pioneer3at_2,idle,-,-
28,317,pioneer3at_2,idle,building1_3,finished
29,318,UAV_1,busy,-,-
30,318,UAV_1,busy,building1_4,executing
31,340,pioneer3at_1,idle,-,-
32,340,pioneer3at_1,idle,building2_2,finished
33,340,pioneer3at_2,busy,-,-
34,340,pioneer3at_2,busy,building2_3,executing
35,388,UAV_2,unable,-,-
36,388,UAV_2,unable,external1_0,aborted
37,388,pioneer3at_1,busy,-,-
38,388,pioneer3at_1,busy,external1_0,executing
39,392,UAV_1,idle,-,-
40,392,UAV_1,idle,building1_4,finished
41,392,UAV_1,busy,-,-
42,392,pioneer3at_1,busy,external1_0,aborted
43,392,pioneer3at_1,busy,building1_5,executing
44,392,UAV_1,busy,external1_0,executing
