,time,robot,robot_status,task,task_status
0,02:17:00,pioneer3at_2,busy,building1_0,executing
1,02:17:17,pioneer3at_1,busy,building2_0,executing
2,02:17:37,pioneer3at_2,idle,building1_0,finished
3,02:17:37,pioneer3at_2,busy,building1_1,executing
4,02:18:24,pioneer3at_1,idle,building2_0,finished
5,02:18:24,pioneer3at_1,busy,building2_1,executing
6,02:18:27,pioneer3at_2,idle,building1_1,finished
7,02:19:05,pioneer3at_1,busy,building2_1,suspended
8,02:19:29,pioneer3at_2,idle,building1_2,finished
9,02:19:45,pioneer3at_2,busy,building1_3,suspended
10,02:26:20,pioneer3at_1,busy,building2_1,executing
11,02:26:57,pioneer3at_1,busy,building2_1,suspended
