,time,robot,robot_status,task,task_status
0,222,pioneer3at_1,busy,-,-
1,222,pioneer3at_1,busy,exp_test_0,executing
2,503,pioneer3at_1,idle,-,-
3,503,pioneer3at_1,idle,exp_test_0,finished
4,549,pioneer3at_1,busy,-,-
5,549,pioneer3at_1,busy,building1_0,executing
6,579,pioneer3at_1,idle,-,-
7,579,pioneer3at_1,idle,building1_0,finished
8,579,pioneer3at_1,busy,-,-
9,579,pioneer3at_1,busy,building1_1,executing
10,628,pioneer3at_1,busy,building1_1,aborted
11,628,pioneer3at_1,busy,p1_rb_0,executing
12,628,UAV_1,busy,-,-
13,628,UAV_1,busy,building1_1,executing
14,790,pioneer3at_1,idle,-,-
15,790,pioneer3at_1,idle,p1_rb_0,finished
16,933,UAV_1,busy,building1_1,suspended
