,time,robot,robot_status,task,task_status
0,44,pioneer3at_1,busy,-,-
1,44,pioneer3at_1,busy,building2_0,executing
2,143,pioneer3at_1,idle,-,-
3,143,pioneer3at_1,idle,building2_0,finished
4,143,pioneer3at_1,busy,-,-
5,143,pioneer3at_1,busy,building2_1,executing
6,163,pioneer3at_1,busy,building2_1,aborted
7,163,pioneer3at_1,busy,exp_test_0,executing
8,196,pioneer3at_1,busy,exp_test_0,aborted
9,196,pioneer3at_1,busy,p1_rb_0,executing
10,213,pioneer3at_1,idle,-,-
11,213,pioneer3at_1,idle,p1_rb_0,aborted
12,214,pioneer3at_1,busy,-,-
13,214,pioneer3at_1,busy,exp_test_0,executing
