,time,robot,robot_status,task,task_status
0,70,pioneer3at_2,busy,-,-
1,70,pioneer3at_2,busy,building1_0,executing
2,82,UAV_2,busy,-,-
3,82,UAV_2,busy,assessment1_0,executing
4,101,UAV_1,busy,-,-
5,117,pioneer3at_1,busy,-,-
6,117,pioneer3at_1,busy,building2_0,executing
7,121,pioneer3at_2,idle,-,-
8,121,pioneer3at_2,idle,building1_0,finished
9,121,pioneer3at_2,busy,-,-
10,121,pioneer3at_2,busy,building1_1,executing
11,196,pioneer3at_2,idle,-,-
12,196,pioneer3at_2,idle,building1_1,finished
13,196,pioneer3at_2,busy,-,-
14,196,pioneer3at_2,busy,building1_2,executing
15,208,pioneer3at_1,busy,building2_0,aborted
16,255,pioneer3at_2,idle,-,-
17,255,pioneer3at_2,idle,building1_2,finished
18,255,pioneer3at_2,busy,-,-
19,291,pioneer3at_1,idle,-,-
20,302,pioneer3at_1,busy,-,-
21,302,pioneer3at_1,busy,building2_0,executing
22,313,pioneer3at_2,idle,-,-
23,313,pioneer3at_2,idle,building1_3,finished
24,313,pioneer3at_2,busy,-,-
25,313,pioneer3at_2,busy,building1_4,executing
26,319,pioneer3at_1,idle,-,-
27,319,pioneer3at_1,idle,building2_0,finished
28,319,pioneer3at_1,busy,-,-
29,319,pioneer3at_1,busy,building2_1,executing
30,328,pioneer3at_2,busy,building1_4,suspended
31,346,pioneer3at_2,unable,-,-
32,346,pioneer3at_2,unable,building1_4,aborted
33,346,pioneer3at_1,busy,building2_1,aborted
34,346,pioneer3at_1,busy,building1_4,executing
35,448,pioneer3at_1,busy,building1_4,suspended
36,478,pioneer3at_1,busy,building1_4,executing
37,494,UAV_1,busy,assessment2_0,suspended
38,537,UAV_1,busy,assessment2_0,executing
39,555,UAV_2,unable,-,-
40,555,UAV_2,unable,assessment1_0,aborted
41,555,UAV_1,busy,assessment2_0,aborted
42,555,UAV_1,busy,assessment1_0,executing
43,621,pioneer3at_1,idle,-,-
44,621,pioneer3at_1,idle,building1_4,finished
45,621,pioneer3at_1,busy,-,-
46,621,pioneer3at_1,busy,building1_5,executing
47,674,UAV_2,unable,assessment1_0,aborted
48,696,pioneer3at_1,busy,building1_5,aborted
49,696,pioneer3at_1,busy,external1_0,executing
50,706,pioneer3at_1,unable,-,-
51,706,pioneer3at_1,unable,external1_0,aborted
52,706,UAV_1,busy,assessment1_0,aborted
53,706,UAV_1,busy,external1_0,executing
54,761,UAV_1,busy,external1_0,aborted
55,761,UAV_1,idle,-,-
