,time,robot,robot_status,task,task_status
0,49,UAV_2,busy,assessment1_0,executing
1,243,UAV_1,busy,assessment2_0,executing
2,646,UAV_2,idle,assessment1_0,finished
3,646,UAV_2,busy,assessment1_1,executing
4,1212,pioneer3at_2,busy,building1_0,executing
5,1256,pioneer3at_2,idle,building1_0,finished
6,1256,pioneer3at_2,busy,building1_1,executing
7,1302,pioneer3at_2,busy,building1_1,suspended
8,1339,UAV_2,idle,assessment1_1,finished
9,1339,UAV_2,busy,assessment1_2,executing
10,1355,pioneer3at_2,busy,building1_1,executing
11,1375,pioneer3at_2,idle,building1_1,finished
12,1402,UAV_1,unable,-,-
13,1402,UAV_1,unable,assessment2_0,aborted
14,1430,pioneer3at_2,idle,building1_2,finished
15,1431,pioneer3at_2,busy,building1_3,executing
16,1469,pioneer3at_2,idle,building1_3,finished
17,1469,pioneer3at_1,busy,building1_4,executing
18,1505,UAV_1,unable,assessment2_0,aborted
19,1515,pioneer3at_1,idle,building1_4,finished
20,1515,pioneer3at_1,busy,building1_5,executing
21,1553,pioneer3at_2,busy,building2_0,suspended
22,1563,UAV_1,busy,assessment2_0,executing
23,1625,UAV_2,unable,-,-
24,1625,UAV_2,unable,assessment1_2,aborted
25,1625,UAV_1,busy,assessment2_0,aborted
26,1625,UAV_1,busy,assessment1_2,executing
27,1631,pioneer3at_2,busy,building2_0,executing
28,1641,pioneer3at_2,busy,building2_0,aborted
29,1641,pioneer3at_2,busy,external1_0,executing
30,1675,pioneer3at_2,busy,external1_0,suspended
31,1702,pioneer3at_1,unable,-,-
32,1702,pioneer3at_1,unable,building1_5,aborted
33,1725,UAV_1,busy,assessment1_2,aborted
34,1725,UAV_1,busy,external2_0,executing
35,1748,pioneer3at_2,busy,external1_0,executing
36,1804,pioneer3at_2,idle,external1_0,finished
37,1804,pioneer3at_2,busy,building1_5,executing
38,1873,UAV_1,busy,external2_0,suspended
39,1984,UAV_1,unable,-,-
40,1984,UAV_1,unable,external2_0,aborted
41,1984,pioneer3at_2,busy,building1_5,aborted
42,1984,pioneer3at_2,busy,external2_0,executing
43,2153,pioneer3at_2,busy,external2_0,suspended
44,2213,pioneer3at_1,unable,building1_5,aborted
45,2229,pioneer3at_1,busy,building1_5,executing
46,2272,pioneer3at_2,busy,external2_0,executing
47,2347,UAV_2,busy,assessment1_2,executing
48,2720,pioneer3at_2,unable,-,-
49,2890,pioneer3at_2,idle,external2_0,finished
50,2890,pioneer3at_2,unable,-,-
51,2943,pioneer3at_1,unable,-,-
52,2943,pioneer3at_1,unable,building1_5,aborted
53,3296,UAV_2,idle,assessment1_2,finished
54,3296,UAV_2,busy,assessment1_3,executing
55,3551,UAV_2,unable,-,-
56,3551,UAV_2,unable,assessment1_3,aborted
