,time,robot,robot_status,task,task_status
0,85,pioneer3at_1,busy,-,-
1,85,pioneer3at_1,busy,building2_0,executing
2,186,pioneer3at_1,idle,-,-
3,186,pioneer3at_1,idle,building2_0,finished
4,186,pioneer3at_1,busy,-,-
5,186,pioneer3at_1,busy,building2_1,executing
6,292,pioneer3at_1,idle,-,-
7,292,pioneer3at_1,idle,building2_1,finished
8,292,pioneer3at_1,busy,-,-
9,292,pioneer3at_1,busy,building2_2,executing
10,369,pioneer3at_1,idle,-,-
11,369,pioneer3at_1,idle,building2_2,finished
12,369,pioneer3at_1,busy,-,-
13,369,pioneer3at_1,busy,building2_3,executing
14,444,pioneer3at_1,idle,-,-
15,444,pioneer3at_1,idle,building2_3,finished
16,444,pioneer3at_1,busy,-,-
17,444,pioneer3at_1,busy,building2_4,executing
18,486,pioneer3at_1,idle,-,-
19,486,pioneer3at_1,idle,building2_4,finished
20,487,pioneer3at_1,busy,-,-
21,487,pioneer3at_1,busy,building2_5,executing
