,time,robot,robot_status,task,task_status
0,92,UAV_1,busy,assessment2_0,executing
1,149,UAV_1,busy,assessment2_0,suspended
2,239,UAV_1,busy,assessment2_0,executing
3,281,UAV_1,unable,-,-
4,281,UAV_1,unable,assessment2_0,aborted
5,281,UAV_2,busy,assessment2_0,executing
6,421,UAV_1,busy,assessment1_0,executing
7,522,UAV_1,unable,-,-
8,522,UAV_1,unable,assessment1_0,aborted
9,1342,UAV_2,idle,assessment2_0,finished
10,1342,UAV_2,busy,assessment2_1,executing
11,1721,UAV_2,unable,-,-
12,1721,UAV_2,unable,assessment2_1,aborted
13,1722,UAV_2,unable,-,-
