,event,event_source,allocated_robots,available_robots,teleoperations,pioneer3at_1_cur_maneuver,pioneer3at_1_tasks_counter,pioneer3at_1_pose,pioneer3at_1_battery,UAV_1_cur_maneuver,UAV_1_tasks_counter,UAV_1_pose,UAV_1_battery
0.0,,,0,2,0,None,0,[],100,None,0,[],100
0.115,,pioneer3at_1,0,2,0,None,0,[],100,None,0,"[0.9986677035859747, 0.998295169596392, 0.6536140002116432]",100
0.915,,UAV_1,0,2,0,None,0,[],100,None,0,"[0.9986677035859747, 0.998295169596392, 0.6536140002116432]",100
24.105,,,0,2,0,None,0,"[3.014602952541754, 1.0372738974364946, 0.0]",100.0,None,0,"[0.9980384161737037, 0.9991771414002315, 0.6572627451844154]",100.0
39.34,,,0,2,0,None,0,"[3.0222300439042984, 1.0521012353451833, 0.0]",100.0,None,0,"[0.9976080220985524, 0.998880218330684, 0.6572599673871696]",100.0
56.655,,,0,2,0,None,0,"[3.0319162134349598, 1.068009064390645, 0.0]",100.0,None,0,"[0.9975845282504665, 0.9984562832122273, 0.6572606166772145]",100.0
72.435,,,0,2,0,None,0,"[3.0415923370736717, 1.081794239069345, 0.0]",100.0,None,0,"[0.9975805150211182, 0.9980910876690192, 0.6572614768155636]",100.0
88.19,,,0,2,0,None,0,"[3.0523991193886166, 1.0953786636597684, 0.0]",100.0,None,0,"[0.997434797268568, 0.9978617270509571, 0.6572215277669315]",100.0
102.82,,,0,2,0,None,0,"[3.0632776226162877, 1.1077899888524223, 0.0]",100.0,None,0,"[0.997378972450025, 0.9977204290004849, 0.6572607035716426]",100.0
119.165,,,0,2,0,None,0,"[3.0822888594770075, 1.1290536391445305, 0.0]",100.0,None,0,"[0.9972671853474456, 0.9976006332254936, 0.6572280627778465]",100.0
134.21,,,1,2,0,None,0,"[3.104741873893335, 1.1504329204190957, 0.0]",100.0,None,0,"[0.9974183629987461, 0.9977316860454296, 0.6571773964068186]",100.0
136.675,on_gs,pioneer3at_1,1,2,0,None,0,"[3.108724690163717, 1.153919455073942, 0.0]",100.0,None,0,"[0.9973269087236234, 0.9978464881880965, 0.6572599827940817]",100.0
138.09,on_vs,pioneer3at_1,1,2,0,None,0,"[3.1109282394161633, 1.1559856319687005, 0.0]",100.0,None,0,"[0.9973202351103797, 0.9977735122164613, 0.657197437367519]",100.0
142.08,st_app,pioneer3at_1,1,2,0,approach,0,"[4.074344621443992, 1.0496839641557143, 0.0]",99.74669647216797,None,0,"[0.9971187629536664, 0.9977746014437807, 0.6572588963748918]",100.0
