,event,event_source,allocated_robots,available_robots,teleoperations,pioneer3at_1_cur_maneuver,pioneer3at_1_tasks_counter,pioneer3at_1_pose,pioneer3at_1_battery,UAV_1_cur_maneuver,UAV_1_tasks_counter,UAV_1_pose,UAV_1_battery
0.0,,,0,2,0,None,0,[],100,None,0,[],100
0.005,,,0,2,0,None,0,[],100,None,0,[],100
4.84,,,0,2,0,None,0,"[3.001478452045451, 1.009063130441187, 0.0]",100,None,0,"[0.9987967068631894, 0.9993432647007737, 0.6572161732825091]",100
20.07,,,0,2,0,None,0,"[3.0129675428553764, 1.033737243784932, 0.0]",100.0,None,0,"[0.9982002388045784, 0.9992860669009829, 0.6572646628183372]",100.0
43.22,,pioneer3at_1,0,2,0,None,0,"[3.0245778013008175, 1.0562057066857642, 0.0]",100.0,None,0,"[0.9974753851758306, 0.9988191943510711, 0.6572209041000224]",100.0
68.72,,UAV_1,0,2,0,None,0,"[3.0395636618823567, 1.07902421626515, 0.0]",100.0,None,0,"[0.9975617978775475, 0.9981727161580264, 0.6572614841192665]",100.0
93.435,,,0,2,0,None,0,"[3.056589311429277, 1.1003028987374015, 0.0]",100.0,None,0,"[0.9972407846841198, 0.9978191761125366, 0.6572582464873529]",100.0
106.695,,,0,2,0,None,0,"[3.066598177805725, 1.111550532047143, 0.0]",100.0,None,0,"[0.9973955700031046, 0.9975212206465269, 0.6572265042854681]",100.0
118.795,,,0,2,0,None,0,"[3.082649490860334, 1.1294513418967884, 0.0]",100.0,None,0,"[0.9973189590150083, 0.9975457212875437, 0.6572794761467845]",100.0
129.545,,,1,2,0,None,0,"[3.098172011971738, 1.1445434268105388, 0.0]",100.0,None,0,"[0.9973206181006936, 0.9977007040790398, 0.6572600269548878]",100.0
130.855,on_gs,pioneer3at_1,1,2,0,None,0,"[3.100404209567419, 1.146484933770915, 0.0]",99.99700164794922,None,0,"[0.9973712073211829, 0.9976693805388557, 0.6571845069664805]",100.0
132.415,on_vs,pioneer3at_1,1,2,0,None,0,"[3.102841819219508, 1.1487031809295667, 0.0]",99.99700164794922,None,0,"[0.9971829942921339, 0.9976862986469628, 0.6571981854864957]",100.0
136.96,st_exp,pioneer3at_1,1,2,0,exploration,0,"[4.573837240231527, 1.100649305794031, 0.0]",99.99700164794922,None,0,"[0.9973132946204463, 0.9977270620332055, 0.6572044731415945]",100.0
147.285,,,1,2,0,exploration,0,"[8.311841996953149, 2.639854659292854, 0.0]",99.36930084228516,None,0,"[0.9970715915889751, 0.997868652859751, 0.6572191011064227]",100.0
153.465,,,0,2,0,exploration,0,"[10.017280286365539, 4.36174805282123, 0.0]",98.57929992675781,None,0,"[0.9971862659096998, 0.9979686075575476, 0.6572047979156929]",100.0
153.495,er_vs,pioneer3at_1,0,2,0,exploration,0,"[10.017280286365539, 4.36174805282123, 0.0]",98.57929992675781,None,0,"[0.9971862659096998, 0.9979686075575476, 0.6572047979156929]",100.0
153.62,,,1,2,0,exploration,0,"[10.03296312533728, 4.388398226517856, 0.0]",98.57929992675781,None,0,"[0.9971869074547369, 0.9980053515611685, 0.6572864287547583]",100.0
164.99,,,1,2,0,exploration,0,"[10.258329287533059, 4.795264316269972, 0.0]",98.00379943847656,None,0,"[0.9971056495289043, 0.9980795080707675, 0.6572577649454826]",100.0
174.915,,,1,2,0,exploration,0,"[11.81960641749651, 5.585977189546996, 0.0]",97.50630187988281,None,0,"[0.9970688616965038, 0.998219474059785, 0.6572577663034345]",100.0
188.905,,,1,2,0,exploration,0,"[12.696803896164297, 5.35616843414544, 0.0]",96.75530242919922,None,0,"[0.9965501738552343, 0.9978777939679783, 0.6572108183647852]",100.0
202.35,,,1,2,0,exploration,0,"[13.886870133317263, 7.2207293496357305, 0.0]",96.07879638671875,None,0,"[0.9962817143690388, 0.9975516750060638, 0.6571984408472513]",100.0
214.545,,,1,2,0,exploration,0,"[13.447040391321648, 7.829086255759239, 0.0]",95.45130157470703,None,0,"[0.9958891528833965, 0.9975572173317551, 0.6571783691719759]",100.0
227.6,,,1,2,0,exploration,0,"[13.296646996530361, 7.932550853980543, 0.0]",95.3113021850586,None,0,"[0.9957133891277973, 0.997856226026677, 0.6572101248307861]",100.0
240.865,,,1,2,0,exploration,0,"[10.855711076593586, 8.340293403935984, 0.0]",93.81580352783203,None,0,"[0.9957124507063277, 0.9981734092411886, 0.6572485472480296]",100.0
252.855,,,1,2,0,exploration,0,"[10.897764370588673, 8.332907871559877, 0.0]",93.61730194091797,None,0,"[0.9953264837922164, 0.9987140855186781, 0.6571805747980434]",100.0
265.305,,,1,2,0,exploration,0,"[9.85991610826617, 7.102655533502612, 0.0]",93.34729766845703,None,0,"[0.9947114317389399, 0.9989264809816225, 0.657239256369857]",100.0
