,event,allocated_robots,available_robots,teleoperations,pioneer3at_1_cur_maneuver,pioneer3at_1_tasks_counter,pioneer3at_1_pose,pioneer3at_1_battery,pioneer3at_2_cur_maneuver,pioneer3at_2_tasks_counter,pioneer3at_2_pose,pioneer3at_2_battery,UAV_1_cur_maneuver,UAV_1_tasks_counter,UAV_1_pose,UAV_1_battery,UAV_2_cur_maneuver,UAV_2_tasks_counter,UAV_2_pose,UAV_2_battery
0.0,,0,4,0,None,0,[],100,None,0,[],100,None,0,[],100,None,0,[],100
0.12,,0,4,0,None,0,[],100,None,0,[],100,None,0,"[0.9986996634119921, 0.9982727273202988, 0.6536095194552014]",100,None,0,[],100
8.28,,0,4,0,None,0,"[3.0032610771184487, 1.0135553476778525, 0.0]",100,None,0,"[2.998734118206926, 2.9839064256778283, 0.0]",100,None,0,"[0.9954778186877206, 0.9974965338987256, 0.6572500250956324]",100,None,0,"[0.9743268199851621, 2.9778429637507404, 0.6820844554949911]",100
22.605,,0,4,0,None,0,"[3.01352591668394, 1.0352056214236338, 0.0]",100.0,None,0,"[2.994802182501165, 2.9671769535577424, 0.0]",100.0,None,0,"[0.994864733994573, 0.9968065286666402, 0.6572149608205125]",100.0,None,0,"[0.9749808774733977, 2.9782457124021877, 0.6820734432551162]",100.0
35.035,,0,4,0,None,0,"[3.019574293487329, 1.0473924951039222, 0.0]",100.0,None,0,"[2.991885818065033, 2.9527723456054673, 0.0]",100.0,None,0,"[0.9933852992938585, 0.9965239050111712, 0.6572369512501216]",100.0,None,0,"[0.9754823679876371, 2.9783372188947443, 0.6820815961049232]",100.0
38.855,,1,4,0,None,0,"[3.021584017847477, 1.0510694822908269, 0.0]",100.0,None,0,"[2.991126414167515, 2.948276895380023, 0.0]",100.0,None,0,"[0.9931449921070268, 0.9958621217831344, 0.6572359714166991]",100.0,None,0,"[0.9757948172705948, 2.978612139949653, 0.6821029349120102]",100.0
41.05,uav_st_assess,1,4,0,None,0,"[3.022739267827139, 1.0531366618741953, 0.0]",100.0,None,0,"[2.990788479915561, 2.9455691288150745, 0.0]",100.0,None,0,"[0.9929526612227565, 0.9957873510364491, 0.6571840898858622]",100.0,assessment,0,"[1.0157656556257677, 2.9938074888650323, 1.5080425199017282]",99.89600372314453
56.1,,1,4,0,None,0,"[3.031093338790183, 1.0668702144512037, 0.0]",100.0,None,0,"[2.9888358815543774, 2.925596149520874, 0.0]",100.0,None,0,"[0.9925432825360175, 0.9955373761803457, 0.6572268650734078]",100.0,assessment,0,"[0.9758267824146631, 2.98176642923776, 1.5145192919507822]",99.8479995727539
69.97,,1,4,0,None,0,"[3.0395728145491288, 1.079100422036541, 0.0]",100.0,None,0,"[2.9817923761059277, 2.910882197160558, 0.0]",100.0,None,0,"[0.9915085815528114, 0.9957076568632439, 0.6572205232917068]",100.0,assessment,0,"[4.804311166401293, 3.1349145234883657, 2.1167393420825587]",99.44000244140625
81.5,,1,4,0,None,0,"[3.047172456576465, 1.0890355332919786, 0.0]",100.0,None,0,"[2.9742787549821568, 2.8999292680813262, 0.0]",100.0,None,0,"[0.9898702049268876, 0.9949841970785693, 0.657138744326914]",100.0,assessment,0,"[8.149828641183861, 3.2714623270223053, 2.6550108046050367]",97.85600280761719
