,event,event_source,allocated_robots,available_robots,teleoperations,pioneer3at_1_cur_maneuver,pioneer3at_1_tasks_counter,pioneer3at_1_pose,pioneer3at_1_battery,UAV_1_cur_maneuver,UAV_1_tasks_counter,UAV_1_pose,UAV_1_battery
0.0,,,0,2,0,None,0,[],100,None,0,[],100
0.545,,pioneer3at_1,0,2,0,None,0,[],100,None,0,[],100
0.815,,UAV_1,0,2,0,None,0,"[3.000997237152425, 1.0022205028714537, 0.0]",100,None,0,[],100
13.105,,,0,2,0,None,0,"[3.009326601347067, 1.026139273963611, 0.0]",100.0,None,0,"[0.998436670737755, 0.9993941978392381, 0.6572032198310234]",100.0
30.585,,,0,2,0,None,0,"[3.018418655407401, 1.0450274240237467, 0.0]",100.0,None,0,"[0.9979936732643127, 0.9990172765522153, 0.6571901478534525]",100.0
47.59,,,0,2,0,None,0,"[3.02744237158486, 1.0609786750913195, 0.0]",100.0,None,0,"[0.9974829596548632, 0.9987141929202413, 0.6571937850947209]",100.0
65.26,,,0,2,0,None,0,"[3.0379578815089787, 1.076829527483503, 0.0]",100.0,None,0,"[0.9975499447208932, 0.9983132189034677, 0.6572611603148936]",100.0
81.805,,,0,2,0,None,0,"[3.0487359212288316, 1.0909356818241203, 0.0]",100.0,None,0,"[0.9975881769153975, 0.9978749670480196, 0.6571933741736966]",100.0
97.56,,,0,2,0,None,0,"[3.0603085263951697, 1.1044747453682768, 0.0]",100.0,None,0,"[0.997275669931107, 0.9977967565590428, 0.6571846495084375]",100.0
99.165,,,1,2,0,None,0,"[3.0614945558351105, 1.1058191306052478, 0.0]",100.0,None,0,"[0.997278347694319, 0.9977633922212321, 0.6572878582631292]",100.0
100.305,on_vs,pioneer3at_1,1,2,0,None,0,"[3.0624073277712953, 1.1068392766240218, 0.0]",100.0,None,0,"[0.9973675192159686, 0.997777596905214, 0.657260316030826]",100.0
104.24,st_app,pioneer3at_1,1,2,0,approach,0,"[3.8642095572662076, 1.088944412450296, 0.0]",99.97530364990234,None,0,"[0.9974978332711227, 0.9976548047742019, 0.6571745281147542]",100.0
118.545,,,1,2,0,approach,0,"[8.54287447953957, 4.32023571218027, 0.0]",99.23529815673828,None,0,"[0.9973214439954745, 0.9975480327464226, 0.6572542266773054]",100.0
130.83,,,1,2,0,approach,0,"[10.954817079559835, 8.624820474610571, 0.0]",98.49530029296875,None,0,"[0.997348233801099, 0.9976936989452868, 0.6572570085560903]",100.0
142.055,,,1,2,0,approach,0,"[13.478410154985252, 12.351808691217919, 0.0]",97.01529693603516,None,0,"[0.9972243862549499, 0.9977858734340072, 0.6572206443949399]",100.0
153.49,,,1,2,0,approach,0,"[15.712806869876662, 15.586170494054786, 0.0]",96.27529907226562,None,0,"[0.9971450732625241, 0.9980881691768168, 0.6572573396085857]",100.0
155.43,,,1,2,0,approach,0,"[15.759869555278266, 15.673127196799975, 0.0]",96.27529907226562,None,0,"[0.9972929465666364, 0.9980372389160019, 0.6572080474429871]",100.0
155.65,end_app,pioneer3at_1,1,2,0,None,1,"[15.760163687781544, 15.673568491429412, 0.0]",96.27529907226562,None,0,"[0.9972416575017975, 0.9980450827854328, 0.6572593835401396]",100.0
170.075,,,1,2,0,None,1,"[15.779198121776343, 15.686171112507774, 0.0]",95.98380279541016,None,0,"[0.9969880212681852, 0.998119433894661, 0.6572572268175123]",100.0
183.14,,,1,2,0,None,1,"[15.796213059245504, 15.696791230877006, 0.0]",95.80380249023438,None,0,"[0.9967189511482086, 0.9982287391851489, 0.6571937700048758]",100.0
196.3,,,1,2,0,None,1,"[15.8123821090942, 15.706815828858371, 0.0]",95.71379852294922,None,0,"[0.9965682443373364, 0.9976159022161518, 0.6572559756272115]",100.0
210.265,,,1,2,0,None,1,"[15.828667865492209, 15.716495979898111, 0.0]",95.6238021850586,None,0,"[0.9961585119553447, 0.9974349922709475, 0.6572550253920357]",100.0
223.665,,,1,2,0,None,1,"[15.843426730901424, 15.724335986355841, 0.0]",95.44380187988281,None,0,"[0.9957795666374119, 0.9978906536490364, 0.657218012551822]",100.0
237.52,,,1,2,0,None,1,"[15.858336924698976, 15.73068251092769, 0.0]",95.35379791259766,None,0,"[0.9957360489346252, 0.9979646199580311, 0.6572173013846844]",100.0
251.385,,,1,2,0,None,1,"[15.869608447958447, 15.73405969084037, 0.0]",95.17379760742188,None,0,"[0.9954587607506585, 0.9986936627423828, 0.6571814910185493]",100.0
264.415,,,1,2,0,None,1,"[15.88089638313442, 15.735382802738972, 0.0]",95.08380126953125,None,0,"[0.9946410197964138, 0.9989149064113737, 0.6571958888656058]",100.0
266.11,,,1,2,0,None,1,"[15.882550806689366, 15.735393535362965, 0.0]",95.08380126953125,None,0,"[0.9947294981172053, 0.9989892552012746, 0.6572597225202058]",100.0
