,event,event_source,allocated_robots,available_robots,teleoperations,pioneer3at_1_cur_maneuver,pioneer3at_1_tasks_counter,pioneer3at_1_pose,pioneer3at_1_battery,pioneer3at_2_cur_maneuver,pioneer3at_2_tasks_counter,pioneer3at_2_pose,pioneer3at_2_battery,UAV_1_cur_maneuver,UAV_1_tasks_counter,UAV_1_pose,UAV_1_battery,UAV_2_cur_maneuver,UAV_2_tasks_counter,UAV_2_pose,UAV_2_battery
0.0,,,0,4,0,None,0,[],100,None,0,[],100,None,0,[],100,None,0,[],100
0.28,,pioneer3at_1,0,4,0,None,0,[],100,None,0,[],100,None,0,[],100,None,0,[],100
7.365,,UAV_2,0,4,0,None,0,"[3.0042725437665294, 1.01594330359976, 0.0]",100,None,0,"[2.999108348456779, 2.9854280905781057, 0.0]",100,None,0,"[0.997756384747808, 0.9991751594853436, 0.6572608486276375]",100,None,0,"[0.9779138497799508, 2.980285991340969, 0.6822495494978965]",100
18.63,,,0,4,0,None,0,"[3.01265115227692, 1.0332756737438002, 0.0]",100.0,None,0,"[2.9957468669298075, 2.972350729785849, 0.0]",100.0,None,0,"[0.9971726919139035, 0.9987316759844896, 0.6572579888008913]",100.0,None,0,"[0.9788979273820184, 2.979796726954837, 0.6822005906289744]",100.0
29.69,,,0,4,0,None,0,"[3.017972704223882, 1.0442808971979938, 0.0]",100.0,None,0,"[2.9930248897574723, 2.959582072522607, 0.0]",100.0,None,0,"[0.997227784043251, 0.9984587820352625, 0.6572264224088178]",100.0,None,0,"[0.980034340032307, 2.979518866843669, 0.682221750817443]",100.0
41.355,,,0,4,0,None,0,"[3.0239667372140193, 1.0553092220562297, 0.0]",100.0,None,0,"[2.990882518668227, 2.9457061165631555, 0.0]",100.0,None,0,"[0.9970898025826826, 0.9981888920105166, 0.657267827300866]",100.0,None,0,"[0.9813330556223977, 2.9798560069817657, 0.682348034223802]",100.0
53.655,,,0,4,0,None,0,"[3.030860165084405, 1.0665121352410454, 0.0]",100.0,None,0,"[2.989538759028271, 2.929461179908604, 0.0]",100.0,None,0,"[0.9970607232617196, 0.9978721632534941, 0.6571997218582964]",100.0,None,0,"[0.9831804163224561, 2.9793289444791453, 0.682381013843813]",100.0
63.89,,,0,4,0,None,0,"[3.037055593075812, 1.075605575535921, 0.0]",100.0,None,0,"[2.9847346295607555, 2.917332361138602, 0.0]",100.0,None,0,"[0.9971675290061374, 0.997527248808169, 0.6572783766134618]",100.0,None,0,"[0.9843701561123679, 2.9791643753614014, 0.6824057592815259]",100.0
70.375,,,0,4,0,None,0,"[3.041178700612961, 1.0812736569218115, 0.0]",100.0,None,0,"[2.9817923761059277, 2.910882197160558, 0.0]",100.0,None,0,"[0.9971466966760795, 0.9974854085857451, 0.6572600943048702]",100.0,None,0,"[0.9849929025000662, 2.9791045773245792, 0.6824192534426585]",100.0
70.8,on_vs,pioneer3at_2,1,4,0,None,0,"[3.0414380035843216, 1.081620617172575, 0.0]",100.0,None,0,"[2.981610479930726, 2.910467953890811, 0.0]",99.99639892578125,None,0,"[0.9971461256767941, 0.9973895471902248, 0.6572045376687369]",100.0,None,0,"[0.9850779590382884, 2.9790892975623775, 0.682420904277771]",100.0
