,event,allocated_robots,available_robots,teleoperations,pioneer3at_1_cur_maneuver,pioneer3at_1_tasks_counter,pioneer3at_1_pose,pioneer3at_1_battery,pioneer3at_2_cur_maneuver,pioneer3at_2_tasks_counter,pioneer3at_2_pose,pioneer3at_2_battery,UAV_1_cur_maneuver,UAV_1_tasks_counter,UAV_1_pose,UAV_1_battery,UAV_2_cur_maneuver,UAV_2_tasks_counter,UAV_2_pose,UAV_2_battery
0.0,,0,4,0,None,0,[],100,None,0,[],100,None,0,[],100,None,0,[],100
0.125,,0,4,0,None,0,[],100,None,0,[],100,None,0,"[1.0000000002601663, 1.0, 0.6889771782967199]",100,None,0,[],100
5.535,,0,4,0,None,0,"[3.001881972327773, 1.0103960797611564, 0.0]",100,None,0,"[2.9998123633936467, 2.98789280538069, 0.0]",100,None,0,"[0.9955984292490654, 0.9995352303764525, 0.6572280935740499]",100,None,0,"[0.9755125052280287, 2.9768039122462313, 0.6821286905275203]",100
16.75,,0,4,0,None,0,"[3.011438677766415, 1.0304020252967436, 0.0]",100.0,None,0,"[2.9963829265859876, 2.9747325450989366, 0.0]",100.0,None,0,"[0.9955905700005071, 0.9990801251009486, 0.6571872254511623]",100.0,None,0,"[0.9756944846836443, 2.97715674526016, 0.6821428617959302]",100.0
28.44,,0,4,0,None,0,"[3.016887869655015, 1.0421385755636652, 0.0]",100.0,None,0,"[2.99329456937375, 2.9613997287088893, 0.0]",100.0,None,0,"[0.9954098395113994, 0.9983572309469694, 0.6572182054944751]",100.0,None,0,"[0.9763368277293031, 2.9773104531335557, 0.6821624662777563]",100.0
39.15,,0,4,0,None,0,"[3.0223698162976733, 1.0524806808544818, 0.0]",100.0,None,0,"[2.9912357290818044, 2.9486476615695816, 0.0]",100.0,None,0,"[0.995529442114744, 0.9977119121218565, 0.6572472074520284]",100.0,None,0,"[0.9769329578159397, 2.9774514307457105, 0.6821805989221523]",100.0
50.225,,0,4,0,None,0,"[3.0283903881769607, 1.0626396073088127, 0.0]",100.0,None,0,"[2.9898982109585117, 2.934601700176038, 0.0]",100.0,None,0,"[0.9954533351086173, 0.9969875691789423, 0.6571842409951896]",100.0,None,0,"[0.977661521928848, 2.9775223550598646, 0.6822000289870115]",100.0
60.805,,0,4,0,None,0,"[3.0346020341334325, 1.0721141690293117, 0.0]",100.0,None,0,"[2.986654564218073, 2.920908847172148, 0.0]",100.0,None,0,"[0.9950950191611228, 0.9971042982999102, 0.6572566279603599]",100.0,None,0,"[0.9784051192203915, 2.977589425664136, 0.6822197097236158]",100.0
61.295,uav_on_vs,1,4,0,None,0,"[3.0349043825169857, 1.0725272440047395, 0.0]",100.0,None,0,"[2.9863607781016785, 2.9203641147526964, 0.0]",100.0,None,0,"[0.9950831333562734, 0.997126907269142, 0.657245273353657]",100.0,None,0,"[0.9783623180598088, 2.977671606911039, 0.6822209776580782]",100.0
64.385,uav_st_app,1,4,0,None,0,"[3.0368073300064, 1.0752547778804664, 0.0]",100.0,None,0,"[2.9845401909187372, 2.9170244537626147, 0.0]",100.0,approach,0,"[1.0051789948481022, 0.9983510849274918, 1.4998758714862173]",100.0,None,0,"[0.9784989851885029, 2.9777389609083476, 0.6822260568517898]",100.0
71.505,uav_er_app,1,4,0,None,0,"[3.041310705429236, 1.0814752780596393, 0.0]",100.0,None,0,"[2.9813844289677838, 2.909948711573456, 0.0]",100.0,None,0,"[0.9954860248597257, 0.9972065650152147, 1.490190159539468]",99.72810363769531,None,0,"[0.9790119127176056, 2.9777566210450948, 0.682238891419498]",100.0
71.86,uav_req_assist,1,4,0,None,0,"[3.0415679018514514, 1.081794021098082, 0.0]",100.0,None,0,"[2.9811703441188797, 2.9095489595412527, 0.0]",100.0,None,0,"[0.995430671391517, 0.997196509374936, 1.4899830278063848]",99.72810363769531,None,0,"[0.9790586118009532, 2.97776440311953, 0.6822402341885467]",100.0
73.375,uav_st_tele,1,4,1,None,0,"[3.042547361108039, 1.0830929527241513, 0.0]",100.0,None,0,"[2.9804965797450946, 2.907980570913607, 0.0]",100.0,teleoperation,0,"[0.995258763761726, 0.9971608236107293, 1.4891954191274996]",99.72810363769531,None,0,"[0.9791862768368652, 2.9777169037265625, 0.6822418273421447]",100.0
86.14,uav_end_tele,1,4,1,None,0,"[3.0512150691591593, 1.0939977412580921, 0.0]",100.0,None,0,"[2.96731737978803, 2.890954050443248, 0.0]",100.0,None,0,"[2.0326166073204686, 1.8188791597184468, 2.9339697885719884]",98.99810028076172,None,0,"[0.9800425591269047, 2.977860304044123, 0.6822664485847131]",100.0
86.83,,1,4,1,None,0,"[3.051716259993336, 1.0946228917007998, 0.0]",100.0,None,0,"[2.965171970993306, 2.8877138656408228, 0.0]",100.0,None,0,"[2.0246271881481364, 1.8213285586752523, 2.9339838890777465]",98.99810028076172,None,0,"[0.9800901531210037, 2.977834043765922, 0.6822667522720971]",100.0
89.895,uav_st_app,1,4,1,None,0,"[3.053941534731606, 1.0972367423759974, 0.0]",100.0,None,0,"[2.956736633393212, 2.875200870047021, 0.0]",100.0,approach,0,"[2.02427571942125, 1.83388784562332, 2.934021161665575]",98.99810028076172,None,0,"[0.980319610892874, 2.977863457607904, 0.6822731579501833]",100.0
103.155,,1,4,1,None,0,"[3.0637737967408842, 1.1083966176162847, 0.0]",100.0,None,0,"[2.914757113413009, 2.8118302292511967, 0.0]",100.0,approach,0,"[5.980490981206325, 3.544366453255828, 3.3488509678238474]",97.24810028076172,None,0,"[0.9811246164206638, 2.978072609629112, 0.68229829219512]",100.0
115.19,,1,4,1,None,0,"[3.0776028063285605, 1.1241985645834882, 0.0]",100.0,None,0,"[2.9081453221512295, 2.783732492486765, 0.0]",100.0,approach,0,"[8.949217668918957, 4.829173320532553, 3.6692385338044113]",96.1781005859375,None,0,"[0.9815223284025814, 2.9789534609633415, 0.6823307596098245]",100.0
126.35,,1,4,1,None,0,"[3.092958689080388, 1.1409046968735808, 0.0]",100.0,None,0,"[2.9141791989288754, 2.771974567764529, 0.0]",100.0,approach,0,"[11.774414162536, 6.05190241604759, 3.9860492369846505]",95.12809753417969,None,0,"[0.9821943998006858, 2.97969264005422, 0.6822864249474486]",100.0
137.775,,1,4,1,None,0,"[3.109466595381005, 1.159111440575139, 0.0]",100.0,None,0,"[2.921539365670567, 2.7574113407926624, 0.0]",100.0,approach,0,"[14.64432276292018, 7.294005648381008, 4.299925730400891]",94.05809783935547,None,0,"[0.9830647983822024, 2.9798427883408114, 0.6823113922821809]",100.0
149.52,,1,4,1,None,0,"[3.12181140105974, 1.173038584508137, 0.0]",100.0,None,0,"[2.928861327234061, 2.7358660472283023, 0.0]",100.0,approach,0,"[18.02514555299893, 8.7572881274781, 4.668184263851612]",92.97810363769531,None,0,"[0.9839684962311128, 2.979940237500655, 0.6823357605560487]",100.0
161.055,,1,4,1,None,0,"[3.127595088000949, 1.1804237297517752, 0.0]",100.0,None,0,"[2.9378757991200333, 2.714476285738264, 0.0]",100.0,approach,0,"[21.711621970876944, 10.352853652529417, 5.025637565721963]",90.87809753417969,None,0,"[0.9846201597970247, 2.9799609163662093, 0.6823452648170595]",100.0
173.37,,1,4,1,None,0,"[3.1317739750360905, 1.1845567909386063, 0.0]",100.0,None,0,"[2.959775110641836, 2.691544683465472, 0.0]",100.0,approach,0,"[24.467323435642438, 11.545516763864372, 5.346015165322879]",89.80809783935547,None,0,"[0.9856317708283193, 2.9802601314272623, 0.6823841886723445]",100.0
184.895,,1,4,1,None,0,"[3.1377480237734496, 1.1889001363691083, 0.0]",100.0,None,0,"[2.975185307820728, 2.6772173835718895, 0.0]",100.0,approach,0,"[27.341112604921193, 12.789296959000243, 5.659889682061429]",88.74810028076172,None,0,"[0.9863854467261745, 2.98045123377951, 0.6824072659386794]",100.0
198.84,,1,4,1,None,0,"[3.134694549407049, 1.1830221797658713, 0.0]",100.0,None,0,"[2.9923341488428186, 2.660417944469313, 0.0]",100.0,approach,0,"[31.290417742721054, 14.498633544659208, 6.077967070983204]",87.6781005859375,None,0,"[0.9871361437257787, 2.9805339694671664, 0.6824220848597212]",100.0
210.87,,1,4,1,None,0,"[3.130506838603446, 1.1781469242546605, 0.0]",100.0,None,0,"[3.0039418210592195, 2.6514695329398963, 0.0]",100.0,approach,0,"[34.479926624975306, 15.879122971759697, 6.434478967809342]",85.5280990600586,None,0,"[0.9879207758291217, 2.9810416970045766, 0.6824601865700144]",100.0
215.575,uav_er_app,1,4,1,None,0,"[3.1269044266548227, 1.1772773851721647, 0.0]",100.0,None,0,"[3.007311264064029, 2.6490441459473346, 0.0]",100.0,None,0,"[34.398490048568526, 15.844148166674836, 6.450942471031667]",85.5280990600586,None,0,"[0.9881628907413273, 2.9808770553913844, 0.6824549978344137]",100.0
216.035,uav_req_assist,1,4,1,None,0,"[3.1264927442203896, 1.1772334709011159, 0.0]",100.0,None,0,"[3.007698158743259, 2.648700588585128, 0.0]",100.0,None,0,"[34.39436143054829, 15.842359663794475, 6.450273182070853]",85.5280990600586,None,0,"[0.9882017712443717, 2.9808767614983123, 0.6824558372954015]",100.0
217.345,uav_st_tele,1,4,2,None,0,"[3.1255721560563634, 1.1770089590577324, 0.0]",100.0,None,0,"[3.008657312393741, 2.6479679879898437, 0.0]",100.0,teleoperation,0,"[34.44120588003015, 15.86258486108954, 6.4490339404781585]",85.5280990600586,None,0,"[0.9883132873592338, 2.981182126333915, 0.682473424872524]",100.0
228.16,,1,4,2,None,0,"[3.1236243553123777, 1.1758883746151554, 0.0]",100.0,None,0,"[3.0170256618107736, 2.641629959201665, 0.0]",100.0,teleoperation,0,"[35.139791183288025, 15.621695662792215, 7.146930245128494]",85.14810180664062,None,0,"[0.9891214184995579, 2.981253241728826, 0.6824947253199408]",100.0
240.005,,1,4,2,None,0,"[3.1230520378300546, 1.1606125370268563, 0.0]",100.0,None,0,"[3.0282060433894147, 2.6331533203021884, 0.0]",100.0,teleoperation,0,"[34.39479221464604, 15.591977962995577, 7.094421160097556]",84.46810150146484,None,0,"[0.9898317303932469, 2.9815222709746587, 0.6825188012857437]",100.0
245.02,uav_end_tele,1,4,2,None,0,"[3.121002350935735, 1.1527412586309553, 0.0]",100.0,None,0,"[3.0336020187726165, 2.6273327484355495, 0.0]",100.0,None,0,"[34.47569526890039, 15.571716526420031, 7.095202827453674]",83.60810089111328,None,0,"[0.9898555318210814, 2.98161266525493, 0.6825154480493008]",100.0
246.205,,1,4,2,None,0,"[3.1207135575199993, 1.1515785508615175, 0.0]",100.0,None,0,"[3.034233475849998, 2.626420993552115, 0.0]",100.0,None,0,"[34.46807726637093, 15.581571552264327, 7.095099352840017]",83.60810089111328,None,0,"[0.9901182843336431, 2.9817134217017265, 0.6825309935530368]",100.0
249.51,uav_st_app,1,4,2,None,0,"[3.119344420883726, 1.1457630634354483, 0.0]",100.0,None,0,"[3.0380225305326, 2.621370652670457, 0.0]",100.0,approach,0,"[34.457630313305096, 15.585420857220038, 7.094720798111092]",83.60810089111328,None,0,"[0.9903510234721955, 2.981791107563776, 0.6825386693481305]",100.0
261.54,,1,4,2,None,0,"[3.116274702205977, 1.1283318605564132, 0.0]",100.0,None,0,"[3.05074882385407, 2.607522949703271, 0.0]",100.0,approach,0,"[33.04119379674988, 14.441722020369145, 10.553673435229388]",81.9480972290039,None,0,"[0.9911360918100746, 2.9820118565288727, 0.6825634886393245]",100.0
272.285,,1,4,2,None,0,"[3.11494345511722, 1.1140151332818327, 0.0]",100.0,None,0,"[3.0579173422851, 2.5946963160504333, 0.0]",100.0,approach,0,"[34.61281940673125, 15.154451666904484, 10.902611894326865]",80.87809753417969,None,0,"[0.9918800922647835, 2.9821659263028493, 0.6825854017961172]",100.0
282.925,,1,4,2,None,0,"[3.113252661108912, 1.1020060123473312, 0.0]",100.0,None,0,"[3.064571738758401, 2.5821320100082055, 0.0]",100.0,approach,0,"[37.273417210348846, 16.528437964065496, 10.09194554485881]",79.80809783935547,None,0,"[0.9924706909375723, 2.9824743739629906, 0.6826080850172133]",100.0
291.745,,1,4,2,None,0,"[3.1085323154910327, 1.1032159294699997, 0.0]",100.0,None,0,"[3.0661662415284487, 2.5714964267794165, 0.0]",100.0,approach,0,"[37.58723439478482, 16.72373697202903, 9.875276120112769]",79.09809875488281,None,0,"[0.9927959320732959, 2.982598421140892, 0.682612474426773]",100.0
291.96,uav_er_app,1,4,2,None,0,"[3.1083454052618773, 1.1032485733127007, 0.0]",100.0,None,0,"[3.0662395706679577, 2.5712050385132432, 0.0]",100.0,None,0,"[37.59165388777122, 16.723255870367115, 9.875824644593772]",79.09809875488281,None,0,"[0.9928412331973682, 2.9825720027538893, 0.6826128674928593]",100.0
292.425,uav_req_assist,1,4,2,None,0,"[3.10816266541926, 1.1033247058365852, 0.0]",100.0,None,0,"[3.0662514880582368, 2.570721226321587, 0.0]",100.0,None,0,"[37.5992093111407, 16.723729518642962, 9.875909078285117]",79.09809875488281,None,0,"[0.992919651362245, 2.9825320361031027, 0.6826136775415076]",100.0
293.715,uav_st_tele,1,4,3,None,0,"[3.107478520790308, 1.1035312901381533, 0.0]",100.0,None,0,"[3.066253960769213, 2.5695257462943517, 0.0]",100.0,teleoperation,0,"[37.60581095537481, 16.723138645274414, 10.484475954267555]",79.09809875488281,None,0,"[0.9931892584050588, 2.9826736553912196, 0.6826304959340006]",100.0
305.245,,1,4,3,None,0,"[3.1015717508399137, 1.1055969433879085, 0.0]",100.0,None,0,"[3.074175741205374, 2.5493467845555897, 0.0]",100.0,teleoperation,0,"[36.73505174198227, 17.333036952909474, 11.027914544054122]",78.25810241699219,None,0,"[0.993818055145553, 2.982716116971595, 0.6826411530787391]",100.0
308.425,uav_end_tele,1,4,3,None,0,"[3.1014461675938754, 1.1049569771547778, 0.0]",100.0,None,0,"[3.075963677267349, 2.5442835487583597, 0.0]",100.0,None,0,"[36.72777302900986, 17.32159271094662, 11.027952315934192]",78.25810241699219,None,0,"[0.9938603727853512, 2.9829546325944527, 0.6826475622083171]",100.0
308.775,uav_rst_app,1,4,3,None,0,"[3.1014265948748827, 1.1050063539185453, 0.0]",100.0,None,0,"[3.0763097796800882, 2.543936779182218, 0.0]",100.0,None,0,"[36.72536719029295, 17.327798382677322, 11.027948475729128]",78.25810241699219,None,0,"[0.9938740435834706, 2.9829720574155263, 0.6826483679351948]",100.0
311.51,uav_st_app,1,4,3,None,0,"[3.1008218150019276, 1.1047564701183097, 0.0]",100.0,None,0,"[3.0783456850090416, 2.541295932088441, 0.0]",100.0,approach,0,"[36.71597601530849, 17.335877055304884, 11.027924719914854]",77.56809997558594,None,0,"[0.9941902243214512, 2.9831906554294494, 0.6826683718692854]",100.0
323.06,,1,4,3,None,0,"[3.0923803470229387, 1.1083038746862166, 0.0]",100.0,None,0,"[3.088627866294683, 2.532664140321615, 0.0]",100.0,approach,0,"[37.08047261960888, 20.11210833045012, 10.980854394809016]",76.49810028076172,None,0,"[0.994329091103708, 2.9836650969712375, 0.6827646077670402]",100.0
334.025,,1,4,3,None,0,"[3.0840561573672955, 1.106265508225844, 0.0]",100.0,None,0,"[3.093583924611732, 2.5283781230687947, 0.0]",100.0,approach,0,"[37.45149681887128, 22.965153597197574, 10.929175400728756]",75.40809631347656,None,0,"[0.9945424355081113, 2.984174267548486, 0.6827831599820455]",100.0
344.985,,1,4,3,None,0,"[3.0787450781670906, 1.0973641865390233, 0.0]",100.0,None,0,"[3.1059164754322492, 2.518370119328999, 0.0]",100.0,approach,0,"[38.357092129716996, 24.381166497471888, 10.44437945389759]",74.33809661865234,None,0,"[0.9945678221994839, 2.9848821971197466, 0.6828023957052178]",100.0
357.16,,1,4,3,None,0,"[3.0739444763623984, 1.0884266592599723, 0.0]",100.0,None,0,"[3.116407579567159, 2.507703389482883, 0.0]",100.0,approach,0,"[41.275096476725565, 22.34213154208986, 8.622403586168165]",73.25810241699219,None,0,"[0.9947246290770901, 2.9855321247582, 0.6828232916177202]",100.0
367.355,,1,4,3,None,0,"[3.071213292747926, 1.0819910985563925, 0.0]",100.0,None,0,"[3.124679700036701, 2.499343893961424, 0.0]",100.0,approach,0,"[40.84834182467947, 23.825793038308987, 9.239426391280789]",72.28810119628906,None,0,"[0.9948719124243541, 2.9860467973376204, 0.6828408669826019]",100.0
379.705,,1,4,3,None,0,"[3.067547470628544, 1.075868431296528, 0.0]",100.0,None,0,"[3.1339308496234226, 2.491056973648743, 0.0]",100.0,approach,0,"[40.31657041732905, 26.157077137569843, 10.069094291160784]",71.21810150146484,None,0,"[0.9949716706548101, 2.9867721733033163, 0.6828620044408954]",100.0
382.15,uav_er_app,1,4,3,None,0,"[3.066786454714216, 1.0748389174027553, 0.0]",100.0,None,0,"[3.1357360317495746, 2.4894331191125243, 0.0]",100.0,None,0,"[40.32278543011952, 26.137407637310996, 10.065671070213474]",70.51809692382812,None,0,"[0.9949963018651802, 2.9869143333150405, 0.6828666603559796]",100.0
382.825,uav_req_assist,1,4,3,None,0,"[3.066631418550751, 1.0746695393603831, 0.0]",100.0,None,0,"[3.1361700821638427, 2.489035859926123, 0.0]",100.0,None,0,"[40.31837869585917, 26.144556948182434, 10.065461100281832]",70.51809692382812,None,0,"[0.9951724178900953, 2.9867791977265594, 0.6828673720035534]",100.0
384.02,uav_st_tele,1,4,4,None,0,"[3.066679341222513, 1.0740775311969442, 0.0]",100.0,None,0,"[3.137006318038464, 2.48827481280464, 0.0]",100.0,teleoperation,0,"[40.31739809388669, 26.145057428510125, 10.065306277411992]",70.51809692382812,None,0,"[0.9951564910905115, 2.986887806137685, 0.6828683152778425]",100.0
396.335,uav_end_tele,1,4,4,None,0,"[3.062884819805299, 1.068424532095911, 0.0]",100.0,None,0,"[3.1454498523381402, 2.480488825957566, 0.0]",100.0,None,0,"[40.012128620197274, 25.176928894759836, 11.449435663681312]",69.6781005859375,None,0,"[0.9953843982922973, 2.9874936350181778, 0.6828907608370569]",100.0
396.96,,1,4,4,None,0,"[3.0625631688096733, 1.0679219098107817, 0.0]",100.0,None,0,"[3.1458777608748414, 2.480092789384649, 0.0]",100.0,None,0,"[40.00510976307436, 25.170097851903606, 11.44950587753166]",69.6781005859375,None,0,"[0.9952782565779983, 2.9876465339289275, 0.6828923162975505]",100.0
