,event,allocated_robots,available_robots,teleoperations,pioneer3at_1_cur_maneuver,pioneer3at_1_tasks_counter,pioneer3at_1_pose,pioneer3at_1_battery,pioneer3at_2_cur_maneuver,pioneer3at_2_tasks_counter,pioneer3at_2_pose,pioneer3at_2_battery,UAV_1_cur_maneuver,UAV_1_tasks_counter,UAV_1_pose,UAV_1_battery,UAV_2_cur_maneuver,UAV_2_tasks_counter,UAV_2_pose,UAV_2_battery
0.0,,0,4,0,None,0,[],100,None,0,[],100,None,0,[],100,None,0,[],100
0.31,,0,4,0,None,0,[],100,None,0,[],100,None,0,"[1.000000000582723, 1.0, 0.6838348802382151]",100,None,0,[],100
8.155,,0,4,0,None,0,"[3.003876259308358, 1.0150510415008003, 0.0]",100,None,0,"[2.9990031725320336, 2.9850438059367344, 0.0]",100,None,0,"[0.9954847356821181, 0.9974406786413117, 0.6572247240038436]",100,None,0,"[0.9743488496151059, 2.9774038235933986, 0.6820799873478807]",100
18.615,,0,4,0,None,0,"[3.012120108128523, 1.0320484022805432, 0.0]",100.0,None,0,"[2.9959062656491087, 2.97278963178404, 0.0]",100.0,None,0,"[0.9950684134350203, 0.9974383417400216, 0.6572560502804475]",100.0,None,0,"[0.9747719163573256, 2.9777846246345403, 0.6820564796438127]",100.0
31.33,,0,4,0,None,0,"[3.0182214184277782, 1.0447651190010996, 0.0]",100.0,None,0,"[2.9927384296554678, 2.958131335862563, 0.0]",100.0,None,0,"[0.9934776547733207, 0.9968719834341717, 0.6571703906070558]",100.0,None,0,"[0.9756534202556427, 2.9779129396779447, 0.6820810999134874]",100.0
44.56,,0,4,0,None,0,"[3.0251089551035966, 1.0572219714109876, 0.0]",100.0,None,0,"[2.9903804565970002, 2.942303949742944, 0.0]",100.0,None,0,"[0.9930166426923487, 0.9956616005694456, 0.6571724464921013]",100.0,None,0,"[0.9763038800508064, 2.9779920434145764, 0.6820924172915167]",100.0
49.69,,1,4,0,None,0,"[3.0279381868983903, 1.0619142679275224, 0.0]",100.0,None,0,"[2.989842870430105, 2.9356631785891145, 0.0]",100.0,None,0,"[0.9928080034083239, 0.9957049027044692, 0.6572011375898524]",100.0,None,0,"[0.9768490160689166, 2.9781380601296807, 0.6821160695333739]",100.0
52.04,uav_st_assess,1,4,0,None,0,"[3.029301943237404, 1.0640569755982363, 0.0]",100.0,None,0,"[2.989608274439624, 2.93246587441474, 0.0]",100.0,None,0,"[0.9927902898666561, 0.9955126296612875, 0.657206354531701]",100.0,assessment,0,"[1.010634473145643, 2.992288682461688, 1.4899112844336302]",99.96800231933594
65.0,,1,4,0,None,0,"[3.036995081269162, 1.0755461620461584, 0.0]",100.0,None,0,"[2.9844657801817833, 2.9164902456502677, 0.0]",100.0,None,0,"[0.991946931780004, 0.9957154522200276, 0.6572287203014623]",100.0,assessment,0,"[0.9769011729449297, 2.978166779132372, 1.505288682386841]",99.8479995727539
79.37,,1,4,0,None,0,"[3.046356927231654, 1.0880334387722383, 0.0]",100.0,None,0,"[2.977463356179558, 2.9020132450797136, 0.0]",100.0,None,0,"[0.9902060629388587, 0.9951516008045851, 0.657153292914111]",100.0,assessment,0,"[5.084867225300639, 4.398041009370955, 1.7881124323619675]",99.46399688720703
93.365,,1,4,0,None,0,"[3.0562864775700915, 1.0999583417260486, 0.0]",100.0,None,0,"[2.946635660619352, 2.861209678136057, 0.0]",100.0,None,0,"[0.9900406454138527, 0.9951662403003394, 0.6571733875602892]",100.0,assessment,0,"[9.099895608240917, 5.785781907493649, 2.071073366633395]",97.88800048828125
105.62,,1,4,0,None,0,"[3.065510333644001, 1.1103620329958501, 0.0]",100.0,None,0,"[2.9088261741201475, 2.8029368469919707, 0.0]",100.0,None,0,"[0.9904444089665402, 0.995409243550512, 0.6571758467219135]",100.0,assessment,0,"[11.741814860721462, 6.698856901294356, 2.2935516957328494]",97.09600067138672
116.55,,1,4,0,None,0,"[3.0790225939298574, 1.1258161365176014, 0.0]",100.0,None,0,"[2.9086602906315657, 2.7827053550521206, 0.0]",100.0,None,0,"[0.9908210077672874, 0.9956284361617241, 0.6571709379319186]",100.0,assessment,0,"[14.688117595417081, 7.717217634201833, 2.5073526011896674]",96.31199645996094
128.145,,1,4,0,None,0,"[3.0951170700825754, 1.1433208464487805, 0.0]",100.0,None,0,"[2.9152399000352758, 2.7700631098827406, 0.0]",100.0,None,0,"[0.9907375912582799, 0.9949284074774472, 0.6570991684295407]",100.0,assessment,0,"[18.08525430589305, 8.891453880627584, 2.7529546293575433]",95.51200103759766
139.44,,1,4,0,None,0,"[3.1114897668218067, 1.1614281707995426, 0.0]",100.0,None,0,"[2.922593494831479, 2.754777343131609, 0.0]",100.0,None,0,"[0.9907469365220708, 0.9935987772989091, 0.6572298657729695]",100.0,assessment,0,"[21.71538802368874, 10.146179401904996, 2.9981188180284013]",94.72000122070312
151.81,,1,4,0,None,0,"[3.1229066296047185, 1.1744074740728465, 0.0]",100.0,None,0,"[2.9295101685960927, 2.7315397949707103, 0.0]",100.0,None,0,"[0.9907480631716147, 0.9930881372730161, 0.6571588837103476]",100.0,assessment,0,"[21.567711812342573, 10.120611597912312, 3.0050316704040494]",93.6719970703125
163.46,,1,4,0,None,0,"[3.1282215122504184, 1.1817894010984868, 0.0]",100.0,None,0,"[2.938760191000073, 2.70850375235143, 0.0]",100.0,None,0,"[0.9908703000540969, 0.9929463457454148, 0.6571557090281047]",100.0,assessment,0,"[19.777900365742923, 10.168594346832425, 3.2860984187161857]",92.88800048828125
174.115,,1,4,0,None,0,"[3.13201134726898, 1.184495115834872, 0.0]",100.0,None,0,"[2.960429431958436, 2.6906801104130804, 0.0]",100.0,None,0,"[0.9912124647387165, 0.9930135957382774, 0.6572214375614138]",100.0,assessment,0,"[19.150374231020564, 10.183505375803675, 3.3584094662400186]",92.1520004272461
184.45,,1,4,0,None,0,"[3.1376660849385547, 1.189057061873897, 0.0]",100.0,None,0,"[2.974226601053881, 2.6780489148411633, 0.0]",100.0,None,0,"[0.9908708555251962, 0.992334919176076, 0.6572219434693545]",100.0,assessment,0,"[17.464462544640966, 10.273295902403706, 3.450217167965887]",91.83999633789062
197.245,,1,4,0,None,0,"[3.1350678090138095, 1.1839994188804408, 0.0]",100.0,None,0,"[2.990175531643206, 2.6626384830128975, 0.0]",100.0,None,0,"[0.9906955030647874, 0.9908272301036266, 0.657112673893561]",100.0,assessment,0,"[14.88369836967901, 10.361201265062162, 3.5825254392448884]",91.06400299072266
207.925,,1,4,0,None,0,"[3.1326075664919615, 1.1793553327986053, 0.0]",100.0,None,0,"[3.0018634611896537, 2.652950241347358, 0.0]",100.0,None,0,"[0.9906558813290216, 0.9904603897900609, 0.6571129213321478]",100.0,assessment,0,"[14.606527386491722, 11.003445906711113, 4.102284291527235]",90.42400360107422
219.765,,1,4,0,None,0,"[3.1241185628501844, 1.1766090862727667, 0.0]",100.0,None,0,"[3.0102473022739558, 2.64671116748094, 0.0]",100.0,None,0,"[0.990802002155929, 0.9888837048125586, 0.6571926632092485]",100.0,assessment,0,"[13.012016881123774, 11.001023524045515, 4.247580438906834]",89.97599792480469
231.385,,1,4,0,None,0,"[3.1260895430505227, 1.1742943977025477, 0.0]",100.0,None,0,"[3.0196232629359105, 2.6396773191048264, 0.0]",100.0,None,0,"[0.9914155136484172, 0.988612358856853, 0.6571517841352716]",100.0,assessment,0,"[10.115949820319788, 10.42384136148711, 3.581712845018193]",88.39199829101562
241.97,,1,4,0,None,0,"[3.12231125503346, 1.1578336384835344, 0.0]",100.0,None,0,"[3.0300554547554786, 2.6316226955567643, 0.0]",100.0,None,0,"[0.9914834717824599, 0.9885085835962361, 0.6571916367712072]",100.0,assessment,0,"[9.97444440965632, 10.395705392373188, 3.572153229963199]",88.05599975585938
