,event,event_source,allocated_robots,available_robots,teleoperations,pioneer3at_1_cur_maneuver,pioneer3at_1_tasks_counter,pioneer3at_1_pose,pioneer3at_1_battery,pioneer3at_2_cur_maneuver,pioneer3at_2_tasks_counter,pioneer3at_2_pose,pioneer3at_2_battery,UAV_1_cur_maneuver,UAV_1_tasks_counter,UAV_1_pose,UAV_1_battery,UAV_2_cur_maneuver,UAV_2_tasks_counter,UAV_2_pose,UAV_2_battery
0.0,,,0,4,0,None,0,[],100,None,0,[],100,None,0,[],100,None,0,[],100
0.125,,UAV_1,0,4,0,None,0,[],100,None,0,[],100,None,0,[],100,None,0,[],100
0.32,,pioneer3at_1,0,4,0,None,0,[],100,None,0,[],100,None,0,[],100,None,0,[],100
6.805,,UAV_2,0,4,0,None,0,"[3.002747189445247, 1.0123808035899025, 0.0]",100,None,0,"[2.998766029951716, 2.9844082218332884, 0.0]",100,None,0,"[0.9931600746682085, 0.9990965210707073, 0.6572223056518725]",100,None,0,"[0.9784129213651304, 2.9780655391429063, 0.682229542170395]",100
20.125,,,0,4,0,None,0,"[3.0127865143745423, 1.0335814669982955, 0.0]",100.0,None,0,"[2.9952133625678865, 2.968875465589378, 0.0]",100.0,None,0,"[0.9929151186631658, 0.9990560250090154, 0.6571800426411817]",100.0,None,0,"[0.9805551402160987, 2.977338230076724, 0.6822647496373683]",100.0
33.005,,,0,4,0,None,0,"[3.0190181217606886, 1.0463372795111645, 0.0]",100.0,None,0,"[2.9920204117714735, 2.953915427378332, 0.0]",100.0,None,0,"[0.9930544290977542, 0.99898545706093, 0.6571500067510119]",100.0,None,0,"[0.9828413449911548, 2.9769086490711207, 0.6823090816815351]",100.0
40.12,,,0,4,0,None,0,"[3.02268352813628, 1.0530719549059855, 0.0]",100.0,None,0,"[2.990809440486895, 2.9454801589519457, 0.0]",100.0,None,0,"[0.9928777854633377, 0.9990683000871398, 0.6572248672175253]",100.0,None,0,"[0.9839367527851371, 2.976682783282562, 0.6823295506181981]",100.0
42.855,uav_st_assess,UAV_2,1,4,0,None,0,"[3.0241309201746986, 1.0555585398297056, 0.0]",100.0,None,0,"[2.990466183381514, 2.9420217967795055, 0.0]",100.0,None,0,"[0.9928051195746157, 0.9991238081457906, 0.6571811564353831]",100.0,assessment,0,"[1.0226593521063858, 2.9944348670203795, 1.5403425095711114]",100.0
57.285,,,1,4,0,None,0,"[3.03232670540907, 1.0687161118521218, 0.0]",100.0,None,0,"[2.9877209699648217, 2.9228780079821597, 0.0]",100.0,None,0,"[0.9925631608289356, 0.9989932467691145, 0.6570275617406637]",100.0,assessment,0,"[0.9825716896900101, 2.977073466764263, 4.51187539266475]",99.35199737548828
60.705,,,1,4,0,None,0,"[3.034358948861097, 1.0717323563733516, 0.0]",100.0,None,0,"[2.985732858241697, 2.9192102793254344, 0.0]",100.0,None,0,"[0.9923051251994063, 0.9992180056861923, 0.6571763406487072]",100.0,assessment,0,"[1.5848099625439271, 3.0397821062794312, 4.508627688844953]",98.8479995727539
