,event,event_source,allocated_robots,available_robots,teleoperations,pioneer3at_1_cur_maneuver,pioneer3at_1_tasks_counter,pioneer3at_1_pose,pioneer3at_1_battery,UAV_1_cur_maneuver,UAV_1_tasks_counter,UAV_1_pose,UAV_1_battery
0.0,,,0,2,0,None,0,[],100,None,0,[],100
0.22,,pioneer3at_1,0,2,0,None,0,[],100,None,0,"[0.9988445148817792, 1.000664069823416, 0.6578439612015965]",100
22.285,,UAV_1,0,2,0,None,0,"[3.0140826081398826, 1.036168744511731, 0.0]",100.0,None,0,"[0.9981507679038842, 0.9992166019896167, 0.6572837242393436]",100.0
39.755,,,0,2,0,None,0,"[3.022782978750697, 1.0531174570399913, 0.0]",100.0,None,0,"[0.9975684903976053, 0.9988624957812782, 0.6572598016221042]",100.0
56.845,,,0,2,0,None,0,"[3.0323610671002306, 1.0687097659196065, 0.0]",100.0,None,0,"[0.9975457150860696, 0.9984527211921823, 0.6572613758433727]",100.0
72.96,,,0,2,0,None,0,"[3.0423742844581168, 1.082834000909397, 0.0]",100.0,None,0,"[0.997567166759246, 0.9980730112345649, 0.6572616780392669]",100.0
73.385,,,1,2,0,None,0,"[3.0426362389396138, 1.0831801885623054, 0.0]",100.0,None,0,"[0.9974902499720358, 0.9980779808462612, 0.6572194907834031]",100.0
74.635,on_vs,pioneer3at_1,1,2,0,None,0,"[3.0434920879199736, 1.0843039711167184, 0.0]",100.0,None,0,"[0.9975564396326535, 0.998051465991398, 0.6572607364484446]",100.0
77.955,st_app,pioneer3at_1,1,2,0,approach,0,"[3.8749100962452956, 1.1024278660833235, 0.0]",100.0,None,0,"[0.9974531904831766, 0.9979735862772217, 0.6572604510729556]",100.0
89.665,,,1,2,0,approach,0,"[7.94473096328769, 3.3979404011753522, 0.0]",99.57479858398438,None,0,"[0.9973564321207213, 0.9978653754445388, 0.6572589853642443]",100.0
102.395,,,1,2,0,approach,0,"[10.457327670446487, 7.870309115238169, 0.0]",98.09480285644531,None,0,"[0.9973206042591445, 0.9977796145846456, 0.6572019075146638]",100.0
111.015,,,1,1,0,approach,0,"[12.37965522855914, 10.729631862028441, 0.0]",23.789600372314453,None,0,"[0.9973818091215483, 0.9974694047529167, 0.6572609548527821]",100.0
123.435,bat_L,pioneer3at_1,1,1,0,approach,0,"[15.177731601696165, 14.735546979485038, 0.0]",23.04960060119629,None,0,"[0.9974023094086462, 0.9976240827269451, 0.6572612915777543]",100.0
129.56,,,0,1,0,approach,1,"[15.76251062560223, 15.664639723416851, 0.0]",23.04960060119629,None,0,"[0.9973458072811683, 0.9976887604492731, 0.6572570074103369]",100.0
129.78,end_app,pioneer3at_1,1,1,0,None,1,"[15.762733245629796, 15.664759606832899, 0.0]",23.04960060119629,None,0,"[0.997264942760389, 0.9977556058290222, 0.6572012086820161]",100.0
130.88,uav_on_vs,UAV_1,1,1,0,None,1,"[15.771438294375422, 15.677062572710382, 0.0]",22.394100189208984,None,0,"[0.9972943674856264, 0.9977212360984616, 0.6572543179797301]",99.99639892578125
132.26,st_rb,pioneer3at_1,1,1,0,return to base,1,"[15.793412180307392, 15.704747984282365, 0.0]",22.394100189208984,None,0,"[0.9973162055406585, 0.9976669385972392, 0.6571866615666994]",99.99639892578125
134.135,uav_st_app,UAV_1,1,1,0,return to base,1,"[15.672003170702817, 15.935945626504521, 0.0]",22.394100189208984,approach,0,"[0.9973161892284589, 0.997784214880283, 0.6572602430075569]",99.99639892578125
145.98,,,1,1,0,return to base,1,"[13.33280090678127, 12.707591610228242, 0.0]",21.65410041809082,approach,0,"[0.9969063563166137, 0.997787513552147, 0.6572032952062308]",99.16239929199219
158.805,,,1,1,0,return to base,1,"[10.757658937408639, 8.18254431049326, 0.0]",20.914100646972656,approach,0,"[0.9972746087878892, 0.9981241769183596, 0.6572595624219145]",98.27239990234375
171.435,,,1,1,0,return to base,1,"[7.634457195891147, 4.0351234085179195, 0.0]",19.434099197387695,approach,0,"[0.9970650538398533, 0.9982041396155162, 0.6572577268312074]",96.50039672851562
184.15,,,1,1,0,return to base,1,"[3.780862483742801, 0.9966554519003978, 0.0]",18.69409942626953,approach,0,"[0.9967209883598886, 0.9981353919684474, 0.6572556499634773]",95.61039733886719
193.225,end_rb,pioneer3at_1,1,1,0,None,1,"[3.314804489799758, 0.8664645519244242, 0.0]",17.954099655151367,approach,0,"[0.9967070346762227, 0.9976424149094469, 0.6571724403217899]",94.72039794921875
194.5,off_vs,pioneer3at_1,1,1,0,None,1,"[3.3172983740261226, 0.8658298225819712, 0.0]",17.954099655151367,approach,0,"[0.9965623113964107, 0.9976594123873938, 0.6572622388308017]",94.72039794921875
209.735,,,1,1,0,None,1,"[3.359922623016444, 0.856760131017679, 0.0]",17.803600311279297,approach,0,"[0.996066971713533, 0.9974632533681749, 0.6571877636888482]",93.84639739990234
225.285,,,1,1,0,None,1,"[3.4231669788993786, 0.8544564189892767, 0.0]",17.803600311279297,approach,0,"[0.9957301353945511, 0.9977952092891286, 0.6571869937557673]",92.06639862060547
240.15,,,1,1,0,None,1,"[3.4614528752341274, 0.8315691803147082, 0.0]",17.803600311279297,approach,0,"[0.9957196303870386, 0.9980122385383067, 0.6572486061671021]",91.17639923095703
240.98,,,1,1,0,None,1,"[3.4623457592869036, 0.8305307144757148, 0.0]",17.803600311279297,approach,0,"[0.995697421694386, 0.9981492348272615, 0.6572486023835472]",90.2863998413086
