,event,allocated_robots,available_robots,teleoperations,pioneer3at_1_cur_maneuver,pioneer3at_1_tasks_counter,pioneer3at_1_pose,pioneer3at_1_battery,pioneer3at_2_cur_maneuver,pioneer3at_2_tasks_counter,pioneer3at_2_pose,pioneer3at_2_battery,UAV_1_cur_maneuver,UAV_1_tasks_counter,UAV_1_pose,UAV_1_battery,UAV_2_cur_maneuver,UAV_2_tasks_counter,UAV_2_pose,UAV_2_battery
0.0,,0,4,0,None,0,[],100,None,0,[],100,None,0,[],100,None,0,[],100
0.135,,0,4,0,None,0,[],100,None,0,[],100,None,0,"[1.00000000201981, 1.0, 0.6706169326115817]",100,None,0,[],100
8.655,,0,4,0,None,0,"[3.0035629255771426, 1.0142786330638511, 0.0]",100,None,0,"[2.998622754435418, 2.9834824865235814, 0.0]",100,None,0,"[0.9945676415757476, 0.9973307596435973, 0.657243885056276]",100,None,0,"[0.9750749666514378, 2.973962436065352, 0.6819935119674834]",100
23.01,,0,4,0,None,0,"[3.0137682775699774, 1.0356811946783344, 0.0]",100.0,None,0,"[2.9947168947611096, 2.9667968347181914, 0.0]",100.0,None,0,"[0.9929884919670202, 0.9971788689606069, 0.657173974899011]",100.0,None,0,"[0.975212289722338, 2.974626138098843, 0.6819777982613436]",100.0
37.215,,0,4,0,None,0,"[3.02069942885278, 1.0494897335543587, 0.0]",100.0,None,0,"[2.9914549289794072, 2.950284907381099, 0.0]",100.0,None,0,"[0.9932014142075043, 0.9964509213507325, 0.6571792717030208]",100.0,None,0,"[0.9756471546579862, 2.9752860903362457, 0.682012180039104]",100.0
50.945,,0,4,0,None,0,"[3.0281082945988116, 1.0621577717454123, 0.0]",100.0,None,0,"[2.9898325528924103, 2.9328984806363194, 0.0]",100.0,None,0,"[0.993412434319742, 0.9957920700943431, 0.6571805944177392]",100.0,None,0,"[0.9760765063021865, 2.9753665501677906, 0.682018142953167]",100.0
52.365,,1,4,0,None,0,"[3.0289587900480113, 1.0635440666062286, 0.0]",100.0,None,0,"[2.98967616396144, 2.9306197536247622, 0.0]",100.0,None,0,"[0.9934358627098101, 0.9957147743343233, 0.6571810023899288]",100.0,None,0,"[0.9761546589242756, 2.9753849252432727, 0.6820205057281492]",100.0
54.675,uav_st_assess,1,4,0,None,0,"[3.0302797887469475, 1.065615384425724, 0.0]",100.0,None,0,"[2.9893676927995187, 2.927470009157427, 0.0]",100.0,None,0,"[0.9934719056378689, 0.9956106194741455, 0.657181664867348]",100.0,assessment,0,"[1.01448866477024, 2.990635853278537, 1.4896024864475124]",100.0
69.77,,1,4,0,None,0,"[3.0394454385359415, 1.0789262124030194, 0.0]",100.0,None,0,"[2.9818508179419188, 2.9111043554125957, 0.0]",100.0,None,0,"[0.9937095097914377, 0.9949186401776905, 0.6571859900355981]",100.0,assessment,0,"[0.9763161186527591, 2.9781021735048787, 1.5022350677374832]",99.8479995727539
85.32,,1,4,0,None,0,"[3.0498751281382335, 1.092374905839281, 0.0]",100.0,None,0,"[2.967698362469199, 2.8915696464650584, 0.0]",100.0,None,0,"[0.9939620079212846, 0.9942508852948231, 0.6571905979619898]",100.0,assessment,0,"[5.865289860216126, 4.194900919298071, 1.779696717509723]",98.91200256347656
101.005,,1,4,0,None,0,"[3.0613443644899894, 1.1056722388115878, 0.0]",100.0,None,0,"[2.9194152247008684, 2.8189090778974597, 0.0]",100.0,None,0,"[0.9922739539092612, 0.9937094662131868, 0.6571724051580617]",100.0,assessment,0,"[10.340023450152666, 5.311120380753183, 2.021761906929544]",97.34400177001953
116.755,,1,4,0,None,0,"[3.0781046068203866, 1.1247714741879784, 0.0]",100.0,None,0,"[2.90913965413918, 2.781769097080254, 0.0]",100.0,None,0,"[0.9888510289871066, 0.993020753901829, 0.657128451463749]",100.0,assessment,0,"[14.170145443390549, 6.2665033265654255, 2.2597425310870403]",96.54399871826172
131.295,,1,4,0,None,0,"[3.098285761647517, 1.1468135534572748, 0.0]",100.0,None,0,"[2.917005204108315, 2.763926851611253, 0.0]",100.0,None,0,"[0.9850591887513692, 0.991047006273897, 0.6571813271344839]",100.0,assessment,0,"[18.24314938923597, 7.28250744645548, 2.4887896872804616]",94.9520034790039
144.665,,1,4,0,None,0,"[3.1175608383096356, 1.168189424799561, 0.0]",100.0,None,0,"[2.9267738878877294, 2.7442734957300736, 0.0]",100.0,None,0,"[0.9835530289099901, 0.9903101685934295, 0.6571363390271535]",100.0,assessment,0,"[22.485200827990674, 8.340699876812643, 2.716615925317799]",94.16000366210938
158.89,,1,4,0,None,0,"[3.1261894688965826, 1.1785079914206718, 0.0]",100.0,None,0,"[2.9365682657089893, 2.7176394528387737, 0.0]",100.0,None,0,"[0.984091447774052, 0.9905531858828311, 0.6571399132991325]",100.0,assessment,0,"[26.660378161924182, 9.38220495176087, 2.943640748827026]",93.38400268554688
173.035,,1,4,0,None,0,"[3.1308702161952544, 1.1847944392673018, 0.0]",100.0,None,0,"[2.9601151330013242, 2.691073908308988, 0.0]",100.0,None,0,"[0.9846302482713153, 0.9907953062949535, 0.6571434907769174]",100.0,assessment,0,"[27.487562783480904, 9.588533631004164, 3.0027366335545898]",92.31999969482422
