,event,event_source,allocated_robots,available_robots,teleoperations,pioneer3at_1_cur_maneuver,pioneer3at_1_tasks_counter,pioneer3at_1_pose,pioneer3at_1_battery,UAV_1_cur_maneuver,UAV_1_tasks_counter,UAV_1_pose,UAV_1_battery
0.0,,,0,2,0,None,0,[],100,None,0,[],100
0.105,,pioneer3at_1,0,2,0,None,0,[],100,None,0,"[1.0, 1.0, 0.6997549999999999]",100
31.16,,UAV_1,0,2,0,None,0,"[3.018318956049655, 1.0448338651628786, 0.0]",100.0,None,0,"[0.9978724753901517, 0.9990648562597546, 0.6572616325981606]",100.0
48.76,,,0,2,0,None,0,"[3.027640298459158, 1.061328924976704, 0.0]",100.0,None,0,"[0.9976060718903772, 0.9986129162312438, 0.6571983431877038]",100.0
64.405,,,0,2,0,None,0,"[3.0368989263458914, 1.0753398886688583, 0.0]",100.0,None,0,"[0.9974939047348695, 0.9982741615815499, 0.6572031968149377]",100.0
78.725,,,0,2,0,None,0,"[3.0461692268277116, 1.0877499875145449, 0.0]",100.0,None,0,"[0.99744656708983, 0.9978599736046951, 0.6572053672962144]",100.0
92.835,,,0,2,0,None,0,"[3.0561456744330546, 1.0997930324331295, 0.0]",100.0,None,0,"[0.9973192775146069, 0.9977938092841355, 0.657197284940697]",100.0
106.485,,,0,2,0,None,0,"[3.0664869539847133, 1.1114503292764064, 0.0]",100.0,None,0,"[0.997321401930658, 0.9975432940993064, 0.6572032268219132]",100.0
121.075,,,0,2,0,None,0,"[3.085859967892003, 1.1329206897083417, 0.0]",100.0,None,0,"[0.9973370037348342, 0.997659015043056, 0.6572602257180853]",100.0
134.995,,,0,2,0,None,0,"[3.1069521640787054, 1.1522840192278279, 0.0]",100.0,None,0,"[0.9973514161786751, 0.9977724659192332, 0.6572601976476714]",100.0
150.725,,,0,2,0,None,0,"[3.1249454655929836, 1.1707912334744623, 0.0]",100.0,None,0,"[0.9971369452506559, 0.9979480058100939, 0.6571869498010239]",100.0
165.115,,,0,2,0,None,0,"[3.1306261496840615, 1.1813345968210205, 0.0]",100.0,None,0,"[0.9970759341735949, 0.9980745188485521, 0.6572582229388002]",100.0
175.205,,,0,2,0,None,0,"[3.1316018955508595, 1.18459975731577, 0.0]",100.0,None,0,"[0.9970695522264117, 0.9982128515847591, 0.6572577738070998]",100.0
185.88,,,0,2,0,None,0,"[3.13721962170757, 1.1888779808581789, 0.0]",100.0,None,0,"[0.9967552924541746, 0.9980957208737715, 0.6571919569825456]",100.0
198.765,,,0,2,0,None,0,"[3.134313724469404, 1.1827442890514466, 0.0]",100.0,None,0,"[0.9964536648288657, 0.9976249030395797, 0.6572565592589803]",100.0
210.875,,,0,2,0,None,0,"[3.1305338563271023, 1.1777474335248899, 0.0]",100.0,None,0,"[0.9960897191191191, 0.9973754734491593, 0.6572276405682815]",100.0
223.765,,,0,2,0,None,0,"[3.123281801053338, 1.175663459610079, 0.0]",100.0,None,0,"[0.9957978248438252, 0.9978471089628577, 0.6572503012549806]",100.0
238.465,,,0,2,0,None,0,"[3.1238861188297, 1.163780873720748, 0.0]",100.0,None,0,"[0.9957547563988364, 0.9979194390292171, 0.657249830023335]",100.0
251.74,,,0,2,0,None,0,"[3.1187138288962184, 1.1430290236226583, 0.0]",100.0,None,0,"[0.995306951884081, 0.9987569917310354, 0.657049900831724]",100.0
255.005,,,0,2,0,None,0,"[3.1177647747118935, 1.138284179277074, 0.0]",100.0,None,0,"[0.9951946525627083, 0.9987433497622902, 0.6571795298101625]",100.0
