,event,event_source,allocated_robots,available_robots,teleoperations,pioneer3at_1_cur_maneuver,pioneer3at_1_tasks_counter,pioneer3at_1_pose,pioneer3at_1_battery,UAV_1_cur_maneuver,UAV_1_tasks_counter,UAV_1_pose,UAV_1_battery
268.68,,,0,2,0,None,0,[],100.0,None,0,[],100.0
283.56,,,0,2,0,None,0,"[3.010704211509668, 1.0286891925800228, 0.0]",100.0,None,0,"[0.9984324289063573, 0.9993546844741455, 0.6571960677452667]",100.0
292.585,,pioneer3at_1,0,2,0,None,0,"[3.0150312750323756, 1.0381737720551756, 0.0]",100.0,None,0,"[0.9980546995438413, 0.9991931380867289, 0.6572629713343643]",100.0
292.785,,UAV_1,0,2,0,None,0,"[3.0151267754520252, 1.038373218913267, 0.0]",100.0,None,0,"[0.9980812715515623, 0.9991707067264993, 0.6572832383016592]",100.0
309.65,,,0,2,0,None,0,"[3.023634729686192, 1.0546122255668113, 0.0]",100.0,None,0,"[0.9976606813200761, 0.9987757228789588, 0.6571982871033603]",100.0
327.11,,,0,2,0,None,0,"[3.033490090272955, 1.0703990345400478, 0.0]",100.0,None,0,"[0.9974719119746985, 0.9984996621334127, 0.6571977964747444]",100.0
345.335,,,0,2,0,None,0,"[3.0450903722960176, 1.086373592019831, 0.0]",100.0,None,0,"[0.9974500281262996, 0.9980309369999867, 0.6572606618111657]",100.0
362.08,,,0,2,0,None,0,"[3.0569197669481767, 1.1006553810393163, 0.0]",100.0,None,0,"[0.9972357720393797, 0.9978276908222288, 0.6572592340597764]",100.0
378.93,,,0,2,0,None,0,"[3.071304959029639, 1.1169523235690801, 0.0]",100.0,None,0,"[0.9973525439411657, 0.9975080576239802, 0.6572613086160811]",100.0
397.425,,,0,2,0,None,0,"[3.097583341338864, 1.1440234392546829, 0.0]",100.0,None,0,"[0.9973114057950049, 0.9976745468788698, 0.6572603529177105]",100.0
416.015,,,0,2,0,None,0,"[3.1231819906426184, 1.168322706805865, 0.0]",100.0,None,0,"[0.9970389254985145, 0.9978857007377312, 0.6572575516337902]",100.0
434.905,,,0,2,0,None,0,"[3.1310730198749392, 1.1816660639279544, 0.0]",100.0,None,0,"[0.9970390276338844, 0.9980709349528775, 0.6572572008101414]",100.0
454.22,,,0,2,0,None,0,"[3.137247723600954, 1.1888121141883532, 0.0]",100.0,None,0,"[0.9967753463925176, 0.9981308909218699, 0.6571785635387236]",100.0
472.095,,,0,2,0,None,0,"[3.1333974549633328, 1.1805815628281522, 0.0]",100.0,None,0,"[0.9963511809603434, 0.9975198016841026, 0.6572602025324048]",100.0
488.5,,,0,2,0,None,0,"[3.1237057966090256, 1.1757459208871448, 0.0]",100.0,None,0,"[0.9958110591036042, 0.9977446705344457, 0.6572506143874527]",100.0
506.2,,,0,2,0,None,0,"[3.1241155060035273, 1.1645869975351555, 0.0]",100.0,None,0,"[0.9957365636447404, 0.99796412164776, 0.6572173332691871]",100.0
520.21,,,1,2,0,None,0,"[3.118668240459479, 1.1428048187771316, 0.0]",100.0,None,0,"[0.9953872018461144, 0.9987088659457625, 0.6571841848918589]",100.0
536.115,,,1,2,0,None,0,"[3.1157866327754005, 1.1207435662142968, 0.0]",100.0,None,0,"[0.9946211878814932, 0.998970861471077, 0.6570434525346928]",100.0
552.2,,,1,2,0,None,0,"[3.11283648499896, 1.1022103171384021, 0.0]",100.0,None,0,"[0.9939811474865027, 0.999312583004074, 0.657232381025138]",100.0
567.73,,,1,2,0,None,0,"[3.104586288553182, 1.1045785683025595, 0.0]",100.0,None,0,"[0.9940461657933278, 0.999911659004161, 0.6572309827253954]",100.0
584.565,,,1,2,0,None,0,"[3.0984745716853577, 1.1063146505707775, 0.0]",100.0,None,0,"[0.9943694755875956, 1.0005478205413925, 0.6571883853167069]",100.0
600.245,,,1,2,0,None,0,"[3.0852782143748585, 1.1077515103971995, 0.0]",100.0,None,0,"[0.9952238958148963, 1.0007422347824853, 0.6572356892581089]",100.0
616.525,,,1,2,0,None,0,"[3.077617025062483, 1.0951146376774197, 0.0]",100.0,None,0,"[0.9949071041471234, 1.000475502961847, 0.6571741827849834]",100.0
628.265,,,1,2,0,None,0,"[3.073799006209788, 1.0876659184009991, 0.0]",100.0,None,0,"[0.994900859576001, 1.0006317790756223, 0.6571952182706503]",100.0
