,event,event_source,allocated_robots,available_robots,teleoperations,pioneer3at_1_cur_maneuver,pioneer3at_1_tasks_counter,pioneer3at_1_pose,pioneer3at_1_battery,pioneer3at_2_cur_maneuver,pioneer3at_2_tasks_counter,pioneer3at_2_pose,pioneer3at_2_battery,UAV_1_cur_maneuver,UAV_1_tasks_counter,UAV_1_pose,UAV_1_battery,UAV_2_cur_maneuver,UAV_2_tasks_counter,UAV_2_pose,UAV_2_battery
0.0,,,0,4,0,None,0,[],100,None,0,[],100,None,0,[],100,None,0,[],100
0.215,,UAV_2,0,4,0,None,0,[],100,None,0,[],100,None,0,[],100,None,0,[],100
3.89,,pioneer3at_2,0,4,0,None,0,"[3.0022793939791703, 1.9925143166904655, 0.0]",100,None,0,"[2.998903885910898, 3.9853979736505387, 0.0]",100,None,0,"[0.9945583554464517, 1.991518239873942, 0.6611022014905921]",100,None,0,"[0.9917822048569606, 3.9882644520830013, 0.7194466053955809]",100
16.435,,,0,4,0,None,0,"[3.0096113085641023, 1.9782284577652047, 0.0]",100.0,None,0,"[2.9966295712880306, 3.968247580948471, 0.0]",100.0,None,0,"[0.993738726470761, 1.9889012307430856, 0.6607843099168524]",100.0,None,0,"[0.9274872669733946, 3.800443129866431, 0.706691064439226]",100.0
27.12,,,1,4,0,None,0,"[3.015415143418502, 1.967216246926772, 0.0]",100.0,None,0,"[2.9940396341550257, 3.9531691223248795, 0.0]",100.0,None,0,"[0.992539451164791, 1.985738598195402, 0.660966095868477]",100.0,None,0,"[0.927902088267401, 3.7974599867788923, 0.7065280278675843]",100.0
31.23,uav_st_assess,UAV_2,1,4,0,None,0,"[3.0177383983164296, 1.9636630368382626, 0.0]",100.0,None,0,"[2.99276207840627, 3.9468334511375778, 0.0]",100.0,None,0,"[0.992145848384111, 1.9849130132535884, 0.6609550039668698]",100.0,assessment,0,"[0.9494594517586297, 3.8256579267359263, 1.5224826838319478]",99.83200073242188
44.48,,,1,4,0,None,0,"[3.025315714890865, 1.9525260953193153, 0.0]",100.0,None,0,"[2.9892542070276975, 3.943139234036058, 0.0]",100.0,None,0,"[0.9909906515339519, 1.981502947797691, 0.660885506211982]",100.0,assessment,0,"[1.586789333737142, 5.996204456850447, 2.590092886204398]",99.27999877929688
49.115,,,2,4,0,None,0,"[3.027832998656677, 1.948904298003308, 0.0]",100.0,None,0,"[2.9882350734222456, 3.942656443909306, 0.0]",100.0,None,0,"[0.9904339248229517, 1.9800253098444358, 0.6608379840694942]",100.0,assessment,0,"[2.019074543320899, 7.478063467961835, 3.024369436516563]",99.27999877929688
52.41,uav_st_assess,UAV_1,2,4,0,None,0,"[3.0300975288892267, 1.9467351230521226, 0.0]",100.0,None,0,"[2.9874956131745924, 3.9423323672813537, 0.0]",100.0,assessment,0,"[1.012046199861195, 1.9872645593442826, 1.5057917411734423]",99.93599700927734,assessment,0,"[2.2887141303989, 8.400343000309464, 3.4625799345057535]",98.48799896240234
68.84,,,2,4,0,None,0,"[3.038415852772648, 1.9397899915285697, 0.0]",100.0,None,0,"[2.983736581910115, 3.940720094323553, 0.0]",100.0,assessment,0,"[1.595904745107409, 2.0681868124893, 4.490055841743505]",99.25599670410156,assessment,0,"[3.382458760392287, 10.843018335126542, 4.741007727555164]",97.69599914550781
84.91,,,2,4,0,None,0,"[3.043060678605222, 1.9335356901015088, 0.0]",100.0,None,0,"[2.978095657044177, 3.936040520709633, 0.0]",100.0,assessment,0,"[6.709822025223553, 2.8553201488178765, 4.488581409591491]",97.98400115966797,assessment,0,"[4.994929079960618, 9.26270001809896, 5.05732375518776]",96.42400360107422
100.08,,,2,4,0,None,0,"[3.047539182754943, 1.9273738730514107, 0.0]",100.0,None,0,"[2.973147265275171, 3.931779408636848, 0.0]",100.0,assessment,0,"[12.689079171787604, 3.7688090443512654, 4.49259701735991]",96.42400360107422,assessment,0,"[5.005717259419734, 7.669974476209595, 5.040507094293877]",95.31199645996094
115.055,,,2,4,0,None,0,"[3.052940706155797, 1.9216092175202528, 0.0]",100.0,None,0,"[2.967323020624157, 3.928229379099273, 0.0]",100.0,assessment,0,"[18.327694595849596, 4.630227360622781, 4.491741922234993]",95.63999938964844,assessment,0,"[6.394210791226176, 4.790573798795404, 4.919985550901491]",94.76799774169922
129.345,,,2,4,0,None,0,"[3.059385938064543, 1.9169327874837572, 0.0]",100.0,None,0,"[2.9637671271310464, 3.930050049383279, 0.0]",100.0,assessment,0,"[23.601843012828763, 5.435972039254123, 4.490871456564833]",94.8479995727539,assessment,0,"[7.491432213872619, 2.509707874547767, 4.855937754421993]",93.96800231933594
144.055,,,2,4,0,None,0,"[3.062745055573668, 1.91607862285043, 0.0]",100.0,None,0,"[2.9622849646585654, 3.9316192590341865, 0.0]",100.0,assessment,0,"[28.70185528558588, 6.215112988507178, 4.487151084424469]",93.26399993896484,assessment,0,"[10.029783330894604, 3.3897899006417007, 4.506598872599547]",92.6240005493164
157.79,,,2,4,0,None,0,"[3.064564601516693, 1.9161368310006024, 0.0]",100.0,None,0,"[2.9606618873203447, 3.9334006160047843, 0.0]",100.0,assessment,0,"[33.63005906556222, 6.9679869636731855, 4.489019164348189]",92.46399688720703,assessment,0,"[10.802012635223473, 4.649996509129725, 4.518870859040416]",92.39199829101562
171.805,,,2,4,0,None,0,"[3.0661576651783258, 1.9164166707292907, 0.0]",100.0,None,0,"[2.959293582267861, 3.9348557159058513, 0.0]",100.0,assessment,0,"[39.009541215318265, 7.789827350882161, 4.4879635688432264]",90.89600372314453,assessment,0,"[12.493784163702367, 7.49090118389735, 4.544178537074918]",90.89600372314453
186.04,,,2,4,0,None,0,"[3.068311285640903, 1.9171306859093367, 0.0]",100.0,None,0,"[2.9577106321357105, 3.936607868431258, 0.0]",100.0,assessment,0,"[42.839797274047704, 8.377500114271328, 4.486859994834755]",90.11199951171875,assessment,0,"[13.455505593225714, 5.687603411792523, 4.616533522120306]",90.72799682617188
199.105,,,2,4,0,None,0,"[3.0703727010278477, 1.9179627995790132, 0.0]",100.0,None,0,"[2.9563786512245454, 3.9380227672199557, 0.0]",100.0,assessment,0,"[42.355920335925575, 8.327514093677696, 4.417997271232428]",89.31199645996094,assessment,0,"[14.996282669341786, 2.7776598956988323, 4.723671319384949]",89.94400024414062
208.31,,,2,4,0,None,0,"[3.071303607389266, 1.918581696792814, 0.0]",100.0,None,0,"[2.9553558079658315, 3.9391664010125367, 0.0]",100.0,assessment,0,"[42.35105802764257, 8.322790678740546, 4.433918612917862]",88.51200103759766,assessment,0,"[15.694251424845685, 3.339161472777727, 4.690572598500862]",89.2239990234375
218.495,,,2,4,0,None,0,"[3.072006549346296, 1.9189069704520703, 0.0]",100.0,None,0,"[2.9542478222496946, 3.940349066759541, 0.0]",100.0,assessment,0,"[42.32236341891416, 8.30089846617877, 4.445179543471625]",87.72000122070312,assessment,0,"[17.52826397992265, 5.138754592877924, 4.59094389035906]",88.66400146484375
