,event,event_source,allocated_robots,available_robots,teleoperations,pioneer3at_1_cur_maneuver,pioneer3at_1_tasks_counter,pioneer3at_1_pose,pioneer3at_1_battery,pioneer3at_2_cur_maneuver,pioneer3at_2_tasks_counter,pioneer3at_2_pose,pioneer3at_2_battery,UAV_1_cur_maneuver,UAV_1_tasks_counter,UAV_1_pose,UAV_1_battery,UAV_2_cur_maneuver,UAV_2_tasks_counter,UAV_2_pose,UAV_2_battery
0.0,,,0,4,0,None,0,[],100,None,0,[],100,None,0,[],100,None,0,[],100
0.06,,pioneer3at_2,0,4,0,None,0,[],100,None,0,[],100,None,0,[],100,None,0,[],100
8.54,,UAV_2,0,4,0,None,0,"[3.004276062796081, 1.989636464165007, 0.0]",100,None,0,"[2.9980466182143743, 3.976957866187568, 0.0]",100,None,0,"[0.9952293387085536, 1.9916161309117206, 0.6610789347793607]",100,None,0,"[0.9519597858092882, 3.857642447320845, 0.7107900994658115]",100
20.795,,,0,4,0,None,0,"[3.0106325849802853, 1.9753575280245728, 0.0]",100.0,None,0,"[2.995161809592797, 3.9598507242541334, 0.0]",100.0,None,0,"[0.9944957755997833, 1.9893493090008747, 0.6609914143544859]",100.0,None,0,"[0.9560746495206471, 3.851402054112847, 0.7102973974373715]",100.0
28.135,,,1,4,0,None,0,"[3.0146977696132153, 1.9678753973349918, 0.0]",100.0,None,0,"[2.9933030248026355, 3.9492178949030934, 0.0]",100.0,None,0,"[0.9941731125579594, 1.98808262684797, 0.6610184351015964]",100.0,None,0,"[0.9586642065874679, 3.848020722936744, 0.71016589895467]",100.0
30.475,uav_st_assess,UAV_2,1,4,0,None,0,"[3.0162687169334834, 1.9659190611958517, 0.0]",100.0,None,0,"[2.992563116885303, 3.945594519008266, 0.0]",100.0,None,0,"[0.9941367079401139, 1.9877294545349222, 0.6610314509005537]",100.0,assessment,0,"[1.0005016524656594, 3.9020315030423802, 1.5555112178080797]",99.8479995727539
44.96,,,1,4,0,None,0,"[3.0244968385850326, 1.9537352739704696, 0.0]",100.0,None,0,"[2.9888337058053835, 3.9429427055406703, 0.0]",100.0,None,0,"[0.9943299511865057, 1.9852732551850625, 0.6609362106374581]",100.0,assessment,0,"[0.9467524027709746, 3.8776706454725076, 4.533885293115901]",99.1520004272461
52.28,,,2,4,0,None,0,"[3.028552373165487, 1.9479050299653426, 0.0]",100.0,None,0,"[2.987176939317013, 3.942208010944786, 0.0]",100.0,None,0,"[0.9944541711474892, 1.984405524170408, 0.6608885704211779]",100.0,assessment,0,"[3.2192916432815797, 4.147006471105593, 4.536204593951929]",98.51200103759766
56.895,uav_st_assess,UAV_1,2,4,0,None,0,"[3.0327010355766126, 1.9457013428359333, 0.0]",100.0,None,0,"[2.986180444616394, 3.941759299132258, 0.0]",100.0,assessment,0,"[1.007702724564882, 1.9870907348660238, 1.5065293141106346]",100.0,assessment,0,"[5.253378351167921, 4.414613725970522, 4.537250836700211]",98.51200103759766
73.145,,,2,4,0,None,0,"[3.0390910956515023, 1.9388289435541066, 0.0]",100.0,None,0,"[2.981847822483174, 3.9393846281670126, 0.0]",100.0,assessment,0,"[1.9726914144583607, 2.4634135246443445, 4.484750524269021]",98.88800048828125,assessment,0,"[10.86859792116826, 5.152959602745836, 4.538727896855707]",96.9280014038086
89.53,,,2,4,0,None,0,"[3.0437393792657113, 1.9324996163826396, 0.0]",100.0,None,0,"[2.9757238264764574, 3.9342197098783958, 0.0]",100.0,assessment,0,"[7.202103190336988, 5.141955279901034, 4.4833250991979625]",98.10399627685547,assessment,0,"[17.280220993894122, 5.995962131911175, 4.54151672741579]",96.14399719238281
106.285,,,2,4,0,None,0,"[3.0486453153952766, 1.9256711037414187, 0.0]",100.0,None,0,"[2.9715293316987457, 3.93160243151578, 0.0]",100.0,assessment,0,"[12.370317969370092, 7.76767729661926, 4.484973634503216]",96.52799987792969,assessment,0,"[22.912341176267137, 6.736453488386346, 4.543349580638877]",94.58399963378906
121.305,,,2,4,0,None,0,"[3.0549198621946614, 1.920060661635458, 0.0]",100.0,None,0,"[2.9644605782938336, 3.929329256502793, 0.0]",100.0,assessment,0,"[17.07982579112776, 10.160384219738042, 4.4846389129321675]",94.95999908447266,assessment,0,"[28.384736623340206, 7.455958425950953, 4.545100938348084]",93.02400207519531
137.36,,,2,4,0,None,0,"[3.0609632882159445, 1.916362161846469, 0.0]",100.0,None,0,"[2.9626530441388135, 3.931240335045989, 0.0]",100.0,assessment,0,"[14.819755181027029, 10.185307372466642, 5.113547464865409]",94.5199966430664,assessment,0,"[34.45080012641061, 8.253529193019972, 4.545435732406142]",92.27200317382812
153.295,,,2,4,0,None,0,"[3.0636730191561914, 1.916279205955213, 0.0]",100.0,None,0,"[2.961075657220276, 3.9329173331623113, 0.0]",100.0,assessment,0,"[14.432605496886984, 9.20192746736673, 5.098845879817687]",93.55999755859375,assessment,0,"[40.329359249316, 9.026432864495588, 4.548944490291247]",90.72799682617188
167.18,,,2,4,0,None,0,"[3.065688868433778, 1.9164741941127168, 0.0]",100.0,None,0,"[2.9595156898201274, 3.9346387109024494, 0.0]",100.0,assessment,0,"[13.151023701947878, 5.755512804311751, 5.0460937104953185]",92.80000305175781,assessment,0,"[41.15471570064808, 8.69639320846931, 4.586434691586693]",89.95999908447266
