,event,allocated_robots,available_robots,teleoperations,pioneer3at_1_cur_maneuver,pioneer3at_1_tasks_counter,pioneer3at_1_pose,pioneer3at_1_battery,pioneer3at_2_cur_maneuver,pioneer3at_2_tasks_counter,pioneer3at_2_pose,pioneer3at_2_battery,UAV_1_cur_maneuver,UAV_1_tasks_counter,UAV_1_pose,UAV_1_battery,UAV_2_cur_maneuver,UAV_2_tasks_counter,UAV_2_pose,UAV_2_battery
0.0,,0,4,0,None,0,[],100,None,0,[],100,None,0,[],100,None,0,[],100
0.125,,0,4,0,None,0,[],100,None,0,[],100,None,0,[],100,None,0,[],100
0.52,,0,4,0,None,0,[],100,None,0,[],100,None,0,[],100,None,0,[],100
8.465,,0,4,0,None,0,"[3.0026593654896443, 1.0122395290493948, 0.0]",100,None,0,"[2.9983169986696465, 2.982418570066873, 0.0]",100,None,0,"[0.9958033146405316, 0.9976305774058704, 0.6572527970414874]",100,None,0,"[0.9759509154163193, 2.9772184385972764, 0.6821079800491897]",100
21.32,,0,4,0,None,0,"[3.012570256945097, 1.0330420039681691, 0.0]",100.0,None,0,"[2.9948592940476764, 2.967409798501695, 0.0]",100.0,None,0,"[0.9951116183136334, 0.9975110130595346, 0.6572583948020302]",100.0,None,0,"[0.9762579403537388, 2.977770098205113, 0.682091921416267]",100.0
34.67,,0,4,0,None,0,"[3.0189723497932155, 1.0462119980127764, 0.0]",100.0,None,0,"[2.9917540182464006, 2.9519289665078188, 0.0]",100.0,None,0,"[0.993476707132454, 0.9968712055861416, 0.6571703774053844]",100.0,None,0,"[0.9767459544752108, 2.9778140474059818, 0.6820990373733149]",100.0
48.615,,0,4,0,None,0,"[3.0263176198692463, 1.059271133191677, 0.0]",100.0,None,0,"[2.989743208338177, 2.934569372711139, 0.0]",100.0,None,0,"[0.9929219819238212, 0.9957308406493104, 0.6572444524508748]",100.0,None,0,"[0.9772879766296704, 2.978209345964975, 0.6821221176029995]",100.0
50.49,,0,3,0,None,0,"[3.027376078509201, 1.0610053227283496, 0.0]",100.0,None,0,"[2.989727780462879, 2.9316628740402098, 0.0]",100.0,None,0,"[0.9929145964778405, 0.99571968716427, 0.6572333436541974]",100.0,None,0,"[0.9774098159641484, 2.9782137552837096, 0.6821251537547321]",100.0
50.84,rep_self_pos,0,3,0,None,0,"[3.0276014624582546, 1.061340492842917, 0.0]",100.0,None,0,"[2.9896826530716845, 2.9311860760366732, 0.0]",100.0,None,0,"[0.992900361520081, 0.9956706461013259, 0.6572223627311763]",100.0,None,0,"[0.9774421537016047, 2.9782055789767856, 0.6821256786222621]",100.0
51.31,req_assist,0,3,0,None,0,"[3.0278254855607023, 1.061732682690713, 0.0]",100.0,None,0,"[2.9895877361783354, 2.9305942281124597, 0.0]",100.0,None,0,"[0.9929119814673879, 0.995660431389486, 0.6572225259637866]",100.0,None,0,"[0.9775800421067747, 2.978405139775087, 0.682140656061687]",100.0
60.895,call_tele,0,3,0,None,0,"[3.03339782357586, 1.0703440688004715, 0.0]",100.0,None,0,"[2.9856017551223295, 2.918952566843856, 0.0]",100.0,None,0,"[0.9924451286505918, 0.995608426409189, 0.6572305157380484]",100.0,None,0,"[0.9779718069957642, 2.9783775767816034, 0.6821429786750681]",100.0
63.04,st_tele,0,3,1,teleoperation,0,"[3.0347222197639483, 1.0722624371933005, 0.0]",100.0,None,0,"[2.9845364371450374, 2.9165181765543133, 0.0]",100.0,None,0,"[0.9922982712239627, 0.9957692641513908, 0.6572292725408643]",100.0,None,0,"[0.9783233051815471, 2.9784774719959426, 0.6821602828304271]",100.0
76.765,,0,3,1,teleoperation,0,"[3.043403657206488, 1.084216489056601, 0.0]",100.0,None,0,"[2.9781079092606406, 2.9025641342194133, 0.0]",100.0,None,0,"[0.9912323563780036, 0.9956823098073725, 0.6572192292458481]",100.0,None,0,"[0.9790765304842785, 2.9787100580767825, 0.6821846289554355]",100.0
89.87,,0,3,1,teleoperation,0,"[3.0524270807724183, 1.095447773206145, 0.0]",100.0,None,0,"[2.951225838376379, 2.8676868798858894, 0.0]",100.0,None,0,"[0.9898142175599473, 0.9950275234762678, 0.6571720921630687]",100.0,None,0,"[0.9795975620534334, 2.978854587219025, 0.6821947783774954]",100.0
93.53,,0,3,1,teleoperation,0,"[3.0551083626943947, 1.0985981996533134, 0.0]",100.0,None,0,"[2.9400996655999445, 2.851364170702934, 0.0]",100.0,None,0,"[0.9899210936628339, 0.9952404967270493, 0.6571737507637209]",100.0,None,0,"[0.9798636986497975, 2.978865678312471, 0.6822014078094912]",100.0
