,event,event_source,allocated_robots,available_robots,teleoperations,pioneer3at_1_cur_maneuver,pioneer3at_1_tasks_counter,pioneer3at_1_pose,pioneer3at_1_battery,pioneer3at_2_cur_maneuver,pioneer3at_2_tasks_counter,pioneer3at_2_pose,pioneer3at_2_battery,UAV_1_cur_maneuver,UAV_1_tasks_counter,UAV_1_pose,UAV_1_battery,UAV_2_cur_maneuver,UAV_2_tasks_counter,UAV_2_pose,UAV_2_battery
0.0,,,0,4,0,None,0,[],100,None,0,[],100,None,0,[],100,None,0,[],100
0.115,,pioneer3at_2,0,4,0,None,0,[],100,None,0,[],100,None,0,[],100,None,0,[],100
0.22,,UAV_1,0,4,0,None,0,[],100,None,0,[],100,None,0,[],100,None,0,[],100
0.305,,pioneer3at_1,0,4,0,None,0,[],100,None,0,"[3.002310419717775, 2.9928682666631667, 0.0]",100,None,0,[],100,None,0,[],100
0.525,,UAV_2,0,4,0,None,0,[],100,None,0,"[3.00117999611563, 2.99202417323793, 0.0]",100,None,0,[],100,None,0,[],100
6.58,,,0,4,0,None,0,"[3.002747189445247, 1.0123808035899025, 0.0]",100,None,0,"[2.998684110463909, 2.9847373022146355, 0.0]",100,None,0,"[0.9970448957461397, 0.9990866098231805, 0.6572502562894665]",100,None,0,"[0.9750628206835663, 2.96756775163715, 0.681875340239784]",100
18.66,,,0,4,0,None,0,"[3.012260537119812, 1.0323262273920317, 0.0]",100.0,None,0,"[2.9954643991370404, 2.9705237361388623, 0.0]",100.0,None,0,"[0.9964317943886387, 0.9986157317395085, 0.657252160068538]",100.0,None,0,"[0.975539496410061, 2.9676322228464924, 0.6818887516770739]",100.0
31.52,,,0,4,0,None,0,"[3.018366145309377, 1.045084346944945, 0.0]",100.0,None,0,"[2.9923395555912187, 2.9556479608123714, 0.0]",100.0,None,0,"[0.9962941439305287, 0.998301396954752, 0.6572220845184824]",100.0,None,0,"[0.9762364034909133, 2.9676442952732702, 0.6819062767573657]",100.0
43.3,,,0,4,0,None,0,"[3.024509975441427, 1.0562065710782516, 0.0]",100.0,None,0,"[2.9903617459294276, 2.941450313569047, 0.0]",100.0,None,0,"[0.9961458293425524, 0.9981697132829379, 0.6572482098868059]",100.0,None,0,"[0.9767501334576311, 2.967823502001265, 0.6819236066372499]",100.0
50.11,,,1,4,0,None,0,"[3.028277128002519, 1.0624584215322346, 0.0]",100.0,None,0,"[2.989608274439624, 2.93246587441474, 0.0]",100.0,None,0,"[0.9957850696392876, 0.998011126349894, 0.6572108483492926]",100.0,None,0,"[0.9771400314641444, 2.9678167954557733, 0.6819328374845912]",100.0
53.945,uav_st_assess,UAV_2,1,4,0,None,0,"[3.0304535184207335, 1.0658846483750783, 0.0]",100.0,None,0,"[2.9892005721601156, 2.927079242130011, 0.0]",100.0,None,0,"[0.9957860166461127, 0.9979718527158552, 0.6571880507163347]",100.0,assessment,0,"[1.0057196420754826, 2.9850556951361145, 1.5521899074340175]",100.0
66.605,,,1,4,0,None,0,"[3.0381176836962895, 1.0770937172886421, 0.0]",100.0,None,0,"[2.9828832340107203, 2.9132268758798143, 0.0]",100.0,None,0,"[0.9958799881465479, 0.9981063164521236, 0.6572504732806056]",100.0,assessment,0,"[5.283828175471987, 3.3352406234602046, 1.795111666811608]",99.42400360107422
79.47,,,1,4,0,None,0,"[3.0464929654758373, 1.088205202897151, 0.0]",100.0,None,0,"[2.9754067707177567, 2.9005915573728354, 0.0]",100.0,None,0,"[0.9958660129468787, 0.9983205724072797, 0.6572499369182949]",100.0,assessment,0,"[9.876588307874853, 3.7090897380536845, 2.027628673822313]",98.63200378417969
90.28,,,1,4,0,None,0,"[3.054159457098934, 1.0974921182270831, 0.0]",100.0,None,0,"[2.949689949669834, 2.865860749992435, 0.0]",100.0,None,0,"[0.9959475888803547, 0.9984669785926127, 0.6572414242969692]",100.0,assessment,0,"[14.197939270994759, 4.060672308715684, 2.263936402717978]",97.05599975585938
101.525,,,1,4,0,None,0,"[3.0625612921530783, 1.1070329138492265, 0.0]",100.0,None,0,"[2.9143376686907088, 2.811220665016634, 0.0]",100.0,None,0,"[0.9958849748639687, 0.9983392817573543, 0.657207101279103]",100.0,assessment,0,"[18.328976610810123, 4.396770511863252, 2.499797233019826]",96.25599670410156
113.205,,,1,4,0,None,0,"[3.074914278386594, 1.1211342924633203, 0.0]",100.0,None,0,"[2.9081835343585403, 2.7841619382706284, 0.0]",100.0,None,0,"[0.9958879180347765, 0.9982561937743638, 0.6572503832250848]",100.0,assessment,0,"[22.476134828040344, 4.734172989435421, 2.7290691421998643]",95.46399688720703
125.035,,,1,4,0,None,0,"[3.090833393887955, 1.1385912658332324, 0.0]",100.0,None,0,"[2.9144450459329594, 2.7714994704456015, 0.0]",100.0,None,0,"[0.9958013455958322, 0.9983500549281437, 0.6572479451279111]",100.0,assessment,0,"[26.863641772540547, 5.0911348482213405, 2.9643002798891516]",94.6719970703125
137.1,,,1,4,0,None,0,"[3.108411293372731, 1.1579829818905898, 0.0]",100.0,None,0,"[2.922113696410382, 2.7556063338825174, 0.0]",100.0,None,0,"[0.9958152695905803, 0.9983258197441537, 0.6572492958636507]",100.0,assessment,0,"[31.436118620561782, 5.463147664633091, 3.205842753771427]",93.88800048828125
148.91,,,1,4,0,None,0,"[3.121483145923923, 1.1726264754977482, 0.0]",100.0,None,0,"[2.9291411123955657, 2.733566226323581, 0.0]",100.0,None,0,"[0.9958833661897416, 0.9982923467716337, 0.6572501558912435]",100.0,assessment,0,"[35.716951401453244, 5.8114280142083, 3.437997061227671]",93.10399627685547
158.345,,,1,4,0,None,0,"[3.12635655243151, 1.1786448687722573, 0.0]",100.0,None,0,"[2.9369880576767464, 2.716177754238777, 0.0]",100.0,None,0,"[0.9958329888531334, 0.9983556486983896, 0.6571736055683807]",100.0,assessment,0,"[39.17587414527358, 6.092840299381698, 3.619502075448226]",92.3280029296875
