,event,event_source,allocated_robots,available_robots,teleoperations,pioneer3at_1_cur_maneuver,pioneer3at_1_tasks_counter,pioneer3at_1_pose,pioneer3at_1_battery,UAV_1_cur_maneuver,UAV_1_tasks_counter,UAV_1_pose,UAV_1_battery
0.0,,,0,2,0,None,0,[],100,None,0,[],100
0.12,,pioneer3at_1,0,2,0,None,0,[],100,None,0,"[0.9986677035859747, 0.998295169596392, 0.6536140002116432]",100
25.365,,UAV_1,0,2,0,None,0,"[3.0153181235240223, 1.0387715434526814, 0.0]",100.0,None,0,"[0.9980376474173462, 0.9991283522199866, 0.6572573963481491]",100.0
43.3,,,0,2,0,None,0,"[3.024497287689748, 1.0560981109867735, 0.0]",100.0,None,0,"[0.9975448958551001, 0.9988050809005774, 0.657259473816555]",100.0
58.655,,,0,2,0,None,0,"[3.033218298291871, 1.069967659971288, 0.0]",100.0,None,0,"[0.9975118742322847, 0.9984330132188359, 0.6572609152722185]",100.0
73.06,,,0,2,0,None,0,"[3.0422067603497323, 1.082585949667473, 0.0]",100.0,None,0,"[0.997541659445433, 0.9980575645440369, 0.6572616944838282]",100.0
88.585,,,0,2,0,None,0,"[3.0528689601217924, 1.0959632162987123, 0.0]",100.0,None,0,"[0.997380563629082, 0.9978815738013511, 0.6572548728133966]",100.0
103.515,,,0,2,0,None,0,"[3.0639988387413175, 1.1086287281383131, 0.0]",100.0,None,0,"[0.997428984543368, 0.9976806714530742, 0.6572612012911999]",100.0
118.39,,,0,2,0,None,0,"[3.0816270994717936, 1.128313097118515, 0.0]",100.0,None,0,"[0.9972201110389031, 0.9975498951075245, 0.6572166938289762]",100.0
123.485,,,1,2,0,None,0,"[3.0890165863148864, 1.1363010098140323, 0.0]",100.0,None,0,"[0.9973895618788328, 0.9976100414496923, 0.6572610908844887]",100.0
127.9,on_gs,pioneer3at_1,1,2,0,None,0,"[3.0950374410831825, 1.141622659890911, 0.0]",100.0,None,0,"[0.9972438760882555, 0.9976930896167763, 0.6571938986560949]",100.0
129.29,on_vs,pioneer3at_1,1,2,0,None,0,"[3.0973350068551198, 1.143788883755788, 0.0]",100.0,None,0,"[0.9973285843208092, 0.9976969071828112, 0.6572604123297996]",100.0
132.955,st_app,pioneer3at_1,1,2,0,approach,0,"[4.079052627486841, 1.0084640283335202, 0.0]",99.80690002441406,None,0,"[0.9972280210780742, 0.9977806262785996, 0.6571935886028528]",100.0
133.965,off_gs,pioneer3at_1,1,2,0,approach,0,"[4.507316634269518, 1.023699303667227, 0.0]",99.80690002441406,None,0,"[0.9973424101899458, 0.9977742087270299, 0.6572602075063966]",100.0
146.255,,,1,2,0,approach,0,"[9.276470578221682, 2.5170516451780114, 0.0]",99.05840301513672,None,0,"[0.9969460354336418, 0.9978324758022371, 0.6572299146028187]",100.0
156.995,,,1,2,0,approach,0,"[13.554783740278543, 3.191431568139575, 0.0]",98.31839752197266,None,0,"[0.9974157602278825, 0.9980990482913806, 0.6571911795867339]",100.0
