,event,allocated_robots,available_robots,teleoperations,pioneer3at_1_cur_maneuver,pioneer3at_1_tasks_counter,pioneer3at_1_pose,pioneer3at_1_battery,pioneer3at_2_cur_maneuver,pioneer3at_2_tasks_counter,pioneer3at_2_pose,pioneer3at_2_battery,UAV_1_cur_maneuver,UAV_1_tasks_counter,UAV_1_pose,UAV_1_battery,UAV_2_cur_maneuver,UAV_2_tasks_counter,UAV_2_pose,UAV_2_battery
0.0,,0,4,0,None,0,[],100,None,0,[],100,None,0,[],100,None,0,[],100
0.11,,0,4,0,None,0,[],100,None,0,[],100,None,0,"[1.0000000051948754, 1.0, 0.6534936376386783]",100,None,0,[],100
7.765,,0,4,0,None,0,"[3.002913265389174, 1.0128246809300894, 0.0]",100,None,0,"[2.9988534000266056, 2.9847531307787176, 0.0]",100,None,0,"[0.9967631140610728, 1.00005481568342, 0.6572563494573599]",100,None,0,"[0.9752584627429851, 2.977894891328897, 0.682123126096211]",100
20.405,,0,4,0,None,0,"[3.0126149559740707, 1.0331440712811126, 0.0]",100.0,None,0,"[2.995462415253447, 2.969925801587926, 0.0]",100.0,None,0,"[0.996184210866043, 0.9994493882293175, 0.657203236128021]",100.0,None,0,"[0.9754555526168294, 2.9782613725200355, 0.6820854937476855]",100.0
32.485,,0,4,0,None,0,"[3.018366145309377, 1.045084346944945, 0.0]",100.0,None,0,"[2.992420095112803, 2.955969218276966, 0.0]",100.0,None,0,"[0.9957459628278658, 0.9988004071911086, 0.6572195320242771]",100.0,None,0,"[0.9761387265631262, 2.9784227267645678, 0.6821061954379286]",100.0
43.39,,1,4,0,None,0,"[3.024020701125106, 1.0554020022687147, 0.0]",100.0,None,0,"[2.9904789340502758, 2.9427865627152823, 0.0]",100.0,None,0,"[0.9959152167206495, 0.9989498579089585, 0.6572259792115318]",100.0,None,0,"[0.9768015735771898, 2.9785371750214167, 0.6821250991484483]",100.0
44.03,on_vs,1,4,0,None,0,"[3.0243452145653684, 1.0559579420113734, 0.0]",100.0,None,0,"[2.990466183381514, 2.9420217967795055, 0.0]",100.0,None,0,"[0.9959420619016084, 0.9989165596019309, 0.657246221491414]",100.0,None,0,"[0.9766556795984832, 2.978428837255102, 0.6821123127187025]",100.0
46.75,st_app,1,4,0,None,0,"[3.025877142397907, 1.0585092257957374, 0.0]",100.0,approach,0,"[2.989934892621766, 2.9386349004655803, 0.0]",100.0,None,0,"[0.9959566644649123, 0.998845878456142, 0.6572427392990962]",100.0,None,0,"[0.9768278504064251, 2.978453958538392, 0.6821170694444383]",100.0
54.585,,2,4,0,None,0,"[3.0302797887469475, 1.065615384425724, 0.0]",100.0,approach,0,"[2.9893423208693517, 2.9277770715815676, 0.0]",99.68099975585938,None,0,"[0.9958044955761318, 0.9988059698708543, 0.6572170542166167]",100.0,None,0,"[0.9773863555090188, 2.9787705552439148, 0.6821454069438899]",100.0
54.99,on_gs,2,4,0,None,0,"[3.0305115478293123, 1.0659458075290271, 0.0]",100.0,approach,0,"[2.9892910529310646, 2.9272934794386725, 0.0]",99.68099975585938,None,0,"[0.9958331468725129, 0.9987582572050574, 0.6572493289170226]",100.0,None,0,"[0.9772784680513485, 2.9786014366504254, 0.6821319014343724]",100.0
55.595,on_vs,2,4,0,None,0,"[3.030860165084405, 1.0665121352410454, 0.0]",100.0,approach,0,"[2.9891099824010876, 2.9264977142523976, 0.0]",99.68099975585938,None,0,"[0.99575967548203, 0.9987392569596606, 0.6572121361523076]",100.0,None,0,"[0.9773954934727827, 2.978840244479659, 0.6821476509568922]",100.0
59.695,st_exp,2,4,0,exploration,0,"[3.0332782544901398, 1.0701666548848232, 0.0]",100.0,approach,0,"[2.9870084759811646, 2.921563860721396, 0.0]",99.68099975585938,None,0,"[0.9956569980280342, 0.998820668715067, 0.6572474343561838]",100.0,None,0,"[0.9777177372079625, 2.978815314263721, 0.6821543362591657]",100.0
71.635,,2,4,0,exploration,0,"[3.040726493567308, 1.0806659786656265, 0.0]",99.18620300292969,approach,0,"[2.9810354506310297, 2.9092362355927937, 0.0]",98.70099639892578,None,0,"[0.9958507052148136, 0.9989566329847805, 0.6572485421689238]",100.0,None,0,"[0.9782952910662057, 2.979128650830346, 0.6821769647681952]",100.0
82.745,,2,4,0,exploration,0,"[3.0481352958019166, 1.0902356669026396, 0.0]",98.64620208740234,approach,0,"[2.972953170696754, 2.8992499269072263, 0.0]",98.21099853515625,None,0,"[0.99572816727779, 0.9989875056248081, 0.6572479281365972]",100.0,None,0,"[0.9788061918669377, 2.97914597310033, 0.6821833195476795]",100.0
83.17,,2,4,0,exploration,0,"[3.0484152718922495, 1.0906061823021354, 0.0]",98.64620208740234,approach,0,"[2.972454562486283, 2.899010438367861, 0.0]",98.21099853515625,None,0,"[0.9957415602293743, 0.9990227540598867, 0.6572473607337576]",100.0,None,0,"[0.9791024517136107, 2.9791783095104014, 0.6821976409325347]",100.0
