,event,event_source,allocated_robots,available_robots,teleoperations,pioneer3at_1_cur_maneuver,pioneer3at_1_tasks_counter,pioneer3at_1_pose,pioneer3at_1_battery,UAV_1_cur_maneuver,UAV_1_tasks_counter,UAV_1_pose,UAV_1_battery
0.0,,,0,2,0,None,0,[],100,None,0,[],100
3.535,,UAV_1,0,2,0,None,0,"[3.001021624912283, 1.005704456784298, 0.0]",100,None,0,"[0.9987808636341446, 0.9993735340009786, 0.6572678674046017]",100
5.28,,pioneer3at_1,0,2,0,None,0,"[3.001579058670921, 1.0093858180597863, 0.0]",100,None,0,"[0.9987145388110629, 0.9994334102198386, 0.6572349718903706]",100
25.335,,,0,2,0,None,0,"[3.015338491578701, 1.0388497082594506, 0.0]",100.0,None,0,"[0.9980404876858907, 0.9990611281491601, 0.6572915057890023]",100.0
42.335,,,0,2,0,None,0,"[3.023957150765575, 1.0551705085833418, 0.0]",100.0,None,0,"[0.9975920596046063, 0.9988133383825784, 0.6572212948321806]",100.0
57.79,,,0,2,0,None,0,"[3.032683439406621, 1.0691675838252215, 0.0]",100.0,None,0,"[0.9975132919603246, 0.9984539244249454, 0.657227484761274]",100.0
75.265,,,0,2,0,None,0,"[3.0436243691291613, 1.084476685300008, 0.0]",100.0,None,0,"[0.9975233584629617, 0.9980318536923468, 0.6572552006112241]",100.0
91.775,,,0,2,0,None,0,"[3.0551497683398594, 1.0986151263946007, 0.0]",100.0,None,0,"[0.997280291907259, 0.9978037407812155, 0.6572893154081706]",100.0
96.285,,,1,2,0,None,0,"[3.058304922793065, 1.1022559889049717, 0.0]",100.0,None,0,"[0.9971786505510377, 0.9978347406369534, 0.6572593573630533]",100.0
97.71,on_vs,pioneer3at_1,1,2,0,None,0,"[3.0595474946484793, 1.1036265251149289, 0.0]",100.0,None,0,"[0.9972478889113927, 0.9977735651615205, 0.6572873666203747]",100.0
101.79,st_app,pioneer3at_1,1,2,0,approach,0,"[3.114113620853691, 1.0963534403870532, 0.0]",99.78019714355469,None,0,"[0.99750656902203, 0.9976900864411052, 0.6571743799391965]",100.0
113.88,,,1,2,0,approach,0,"[7.729165511217855, 1.7128088341464596, 0.0]",99.04019927978516,None,0,"[0.9973388856903135, 0.9974819143060413, 0.6572609017299238]",100.0
126.075,,,1,2,0,approach,0,"[12.661083632339682, 2.533813004422832, 0.0]",98.30020141601562,None,0,"[0.9973508519801889, 0.9976111181417757, 0.6572550017667343]",100.0
137.57,,,1,2,0,approach,0,"[17.3505919962534, 2.919823440481775, 0.0]",97.5602035522461,None,0,"[0.997290657651411, 0.9978365968427378, 0.657259671168121]",100.0
150.17,,,1,2,0,approach,0,"[22.482466442850594, 3.4771557442960512, 0.0]",96.82019805908203,None,0,"[0.9970825090086562, 0.9979762449260562, 0.6572537426807024]",100.0
163.03,,,1,2,0,approach,0,"[27.67880455707094, 4.249831218777336, 0.0]",95.34020233154297,None,0,"[0.9971439039440252, 0.9980885634386008, 0.6572581888309408]",100.0
173.905,,,1,2,0,approach,0,"[32.03254221198772, 5.125310881224419, 0.0]",94.6001968383789,None,0,"[0.9970777149569756, 0.9982243156885995, 0.6572577852729881]",100.0
185.685,,,1,2,0,approach,0,"[36.76792302726524, 6.155000918358606, 0.0]",93.86019897460938,None,0,"[0.996622233844523, 0.9981728361644236, 0.6572123680421956]",100.0
196.705,,,0,2,0,approach,1,"[39.62001075345696, 6.87359439925442, 0.0]",93.12020111083984,None,0,"[0.9964993792638983, 0.9976189575107773, 0.6572567306071443]",100.0
196.84,end_app,pioneer3at_1,1,2,0,None,1,"[39.61949485493886, 6.874883132471895, 0.0]",93.12020111083984,None,0,"[0.9965030887153455, 0.9976240762041204, 0.6572568492974793]",100.0
210.8,,,1,2,0,None,1,"[39.61369456042613, 6.897074020135803, 0.0]",92.64119720458984,None,0,"[0.9961037397457457, 0.997371743707188, 0.657227280065273]",100.0
224.33,,,1,2,0,None,1,"[39.61521342662055, 6.897641920900207, 0.0]",92.55120086669922,None,0,"[0.9957801471464153, 0.9978252979541118, 0.6572501699914031]",100.0
237.405,,,1,2,0,None,1,"[39.616734693957476, 6.898434256034645, 0.0]",92.46119689941406,None,0,"[0.9957364183094717, 0.9978978116614882, 0.6572495998109106]",100.0
