,event,event_source,allocated_robots,available_robots,teleoperations,pioneer3at_1_cur_maneuver,pioneer3at_1_tasks_counter,pioneer3at_1_pose,pioneer3at_1_battery,UAV_1_cur_maneuver,UAV_1_tasks_counter,UAV_1_pose,UAV_1_battery
0.0,,,0,2,0,None,0,[],100,None,0,[],100
1.8599999999999999,,UAV_1,0,2,0,None,0,"[3.000974344423923, 1.0045630893491686, 0.0]",100,None,0,"[0.998874409870138, 0.9993673051344001, 0.6572140198002339]",100
1.865,,pioneer3at_1,0,2,0,None,0,"[3.000974344423923, 1.0045630893491686, 0.0]",100,None,0,"[0.9989237170942125, 0.9994652949983079, 0.657236578757772]",100
22.11,,,0,2,0,None,0,"[3.0143660025331314, 1.0367722859612871, 0.0]",100.0,None,0,"[0.9981531358843334, 0.9992614241837191, 0.6572309596497725]",100.0
37.76,,,0,2,0,None,0,"[3.0220989126494775, 1.051896711303525, 0.0]",100.0,None,0,"[0.9977699739403797, 0.9988027136420379, 0.6572072238426047]",100.0
53.13,,,0,2,0,None,0,"[3.03060567146313, 1.0660273798142896, 0.0]",100.0,None,0,"[0.9974500547246683, 0.9984908564136403, 0.6572027119206083]",100.0
63.55,,,1,2,0,None,0,"[3.036864237096671, 1.0752641242759613, 0.0]",100.0,None,0,"[0.9975202722592247, 0.998360480310018, 0.6572285269032234]",100.0
64.345,on_gs,pioneer3at_1,1,2,0,None,0,"[3.0373609517752698, 1.075965768518316, 0.0]",100.0,None,0,"[0.9975585903978668, 0.9982851468631025, 0.6572613396772978]",100.0
65.505,on_vs,pioneer3at_1,1,2,0,None,0,"[3.038083207213454, 1.0770044890025932, 0.0]",100.0,None,0,"[0.9974959968893371, 0.9983192456980466, 0.6572218666010963]",100.0
69.185,st_app,pioneer3at_1,1,2,0,approach,0,"[4.030132991237514, 1.0254816973862466, 0.0]",100.0,None,0,"[0.997595323933365, 0.9982054795724404, 0.6572619127187409]",100.0
69.89,off_gs,pioneer3at_1,1,2,0,approach,0,"[4.336439024981231, 1.0396088548588143, 0.0]",100.0,None,0,"[0.9975980844608975, 0.9981789392554511, 0.657261459429687]",100.0
70.505,on_gs,pioneer3at_1,1,2,0,approach,0,"[4.579110660185159, 1.0640099645735273, 0.0]",100.0,None,0,"[0.997560698405505, 0.9981626172904988, 0.657261641633878]",100.0
71.47,off_gs,pioneer3at_1,1,2,0,approach,0,"[4.984522929103585, 1.1185420416681422, 0.0]",99.57379913330078,None,0,"[0.9975775376048154, 0.9981602367303393, 0.6572617456020617]",100.0
72.395,on_gs,pioneer3at_1,1,2,0,approach,0,"[5.306865700701859, 1.1757267105588565, 0.0]",99.57379913330078,None,0,"[0.9975488685717627, 0.998124589432228, 0.6572261905285609]",100.0
73.755,off_gs,pioneer3at_1,1,2,0,approach,0,"[5.887421632836846, 1.297220361496158, 0.0]",99.57379913330078,None,0,"[0.9975719071497048, 0.9980954036562536, 0.6572618913190744]",100.0
74.7,on_gs,pioneer3at_1,1,2,0,approach,0,"[6.266061298260533, 1.3913142632876125, 0.0]",99.57379913330078,None,0,"[0.9976094044816834, 0.9980047004245579, 0.657201324845622]",100.0
75.55,off_gs,pioneer3at_1,1,2,0,approach,0,"[6.600471601959575, 1.4866058733293304, 0.0]",99.57379913330078,None,0,"[0.997561934637406, 0.9980707081276587, 0.6572617557370722]",100.0
76.43,on_gs,pioneer3at_1,1,2,0,approach,0,"[6.954924919680618, 1.5892572513338712, 0.0]",99.57379913330078,None,0,"[0.9975608883804191, 0.9980502242602484, 0.6572616040941456]",100.0
77.155,off_gs,pioneer3at_1,1,2,0,approach,0,"[7.229660461074372, 1.6699247966772042, 0.0]",99.57379913330078,None,0,"[0.9975860919028193, 0.9979667959162974, 0.6571839975426583]",100.0
77.915,on_gs,pioneer3at_1,1,2,0,approach,0,"[7.5228249433510355, 1.7589751156456972, 0.0]",99.57379913330078,None,0,"[0.9974445340499575, 0.9980293284354779, 0.6572606317386002]",100.0
79.18,off_gs,pioneer3at_1,1,2,0,approach,0,"[8.029466325544096, 1.9165919489530716, 0.0]",99.57379913330078,None,0,"[0.9974149143253976, 0.9980365688935109, 0.6572026386972807]",100.0
