,event,event_source,allocated_robots,available_robots,teleoperations,pioneer3at_1_cur_maneuver,pioneer3at_1_tasks_counter,pioneer3at_1_pose,pioneer3at_1_battery,UAV_1_cur_maneuver,UAV_1_tasks_counter,UAV_1_pose,UAV_1_battery
0.0,,,0,2,0,None,0,[],100,None,0,[],100
0.105,,UAV_1,0,2,0,None,0,[],100,None,0,[],100
0.46,,pioneer3at_1,0,2,0,None,0,[],100,None,0,[],100
18.62,,,0,2,0,None,0,"[3.0125373138261127, 1.0327944027244302, 0.0]",100.0,None,0,"[0.9982867248837235, 0.9993518070685778, 0.6572637583803702]",100.0
34.465,,,0,2,0,None,0,"[3.0204159090041367, 1.0487890191628126, 0.0]",100.0,None,0,"[0.9978094692632238, 0.9990184695720792, 0.6572613660321276]",100.0
50.36,,,0,2,0,None,0,"[3.0290232387414218, 1.0635189741779492, 0.0]",100.0,None,0,"[0.9974644485370684, 0.9986406479309702, 0.6572590628414506]",100.0
64.47,,,0,2,0,None,0,"[3.0374232165248043, 1.0760534036559208, 0.0]",100.0,None,0,"[0.9976637569494654, 0.9982041550138733, 0.6571716217315109]",100.0
79.43,,,0,2,0,None,0,"[3.047190412931586, 1.08903812568513, 0.0]",100.0,None,0,"[0.9975167125513202, 0.9979131328457654, 0.657183021148788]",100.0
85.56,,,1,2,0,None,0,"[3.051440920203239, 1.0942575324662935, 0.0]",100.0,None,0,"[0.997490292000394, 0.9977235668797926, 0.6571993867052246]",100.0
86.57,on_gs,pioneer3at_1,1,2,0,None,0,"[3.0522242109245727, 1.0951959527288049, 0.0]",100.0,None,0,"[0.9973984393358737, 0.9977539407893509, 0.6572549663344511]",100.0
88.015,on_vs,pioneer3at_1,1,2,0,None,0,"[3.0532609395351176, 1.0964015321191958, 0.0]",100.0,None,0,"[0.9973974751617684, 0.9978380390011853, 0.6572607464140423]",100.0
92.47,st_app,pioneer3at_1,1,2,0,approach,0,"[3.257196810216574, 1.0649781171875745, 0.0]",99.7844009399414,None,0,"[0.9972978502833293, 0.9978699227379468, 0.6572588288973621]",100.0
104.115,,,1,2,0,approach,0,"[7.865774749669573, 1.8595955725709172, 0.0]",98.99440002441406,None,0,"[0.9973867548081353, 0.9977179288206145, 0.6572601006314764]",100.0
116.08,,,1,2,0,approach,0,"[12.600415462546293, 3.0741506374744305, 0.0]",98.20439910888672,None,0,"[0.997298323849485, 0.9974982300258348, 0.6572034072838936]",100.0
127.8,,,1,2,0,approach,0,"[17.337651862655836, 3.794919805620685, 0.0]",97.41439819335938,None,0,"[0.9973328217053719, 0.9976187396052828, 0.6572601693100169]",100.0
138.805,,,1,2,0,approach,0,"[21.79438993351106, 4.460517052406015, 0.0]",96.62439727783203,None,0,"[0.9972575397633708, 0.9978299702875939, 0.6572594905678607]",100.0
151.67,,,1,2,0,approach,0,"[27.018983655975152, 5.248227574914945, 0.0]",95.04440307617188,None,0,"[0.9970769376221285, 0.9980172844408121, 0.6572574793142487]",100.0
164.11,,,1,2,0,approach,0,"[32.05816605183033, 5.85073578423361, 0.0]",94.25440216064453,None,0,"[0.9971432350161255, 0.9980878891697614, 0.6572525093386924]",100.0
176.435,,,1,2,0,approach,0,"[37.06737009574069, 6.538955778755658, 0.0]",93.46440124511719,None,0,"[0.9970812892891016, 0.9982222638816614, 0.6572576558150469]",100.0
186.11,,,0,2,0,approach,1,"[39.61671860314998, 6.902547780711769, 0.0]",92.67440032958984,None,0,"[0.9966327613927424, 0.998149337108812, 0.6572147849506842]",100.0
186.16,end_app,pioneer3at_1,0,2,0,None,1,"[39.616688185992274, 6.902546616579402, 0.0]",92.67440032958984,None,0,"[0.9967130261401653, 0.9981675474201541, 0.6572551878355856]",100.0
186.895,off_vs,pioneer3at_1,1,2,0,None,1,"[39.616150005476186, 6.902556852256393, 0.0]",92.67440032958984,None,0,"[0.9966518916549082, 0.9981438710849952, 0.6572556171123924]",100.0
187.82,on_vs,pioneer3at_1,1,2,0,None,1,"[39.61534198469616, 6.902629424709656, 0.0]",92.67440032958984,None,0,"[0.9966469654788779, 0.9980377857488131, 0.6572556964549146]",100.0
191.865,st_app,pioneer3at_1,1,2,0,approach,1,"[39.611171331095115, 6.9051548631366675, 0.0]",92.07270050048828,None,0,"[0.9966325519878112, 0.9977173519111106, 0.6572557264458454]",100.0
201.84,,,1,2,0,approach,1,"[39.61380141167833, 6.9191678522780915, 0.0]",91.28269958496094,None,0,"[0.9963961238666431, 0.9975272773635256, 0.6572449274362896]",100.0
213.835,,,1,2,0,approach,1,"[39.709715538845565, 7.3842649165427785, 0.0]",90.4926986694336,None,0,"[0.9959872718015019, 0.997473743248339, 0.6572532727418613]",100.0
226.2,,,1,2,0,approach,1,"[42.47580830364382, 7.956686175117262, 0.0]",89.70269775390625,None,0,"[0.9957301561620407, 0.9977952284866485, 0.6571869917856249]",100.0
235.505,gas_found,pioneer3at_1,1,2,0,approach,1,"[45.90863638432405, 9.524807889903206, 0.0]",88.9126968383789,None,0,"[0.9956813469840768, 0.9979149548699402, 0.6572093362479112]",100.0
236.04,rep_gas,pioneer3at_1,1,2,0,approach,1,"[46.07594103575831, 9.641743448650596, 0.0]",88.9126968383789,None,0,"[0.9957351280294424, 0.997899022209407, 0.6572495426233176]",100.0
247.57,gas_found,pioneer3at_1,1,2,0,approach,1,"[49.82536677707975, 12.243698803704497, 0.0]",88.1227035522461,None,0,"[0.9955498539722911, 0.9987613495548806, 0.657192756526478]",100.0
248.43,rep_gas,pioneer3at_1,1,2,0,approach,1,"[50.066426339086526, 12.401295351611862, 0.0]",88.1227035522461,None,0,"[0.9955692472563106, 0.9987109738582924, 0.6570605630091355]",100.0
260.205,,,1,2,0,approach,1,"[54.20796750688953, 14.877931157076178, 0.0]",87.33270263671875,None,0,"[0.9948596209196623, 0.9988574894018187, 0.657045609347992]",100.0
271.575,,,1,2,0,approach,1,"[58.23188977892212, 17.223598996941103, 0.0]",85.75270080566406,None,0,"[0.9944854434194039, 0.9989610442187995, 0.6571736677272053]",100.0
273.21,gas_found,pioneer3at_1,1,2,0,approach,1,"[58.77005870181254, 17.573260646039177, 0.0]",85.75270080566406,None,0,"[0.9943834695012447, 0.998983456472764, 0.657172862269605]",100.0
273.91,rep_gas,pioneer3at_1,1,2,0,approach,1,"[59.032435063977694, 17.731854702189576, 0.0]",85.75270080566406,None,0,"[0.9942762393364861, 0.999046276464956, 0.6570407177718283]",100.0
284.81,gas_found,pioneer3at_1,1,2,0,approach,1,"[62.79768038095133, 19.958380859006866, 0.0]",84.96269989013672,None,0,"[0.9939568310948355, 0.9993197652919698, 0.6572340830554039]",100.0
285.235,rep_gas,pioneer3at_1,1,2,0,approach,1,"[62.88401915648202, 20.006010239657552, 0.0]",84.96269989013672,None,0,"[0.9939293635567864, 0.9993259714927915, 0.6572338350873924]",100.0
292.46,,,0,2,0,approach,2,"[63.44524585663202, 20.299799547907234, 0.0]",84.17269897460938,None,0,"[0.9938365100670272, 0.999588919401007, 0.6571851453860744]",100.0
292.595,end_app,pioneer3at_1,1,2,0,None,2,"[63.44607775224875, 20.298819199001656, 0.0]",84.17269897460938,None,0,"[0.9939594342587608, 0.9995881017231405, 0.6572364038818883]",100.0
293.7,off_vs,pioneer3at_1,1,2,0,None,2,"[63.45162624768951, 20.292613384968725, 0.0]",84.17269897460938,None,0,"[0.9939118648446451, 0.9996643776605081, 0.6571644674688734]",100.0
294.83,on_vs,pioneer3at_1,1,2,0,None,2,"[63.45855327610432, 20.285117093948664, 0.0]",84.17269897460938,None,0,"[0.9939494734228409, 0.9995866639253662, 0.6571463081709752]",100.0
298.76,st_app,pioneer3at_1,1,2,0,approach,2,"[63.4795477846395, 20.27171723343171, 0.0]",84.17269897460938,None,0,"[0.9940417786790182, 0.9998865724904089, 0.6572307846994765]",100.0
310.305,,,1,2,0,approach,2,"[63.501381399384236, 20.300359275105063, 0.0]",83.63490295410156,None,0,"[0.9941535914317171, 1.0002311586414139, 0.6571703643857241]",100.0
321.71,,,1,2,0,approach,2,"[62.02414793876228, 22.987452710794386, 0.0]",82.05490112304688,None,0,"[0.9946511046078125, 1.0007263971996452, 0.6571970192168569]",100.0
331.62,,,1,2,0,approach,2,"[59.523686788693816, 25.857835761265065, 0.0]",81.26490020751953,None,0,"[0.995230147548679, 1.0007295415632327, 0.6572365994314786]",100.0
342.105,,,1,2,0,approach,2,"[57.15092440572124, 28.992544795129085, 0.0]",80.47489929199219,None,0,"[0.9950246188637092, 1.0004852310656438, 0.6571787121581616]",100.0
352.885,,,1,2,0,approach,2,"[55.61641381416963, 30.963952877709975, 0.0]",79.68489837646484,None,0,"[0.9949042784021618, 1.0005110511734543, 0.6572350404540238]",100.0
363.645,,,1,2,0,approach,2,"[56.12642866616247, 31.241217624299416, 0.0]",78.8948974609375,None,0,"[0.9947751472559025, 1.0007070655438013, 0.6572484828476977]",100.0
369.085,end_app,pioneer3at_1,1,2,0,None,2,"[55.63466896263007, 31.597995264712072, 0.0]",78.8948974609375,None,0,"[0.994799348724076, 1.0007039142611878, 0.6572345901323651]",100.0
369.125,,,0,2,0,None,3,"[55.634632604421405, 31.598000864969713, 0.0]",78.8948974609375,None,0,"[0.9948024352991582, 1.0007245488392233, 0.6572342714582318]",100.0
369.5,,,1,2,0,None,3,"[55.63439350668869, 31.59800774730362, 0.0]",78.8948974609375,None,0,"[0.9948081990000615, 1.0007437044181358, 0.6572341278774466]",100.0
370.11,off_vs,pioneer3at_1,1,2,0,None,3,"[55.63403413360683, 31.598003340325516, 0.0]",78.8948974609375,None,0,"[0.99474090265417, 1.000681643960999, 0.6571758463340159]",100.0
371.575,on_vs,pioneer3at_1,1,2,0,None,3,"[55.633050190913124, 31.598008899553353, 0.0]",78.29029846191406,None,0,"[0.994909360070757, 1.0007531806921055, 0.6571916272203961]",100.0
375.4,st_app,pioneer3at_1,1,2,0,approach,3,"[54.520700338652816, 31.34228410389381, 0.0]",78.29029846191406,None,0,"[0.994794448656696, 1.0008213120021052, 0.6572342880907202]",100.0
387.09,,,1,2,0,approach,3,"[50.63274059685828, 28.632271771370537, 0.0]",77.56529998779297,None,0,"[0.9949037946881678, 1.0010244716723846, 0.657234685321775]",100.0
399.345,,,1,2,0,approach,3,"[46.181088098508766, 26.311738788945213, 0.0]",76.77529907226562,None,0,"[0.9948850741266141, 1.0012029256667556, 0.6571826025052359]",100.0
410.98,,,1,2,0,approach,3,"[42.13725262493384, 23.884579243203508, 0.0]",75.19529724121094,None,0,"[0.994853704217618, 1.0014910236909897, 0.6572333978519176]",100.0
422.02,,,1,2,0,approach,3,"[38.1873679426786, 21.587525235457623, 0.0]",74.4052963256836,None,0,"[0.99496038178155, 1.0015891137902828, 0.6571611010195753]",100.0
431.72,,,1,2,0,approach,3,"[34.80490797332443, 19.50413780331166, 0.0]",73.61530303955078,None,0,"[0.9949834019194974, 1.0017506815033097, 0.6572664346317134]",100.0
442.32,,,1,2,0,approach,3,"[32.04867109830357, 18.04336098277632, 0.0]",72.82530212402344,None,0,"[0.9948713574455529, 1.0021291500443472, 0.6571733300999996]",100.0
444.745,,,0,2,0,approach,4,"[31.97360900169839, 18.029835921918547, 0.0]",72.82530212402344,None,0,"[0.9948690715865107, 1.002136252116356, 0.6571924935740717]",100.0
444.835,end_app,pioneer3at_1,0,2,0,None,4,"[31.973511984710786, 18.029048613487067, 0.0]",72.82530212402344,None,0,"[0.994929971145718, 1.0021314768483638, 0.6572331256722347]",100.0
445.595,off_vs,pioneer3at_1,1,2,0,None,4,"[31.97310933166972, 18.025162331705584, 0.0]",72.82530212402344,None,0,"[0.9948698385745984, 1.002160842318499, 0.6571924780877311]",100.0
446.595,on_vs,pioneer3at_1,1,2,0,None,4,"[31.972508427637276, 18.01948477983929, 0.0]",72.82530212402344,None,0,"[0.9949454345060287, 1.002078695419838, 0.6571774538491151]",100.0
450.26,st_app,pioneer3at_1,1,2,0,approach,4,"[32.49000839635092, 17.09022091666406, 0.0]",72.82530212402344,None,0,"[0.9949672686503845, 1.0022342550987358, 0.6572144032791889]",100.0
460.345,,,1,2,0,approach,4,"[35.521244456140955, 14.270267488614065, 0.0]",72.22450256347656,None,0,"[0.9948641326111988, 1.0025935198961187, 0.6572286696105858]",100.0
471.605,,,1,2,0,approach,4,"[37.57673005930885, 10.134174512305233, 0.0]",70.64450073242188,None,0,"[0.9948650484618023, 1.0029872669083666, 0.6572395033751477]",100.0
483.215,,,1,2,0,approach,4,"[39.68981139961407, 7.154509775225551, 0.0]",69.85449981689453,None,0,"[0.9949193435403394, 1.003140326622763, 0.65726327920333]",100.0
486.875,end_app,pioneer3at_1,1,2,0,None,4,"[39.68621466558017, 7.176151230435622, 0.0]",69.85449981689453,None,0,"[0.9949689630897902, 1.0032561532317912, 0.6572314070042229]",100.0
486.97,,,1,2,0,None,4,"[39.68631287738998, 7.1761971850565915, 0.0]",69.85449981689453,None,0,"[0.9949921545043422, 1.0031973696050076, 0.6572630197192666]",100.0
487.075,,,1,2,0,None,5,"[39.68614732870949, 7.17631652653102, 0.0]",69.85449981689453,None,0,"[0.9950037837445304, 1.0032025492778232, 0.6572631569172152]",100.0
487.85,off_vs,pioneer3at_1,1,2,0,None,5,"[39.68625574812623, 7.176922024546003, 0.0]",69.85449981689453,None,0,"[0.9949847729726823, 1.0032777295665531, 0.6572296910952702]",100.0
489.525,on_vs,pioneer3at_1,1,2,0,None,5,"[39.686337473894916, 7.178210389377978, 0.0]",69.85449981689453,None,0,"[0.9949386990521619, 1.0032367324957798, 0.6572458673683611]",100.0
494.555,st_exp,pioneer3at_1,1,2,0,exploration,5,"[39.686696240881155, 7.1819032803496095, 0.0]",69.40409851074219,None,0,"[0.9949373520673809, 1.0034558914875829, 0.6572302843890007]",100.0
507.465,,,1,2,0,exploration,5,"[39.68490688152466, 7.191795907128277, 0.0]",69.26409912109375,None,0,"[0.9949222790594263, 1.003704637382806, 0.6571978432886014]",100.0
521.135,,,1,2,0,exploration,5,"[39.680904449439154, 7.197827592031634, 0.0]",68.98410034179688,None,0,"[0.9950050434287538, 1.0037943643262803, 0.6571796029277519]",100.0
533.935,,,1,2,0,exploration,5,"[39.68160541939003, 7.197830448858063, 0.0]",68.84410095214844,None,0,"[0.9949707345469525, 1.003871089555019, 0.6572303934908994]",100.0
545.81,,,1,2,0,exploration,5,"[39.96832934462869, 9.700471002774352, 0.0]",68.31410217285156,None,0,"[0.9949728444563913, 1.0042490736241558, 0.6571967767025253]",100.0
559.43,,,1,2,0,exploration,5,"[39.80612658606125, 9.735607707602263, 0.0]",67.57610321044922,None,0,"[0.9948959300374481, 1.0044007116489884, 0.6571730107132913]",100.0
572.82,,,1,2,0,exploration,5,"[39.80250968426797, 9.728669595842087, 0.0]",67.29609680175781,None,0,"[0.9948529087222626, 1.0048325430323435, 0.6572270920488339]",100.0
584.265,,,1,2,0,exploration,5,"[39.80047848120299, 9.722680039019544, 0.0]",67.15609741210938,None,0,"[0.9949024379948349, 1.0049812571968408, 0.6571717767701087]",100.0
595.275,,,1,2,0,exploration,5,"[37.75042025783279, 11.18200798496108, 0.0]",66.37909698486328,None,0,"[0.9949350064348716, 1.0053790404228884, 0.6572269051783601]",100.0
607.52,,,1,2,0,exploration,5,"[38.2786583753206, 11.784712184005425, 0.0]",65.58910369873047,None,0,"[0.9949149814217716, 1.0056807325239532, 0.6571810316394533]",100.0
620.645,,,1,2,0,exploration,5,"[38.309588194785846, 11.745322662202351, 0.0]",65.3906021118164,None,0,"[0.9949177529576906, 1.0060723644386647, 0.6571984779821705]",100.0
633.595,,,1,2,0,exploration,5,"[38.330987203536715, 11.722510682978823, 0.0]",65.11060333251953,None,0,"[0.9948981242196157, 1.006275754338641, 0.6571720156123128]",100.0
644.83,,,1,2,0,exploration,5,"[36.38781918911349, 10.535400837282518, 0.0]",64.652099609375,None,0,"[0.994874691841409, 1.0066555190544133, 0.6572565107214356]",100.0
647.79,,,1,2,0,exploration,5,"[35.59547430604659, 10.879590642732605, 0.0]",64.652099609375,None,0,"[0.9948752212283288, 1.006798847077513, 0.6572240147434824]",100.0
