,event,allocated_robots,available_robots,teleoperations,pioneer3at_1_cur_maneuver,pioneer3at_1_tasks_counter,pioneer3at_1_pose,pioneer3at_1_battery,pioneer3at_2_cur_maneuver,pioneer3at_2_tasks_counter,pioneer3at_2_pose,pioneer3at_2_battery,UAV_1_cur_maneuver,UAV_1_tasks_counter,UAV_1_pose,UAV_1_battery,UAV_2_cur_maneuver,UAV_2_tasks_counter,UAV_2_pose,UAV_2_battery
0.0,,0,4,0,None,0,[],100,None,0,[],100,None,0,[],100,None,0,[],100
0.17,,0,4,0,None,0,[],100,None,0,[],100,None,0,"[0.9992513277649412, 0.9962848622073701, 0.6582525717494823]",100,None,0,[],100
7.06,,0,4,0,None,0,"[3.0033031607790175, 1.0136661277168884, 0.0]",100,None,0,"[2.9991396414875733, 2.9855888786584504, 0.0]",100,None,0,"[0.9957102494866207, 0.9996882235853511, 0.6572434660969004]",100,None,0,"[0.9651514855438486, 2.9715610463629156, 0.6817039913729648]",100
19.93,,0,4,0,None,0,"[3.0128856331319254, 1.0337555369372822, 0.0]",100.0,None,0,"[2.9954643991370404, 2.9705237361388623, 0.0]",100.0,None,0,"[0.9959450912308031, 0.9992765290843414, 0.6572104296294278]",100.0,None,0,"[0.9655877235347022, 2.971739583932687, 0.6816686583123952]",100.0
31.26,,0,4,0,None,0,"[3.0183162204204406, 1.044987699394015, 0.0]",100.0,None,0,"[2.992608064288873, 2.9575016594622703, 0.0]",100.0,None,0,"[0.9959491673378974, 0.9989943778316622, 0.6572040212520548]",100.0,None,0,"[0.9665242376956782, 2.9719312407558682, 0.6817029184359007]",100.0
43.175,,0,4,0,None,0,"[3.0245079336514666, 1.0562354818736948, 0.0]",100.0,None,0,"[2.9904451193404387, 2.943176906760352, 0.0]",100.0,None,0,"[0.9959833758039173, 0.9988125702795798, 0.6572134307015483]",100.0,None,0,"[0.9671851195048882, 2.971807801046139, 0.6817090694785264]",100.0
53.805,,0,4,0,None,0,"[3.0305115478293123, 1.0659458075290271, 0.0]",100.0,None,0,"[2.989583366929804, 2.9288076754132644, 0.0]",100.0,None,0,"[0.9958867898505055, 0.9987819900626584, 0.6572470503643517]",100.0,None,0,"[0.9679709052085045, 2.9720639692873525, 0.6817413021287272]",100.0
65.42,,0,4,0,None,0,"[3.037491554359151, 1.0762188709587153, 0.0]",100.0,None,0,"[2.983851131611064, 2.915404578851765, 0.0]",100.0,None,0,"[0.9957752137585892, 0.9984573424779783, 0.6572077944572671]",100.0,None,0,"[0.96846354227264, 2.9720731955346587, 0.6817472148793956]",100.0
76.595,,0,4,0,None,0,"[3.044734607842097, 1.0859412534847297, 0.0]",100.0,None,0,"[2.978790795003797, 2.9040710612405003, 0.0]",100.0,None,0,"[0.9959394781883967, 0.9981048595867748, 0.657205475170653]",100.0,None,0,"[0.9692813548869263, 2.972322081569393, 0.6817799402585777]",100.0
86.935,,0,4,0,None,0,"[3.051855172528652, 1.094765622650291, 0.0]",100.0,None,0,"[2.963666235114877, 2.885480017421028, 0.0]",100.0,None,0,"[0.9959702483771643, 0.9981443645302671, 0.6572440591304969]",100.0,None,0,"[0.9699757947194483, 2.97232711250586, 0.6817966204130285]",100.0
