,event,event_source,allocated_robots,available_robots,teleoperations,pioneer3at_1_cur_maneuver,pioneer3at_1_tasks_counter,pioneer3at_1_pose,pioneer3at_1_battery,UAV_1_cur_maneuver,UAV_1_tasks_counter,UAV_1_pose,UAV_1_battery
0.0,,,0,2,0,None,0,[],100,None,0,[],100
0.065,,UAV_1,0,2,0,None,0,[],100,None,0,[],100
8.035,,pioneer3at_1,0,2,0,None,0,"[3.0047854664245834, 1.0171585745381, 0.0]",100,None,0,"[0.9986888949027403, 0.9993647815420365, 0.6572673969742849]",100
22.53,,,0,2,0,None,0,"[3.0145080865211527, 1.0370733980010591, 0.0]",100.0,None,0,"[0.998049539400543, 0.9992246678131128, 0.6572267441338651]",100.0
36.04,,,0,2,0,None,0,"[3.021239813881411, 1.050308554177907, 0.0]",100.0,None,0,"[0.9978231506576093, 0.9989273682048464, 0.6572613452053183]",100.0
50.205,,,0,2,0,None,0,"[3.0289400444179404, 1.0634151203340416, 0.0]",100.0,None,0,"[0.9974574077975568, 0.9985311588382202, 0.6572041048458062]",100.0
64.75,,,0,2,0,None,0,"[3.0376102451596925, 1.0763162166592837, 0.0]",100.0,None,0,"[0.9975930811660102, 0.9983160694121335, 0.657280202627277]",100.0
78.55,,,0,2,0,None,0,"[3.046576562578091, 1.0882654927288646, 0.0]",100.0,None,0,"[0.997500076520963, 0.997915563862183, 0.6571880939399725]",100.0
91.435,,,0,2,0,None,0,"[3.0557036373078956, 1.0992829988011574, 0.0]",100.0,None,0,"[0.997319554731614, 0.9978504346826004, 0.6572587279820558]",100.0
105.19,,,0,2,0,None,0,"[3.066110936016853, 1.1110222952541156, 0.0]",100.0,None,0,"[0.9972621878785165, 0.9976961477688693, 0.6571936761994142]",100.0
118.04,,,0,2,0,None,0,"[3.082808109774507, 1.1295915753267936, 0.0]",100.0,None,0,"[0.9972443179269733, 0.9976295271515039, 0.6571808059369986]",100.0
129.535,,,0,2,0,None,0,"[3.0995350029866016, 1.1457254450821281, 0.0]",100.0,None,0,"[0.9972612749025912, 0.9976973653041494, 0.6572182958625514]",100.0
142.74,,,0,2,0,None,0,"[3.119650539384533, 1.1643755076749114, 0.0]",100.0,None,0,"[0.9970601266405315, 0.9977403180269151, 0.6571946966643496]",100.0
153.945,,,0,2,0,None,0,"[3.127012061114701, 1.1740004312945005, 0.0]",100.0,None,0,"[0.9971379041974882, 0.9980699113427451, 0.6572288672001778]",100.0
167.68,,,0,2,0,None,0,"[3.131848478551348, 1.1822415557802195, 0.0]",100.0,None,0,"[0.9970087561986255, 0.9980719192684042, 0.6572571129364626]",100.0
180.525,,,0,2,0,None,0,"[3.134562115459057, 1.187228602101341, 0.0]",100.0,None,0,"[0.9969031294023595, 0.998275414595791, 0.6571980533572093]",100.0
193.3,,,0,2,0,None,0,"[3.135413680027281, 1.1852595000997437, 0.0]",100.0,None,0,"[0.9966400436863548, 0.9976745785260589, 0.6572571642098973]",100.0
