,event,event_source,allocated_robots,available_robots,teleoperations,pioneer3at_1_cur_maneuver,pioneer3at_1_tasks_counter,pioneer3at_1_pose,pioneer3at_1_battery,UAV_1_cur_maneuver,UAV_1_tasks_counter,UAV_1_pose,UAV_1_battery
0.0,,,0,2,0,None,0,[],100,None,0,[],100
0.23,,UAV_1,0,2,0,None,0,[],100,None,0,[],100
0.355,,pioneer3at_1,0,2,0,None,0,"[3.0003863792184915, 1.0011291857233862, 0.0]",100,None,0,[],100
16.83,,,0,2,0,None,0,"[3.011930064675909, 1.0313575094625111, 0.0]",100.0,None,0,"[0.9982889959079294, 0.9993611743109858, 0.6572644969101217]",100.0
30.62,,,0,2,0,None,0,"[3.018418655407401, 1.0450274240237467, 0.0]",100.0,None,0,"[0.9978535865047092, 0.9991463576804082, 0.6571984873774438]",100.0
44.405,,,0,2,0,None,0,"[3.025697498393386, 1.0581278167342112, 0.0]",100.0,None,0,"[0.9975112561731647, 0.9987720215528783, 0.657266057811851]",100.0
57.505,,,0,2,0,None,0,"[3.033158717930592, 1.0698788403286064, 0.0]",100.0,None,0,"[0.9974976729782197, 0.9984625186909208, 0.6572176616272678]",100.0
72.465,,,0,2,0,None,0,"[3.0425337843502898, 1.0830188334022306, 0.0]",100.0,None,0,"[0.9975620305925896, 0.9980873503360165, 0.657276758281744]",100.0
85.515,,,1,2,0,None,0,"[3.0514724966255256, 1.0942696155608669, 0.0]",100.0,None,0,"[0.9974700791674261, 0.9977091203823695, 0.6572036460449525]",100.0
87.14,on_gs,pioneer3at_1,1,2,0,None,0,"[3.0525819732920225, 1.0956222672666642, 0.0]",100.0,None,0,"[0.9973434129455513, 0.9978101975269333, 0.6572215898326581]",100.0
88.46,on_vs,pioneer3at_1,1,2,0,None,0,"[3.0535496014928105, 1.096742316194402, 0.0]",100.0,None,0,"[0.9973749133112813, 0.9978676093172546, 0.6572601111045241]",100.0
92.6,st_exp,pioneer3at_1,1,2,0,exploration,0,"[4.243362373130494, 1.1568864271778339, 0.0]",99.83899688720703,None,0,"[0.9972042826717438, 0.9978640916141972, 0.6572165654303465]",100.0
103.89,,,1,2,0,exploration,0,"[8.100472016575718, 3.625134250332594, 0.0]",99.04900360107422,None,0,"[0.9973985803912309, 0.9977412681239006, 0.6572288083379375]",100.0
114.315,,,0,2,0,exploration,0,"[10.670902879746693, 6.991003743805327, 0.0]",98.25900268554688,None,0,"[0.9973433552895153, 0.9974918020128285, 0.6572608102237799]",100.0
114.37,er_vs,pioneer3at_1,0,2,0,exploration,0,"[10.682600874208058, 7.008017027532975, 0.0]",98.25900268554688,None,0,"[0.9973320899560829, 0.9974847492379563, 0.657261085172975]",100.0
114.485,,,0,2,0,exploration,0,"[10.705834065644439, 7.040092208308191, 0.0]",98.25900268554688,None,0,"[0.9972732285434965, 0.9975028240067477, 0.6572186655682257]",100.0
125.225,,,0,2,0,exploration,0,"[12.063039597495777, 8.795464601199654, 0.0]",97.46900177001953,None,0,"[0.9973237018407134, 0.9976608059991843, 0.6572240850843354]",100.0
138.245,,,0,2,0,exploration,0,"[12.019019209867812, 8.706979679398101, 0.0]",97.19249725341797,None,0,"[0.997370511144168, 0.9978216293861651, 0.6571917468582039]",100.0
149.305,,,0,2,0,exploration,0,"[12.006548554077785, 8.636034861439022, 0.0]",96.55850219726562,None,0,"[0.9971094338737694, 0.9979739493035692, 0.6572579898061447]",100.0
161.225,,,0,2,0,exploration,0,"[11.913617927353464, 8.395853364089007, 0.0]",94.97850036621094,None,0,"[0.9971042495332912, 0.9981632556972351, 0.657198214490506]",100.0
172.685,,,0,2,0,exploration,0,"[11.810996239504611, 6.097652839418805, 0.0]",94.1884994506836,None,0,"[0.9970643708635523, 0.9982272813691392, 0.6572166514617016]",100.0
185.025,,,0,2,0,exploration,0,"[12.703318540451125, 6.199612043008741, 0.0]",93.47650146484375,None,0,"[0.996636683350209, 0.998088003432629, 0.6572128219711502]",100.0
197.85,,,0,2,0,exploration,0,"[12.681180222669932, 6.164867472801934, 0.0]",93.33650207519531,None,0,"[0.9965724387082341, 0.9975229801759118, 0.6571700337563713]",100.0
208.005,,,0,2,0,exploration,0,"[12.662358475752447, 6.143798764018457, 0.0]",92.71549987792969,None,0,"[0.9961565221355129, 0.9975382121362739, 0.657185350901673]",100.0
219.44,,,0,2,0,exploration,0,"[10.598266341298928, 6.964463240170065, 0.0]",91.92549896240234,None,0,"[0.9957587614814445, 0.9977607507682613, 0.6572108801686589]",100.0
