,event,event_source,allocated_robots,available_robots,teleoperations,pioneer3at_1_cur_maneuver,pioneer3at_1_tasks_counter,pioneer3at_1_pose,pioneer3at_1_battery,UAV_1_cur_maneuver,UAV_1_tasks_counter,UAV_1_pose,UAV_1_battery
0.0,,,0,2,0,None,0,[],100,None,0,[],100
0.145,,pioneer3at_1,0,2,0,None,0,[],100,None,0,[],100
14.39,,UAV_1,0,2,0,None,0,"[3.0106109016975924, 1.0285253142640038, 0.0]",100.0,None,0,"[0.9984304879796992, 0.9992981281230471, 0.6572036866350519]",100.0
27.04,,,0,2,0,None,0,"[3.016719534004997, 1.0416371596852327, 0.0]",100.0,None,0,"[0.9979515756825488, 0.9991435630801717, 0.657200219369517]",100.0
41.135,,,0,2,0,None,0,"[3.023929658543043, 1.0550929444506438, 0.0]",100.0,None,0,"[0.9975709947818547, 0.9988970568954654, 0.6572274488261332]",100.0
54.31,,,0,2,0,None,0,"[3.0313038646859383, 1.067102649768597, 0.0]",100.0,None,0,"[0.9976073935537274, 0.9984627377855291, 0.6571991736108873]",100.0
66.41,,,0,2,0,None,0,"[3.038649123178636, 1.0777910887519857, 0.0]",100.0,None,0,"[0.9975696032461411, 0.9982771174883817, 0.6572613378530114]",100.0
79.05,,,0,2,0,None,0,"[3.0469171666232038, 1.0886948245088879, 0.0]",100.0,None,0,"[0.9974217034343031, 0.9979814491338833, 0.657260400461515]",100.0
91.56,,,0,2,0,None,0,"[3.0558508063665872, 1.0994530294796434, 0.0]",100.0,None,0,"[0.9973373531423364, 0.9978595249474841, 0.6572588821532792]",100.0
104.02,,,0,2,0,None,0,"[3.0652070503994353, 1.1099954470431252, 0.0]",100.0,None,0,"[0.9973951727769931, 0.9977170615325337, 0.6572603346294812]",100.0
116.555,,,0,2,0,None,0,"[3.0806043555617397, 1.127172560463979, 0.0]",100.0,None,0,"[0.9973157895384843, 0.9975515920206312, 0.6572215001659886]",100.0
128.6,,,0,2,0,None,0,"[3.097965601077337, 1.1443640958693488, 0.0]",100.0,None,0,"[0.9973646183096534, 0.9976294906066973, 0.6572218757405364]",100.0
140.52,,,0,2,0,None,0,"[3.1166515364587695, 1.1614297322709541, 0.0]",100.0,None,0,"[0.9972120872644188, 0.997685475891084, 0.6572037734751723]",100.0
152.085,,,0,2,0,None,0,"[3.1260976142368553, 1.1725808551668364, 0.0]",100.0,None,0,"[0.9971474604291513, 0.9980504955220754, 0.6572173601163024]",100.0
163.8,,,0,2,0,None,0,"[3.130600077474974, 1.1808419912129118, 0.0]",100.0,None,0,"[0.997142114790241, 0.9980950055240607, 0.65725823734586]",100.0
175.68,,,0,2,0,None,0,"[3.131604059604963, 1.1850660241237911, 0.0]",100.0,None,0,"[0.9971575949250833, 0.9981680233534629, 0.657182465433204]",100.0
187.66,,,0,2,0,None,0,"[3.1377759073030465, 1.1884205958102043, 0.0]",100.0,None,0,"[0.9966483024606899, 0.9980476829370409, 0.6572556591259113]",100.0
199.395,,,0,2,0,None,0,"[3.1340430600495095, 1.1820555354365192, 0.0]",100.0,None,0,"[0.9964641915155715, 0.9976580796729497, 0.6572256911378193]",100.0
212.215,,,0,2,0,None,0,"[3.129161241712878, 1.176898013861255, 0.0]",100.0,None,0,"[0.9960571871229946, 0.9974114414026556, 0.6572543445624761]",100.0
222.29,,,1,2,0,None,0,"[3.1231552698221483, 1.175642754710115, 0.0]",100.0,None,0,"[0.9958020673740369, 0.9977546220667741, 0.6572505550641239]",100.0
223.285,on_gs,pioneer3at_1,1,2,0,None,0,"[3.123330520927837, 1.1756614947354573, 0.0]",100.0,None,0,"[0.9957974077378735, 0.9978465884665167, 0.657250287756366]",100.0
223.85,on_vs,pioneer3at_1,1,2,0,None,0,"[3.123425850938713, 1.1756491892196357, 0.0]",100.0,None,0,"[0.9957272669209274, 0.9978409781882004, 0.6572103368794816]",100.0
228.18,st_exp,pioneer3at_1,1,2,0,exploration,0,"[3.6968431752545436, 0.9420976244460784, 0.0]",100.0,None,0,"[0.9957662236720883, 0.997840610510951, 0.6572499937122713]",100.0
239.69,,,1,2,0,exploration,0,"[7.7261506868404615, 3.1994018475503414, 0.0]",99.43360137939453,None,0,"[0.9957251665415338, 0.9979088274932897, 0.6572531366530403]",100.0
249.525,,,1,2,0,exploration,0,"[10.281719136276651, 6.267874493471521, 0.0]",98.64360046386719,None,0,"[0.9955515147485309, 0.9986785684983724, 0.6571854011997816]",100.0
259.655,,,1,2,0,exploration,0,"[12.542006035087113, 8.864884008369689, 0.0]",97.85359954833984,None,0,"[0.9949533973801815, 0.9987967878901394, 0.6571776127605137]",100.0
270.78,,,1,2,0,exploration,0,"[12.655181857435693, 8.995859241611848, 0.0]",97.0635986328125,None,0,"[0.9945264922213043, 0.9989520200427534, 0.6571739871725409]",100.0
