,event,allocated_robots,available_robots,teleoperations,pioneer3at_1_cur_maneuver,pioneer3at_1_tasks_counter,pioneer3at_1_pose,pioneer3at_1_battery,pioneer3at_2_cur_maneuver,pioneer3at_2_tasks_counter,pioneer3at_2_pose,pioneer3at_2_battery,UAV_1_cur_maneuver,UAV_1_tasks_counter,UAV_1_pose,UAV_1_battery,UAV_2_cur_maneuver,UAV_2_tasks_counter,UAV_2_pose,UAV_2_battery
0.0,,0,4,0,None,0,[],100,None,0,[],100,None,0,[],100,None,0,[],100
0.08,,0,4,0,None,0,[],100,None,0,[],100,None,0,[],100,None,0,[],100
0.155,,0,4,0,None,0,[],100,None,0,[],100,None,0,[],100,None,0,[],100
5.83,,0,4,0,None,0,"[3.0025926503643237, 1.0120654851692061, 0.0]",100,None,0,"[2.9991394895554038, 2.9854902383032247, 0.0]",100,None,0,"[0.9962338395071952, 0.9996224772423133, 0.6572469440830698]",100,None,0,"[0.9762925022043588, 2.9797248280594184, 0.6822131287277372]",100
17.285,,0,4,0,None,0,"[3.011913545588143, 1.0315055287634671, 0.0]",100.0,None,0,"[2.9957391017414707, 2.9721467669614428, 0.0]",100.0,None,0,"[0.9958603568647141, 0.9988760669868028, 0.6572621085699034]",100.0,None,0,"[0.9758174772906723, 2.979004029605885, 0.6821132957408955]",100.0
28.58,,0,4,0,None,0,"[3.0172313719853174, 1.0428223327175044, 0.0]",100.0,None,0,"[2.992922442670361, 2.9590696283037867, 0.0]",100.0,None,0,"[0.9959438692520631, 0.9982616302667074, 0.6571898894148855]",100.0,None,0,"[0.9767775924752194, 2.9790594801162418, 0.6821382249086707]",100.0
39.58,,0,4,0,None,0,"[3.0228451537885124, 1.0533237823981378, 0.0]",100.0,None,0,"[2.99098001123077, 2.9460123017417157, 0.0]",100.0,None,0,"[0.9959278257437463, 0.9978178090060648, 0.6571905843547696]",100.0,None,0,"[0.9774638478377446, 2.9790774638373163, 0.6821487493512994]",100.0
50.745,,0,4,0,None,0,"[3.0289587900480113, 1.0635440666062286, 0.0]",100.0,None,0,"[2.9897608056242104, 2.931300999260437, 0.0]",100.0,None,0,"[0.9959428273939943, 0.9975295304236211, 0.6571880128164905]",100.0,None,0,"[0.9783274852403002, 2.9791916153804783, 0.6821726836896533]",100.0
62.8,,0,4,0,None,0,"[3.036127809857656, 1.0742887611289305, 0.0]",100.0,None,0,"[2.9845898591746614, 2.9168647212506165, 0.0]",100.0,None,0,"[0.9957915104143421, 0.9968135503083109, 0.657247560254329]",100.0,None,0,"[0.9794333510853691, 2.9794025659796484, 0.6822116244889553]",100.0
72.805,,0,4,0,None,0,"[3.042481777587368, 1.083006443693401, 0.0]",100.0,None,0,"[2.980034280090259, 2.906804282482832, 0.0]",100.0,None,0,"[0.9958992644085519, 0.9969378675188957, 0.6571911441045455]",100.0,None,0,"[0.9800068081195824, 2.9796614703908104, 0.6822325818077676]",100.0
83.19,,0,4,0,None,0,"[3.0495250634787454, 1.0919474236309024, 0.0]",100.0,None,0,"[2.9702566944965128, 2.8955237446666326, 0.0]",100.0,None,0,"[0.9958942583333782, 0.9964092814794153, 0.6572128780580342]",100.0,None,0,"[0.9807293798546578, 2.979779330462204, 0.6822531758183904]",100.0
94.66,,0,4,0,None,0,"[3.0577752365365636, 1.1016569276481496, 0.0]",100.0,None,0,"[2.9363861209123194, 2.845390393365594, 0.0]",100.0,None,0,"[0.9959092248247728, 0.9958949590312028, 0.6572679651605272]",100.0,None,0,"[0.9814238091158514, 2.9799206123687965, 0.6823539685028224]",100.0
105.12,,0,4,0,None,0,"[3.065736304652231, 1.1106188116732512, 0.0]",100.0,None,0,"[2.906717025835507, 2.7975627045274862, 0.0]",100.0,None,0,"[0.9958709251959761, 0.9956376631068167, 0.6572142360303277]",100.0,None,0,"[0.98207976259939, 2.980294389170844, 0.6822992901030287]",100.0
