,event,event_source,allocated_robots,available_robots,teleoperations,pioneer3at_1_cur_maneuver,pioneer3at_1_tasks_counter,pioneer3at_1_pose,pioneer3at_1_battery,UAV_1_cur_maneuver,UAV_1_tasks_counter,UAV_1_pose,UAV_1_battery
0.0,,,0,2,0,None,0,[],100,None,0,[],100
0.22,,pioneer3at_1,0,2,0,None,0,[],100,None,0,[],100
21.285,,UAV_1,0,2,0,None,0,"[3.013960358506958, 1.0359445217754208, 0.0]",100.0,None,0,"[0.9982277367001631, 0.9992461592022118, 0.6572630224374224]",100.0
35.185,,,0,2,0,None,0,"[3.0206973892688405, 1.0493427032791252, 0.0]",100.0,None,0,"[0.9978212803747208, 0.9989662953151841, 0.6572622917003035]",100.0
48.49,,,0,2,0,None,0,"[3.027977577797242, 1.0618744313636161, 0.0]",100.0,None,0,"[0.9975652985582956, 0.9986443482991201, 0.6572605918536474]",100.0
63.945,,,0,2,0,None,0,"[3.037112282868345, 1.075615072324758, 0.0]",100.0,None,0,"[0.997549678624977, 0.998242162332613, 0.6572614798936159]",100.0
68.815,,,1,2,0,None,0,"[3.040174030300004, 1.079883173346227, 0.0]",100.0,None,0,"[0.99761164271494, 0.9981814736923411, 0.6572553979733123]",100.0
69.76,on_gs,pioneer3at_1,1,2,0,None,0,"[3.0408162766295668, 1.0807526349838203, 0.0]",100.0,None,0,"[0.9975805716666505, 0.9981677633902162, 0.6572614376214816]",100.0
70.83,on_vs,pioneer3at_1,1,2,0,None,0,"[3.041490904134215, 1.0816325030308365, 0.0]",99.98149871826172,None,0,"[0.9975845383935813, 0.9980848746011421, 0.6572897126438719]",100.0
75.09,st_app,pioneer3at_1,1,2,0,approach,0,"[3.9186983187202036, 1.1067460440823138, 0.0]",99.98149871826172,None,0,"[0.9975584427122353, 0.9980465967773379, 0.6572553216921414]",100.0
86.935,,,1,2,0,approach,0,"[8.477940775473051, 2.693970281702042, 0.0]",99.197998046875,None,0,"[0.9974148915735837, 0.9977460398035776, 0.6572549989946544]",100.0
98.765,,,1,2,0,approach,0,"[13.16707305519334, 3.487198739871817, 0.0]",98.40799713134766,None,0,"[0.9972805481161633, 0.9978038540626197, 0.6572690434198244]",100.0
109.0,,,1,2,0,approach,0,"[17.33944510800613, 4.005067391849432, 0.0]",97.61799621582031,None,0,"[0.9973579174857282, 0.9974800140085255, 0.6572031961690091]",100.0
119.88,,,1,2,0,approach,0,"[21.74469766758919, 4.585585535791038, 0.0]",96.8280029296875,None,0,"[0.9972706653578958, 0.9976145300981575, 0.6572280198826438]",100.0
130.58,,,1,2,0,approach,0,"[26.077165837079114, 5.235757490427241, 0.0]",96.03800201416016,None,0,"[0.9974027831325165, 0.9976595251419483, 0.6571825609032818]",100.0
141.615,,,1,2,0,approach,0,"[30.592064732705218, 5.741736937239625, 0.0]",94.45800018310547,None,0,"[0.9972452273782519, 0.9977380816745394, 0.6571856291068905]",100.0
152.39,,,1,2,0,approach,0,"[34.958989335817435, 6.289688808889706, 0.0]",93.66799926757812,None,0,"[0.9970921030536414, 0.9980874644953306, 0.6572575086725703]",100.0
163.62,,,1,2,0,approach,0,"[39.25516582298815, 6.829573387846978, 0.0]",92.87799835205078,None,0,"[0.9971464861553346, 0.9980964851596075, 0.6572526504870749]",100.0
167.56,,,0,2,0,approach,1,"[39.609075744168706, 6.892167949770753, 0.0]",92.87799835205078,None,0,"[0.9969327988828339, 0.9981293013317477, 0.6571878809350817]",100.0
167.69,end_app,pioneer3at_1,1,2,0,None,1,"[39.60900780080003, 6.8922576617513105, 0.0]",92.87799835205078,None,0,"[0.996969476896522, 0.9980736004801042, 0.6572740536288196]",100.0
168.9,off_vs,pioneer3at_1,1,2,0,None,1,"[39.608492196889344, 6.892732984683741, 0.0]",92.87799835205078,None,0,"[0.9969664533821719, 0.9980872505761135, 0.6572571626869633]",100.0
170.055,on_vs,pioneer3at_1,1,2,0,None,1,"[39.60817019636339, 6.893290299194806, 0.0]",92.87799835205078,None,0,"[0.9970711190280138, 0.998152417362711, 0.6572188483217278]",100.0
173.615,st_app,pioneer3at_1,1,2,0,approach,1,"[39.6077041727664, 6.895111898342689, 0.0]",92.34020233154297,None,0,"[0.9971161221717249, 0.9982293841407162, 0.6572548728387759]",100.0
177.77,,,1,2,0,approach,1,"[39.60665439394327, 6.897740571304432, 0.0]",92.34020233154297,None,0,"[0.9971317969610317, 0.9981814241211141, 0.6571945010313122]",100.0
178.99,sus_app,pioneer3at_1,1,2,0,None,1,"[39.60594649094637, 6.898816892639674, 0.0]",92.34020233154297,None,0,"[0.9970024539928661, 0.9981702971581854, 0.6572864003947236]",100.0
179.355,abort_app,pioneer3at_1,1,2,0,None,1,"[39.60581377277027, 6.8990003807424, 0.0]",92.34020233154297,None,0,"[0.9969901245967336, 0.9982221856097717, 0.6572571697799052]",100.0
183.755,st_exp,pioneer3at_1,1,2,0,exploration,1,"[39.652186625100406, 6.909926395431822, 0.0]",91.6541976928711,None,0,"[0.9967357530318054, 0.9981685981144496, 0.6572558218414492]",100.0
194.01,,,1,2,0,exploration,1,"[40.891045413021565, 6.919475400350764, 0.0]",90.86419677734375,None,0,"[0.9966057618987371, 0.9977022434329968, 0.6572572228031471]",100.0
204.655,,,1,2,0,exploration,1,"[42.191994679266685, 6.865641527635926, 0.0]",90.07420349121094,None,0,"[0.9962702734774808, 0.9975346196265106, 0.6572203399048225]",100.0
215.27,,,1,2,0,exploration,1,"[43.51207761621562, 6.836530409973626, 0.0]",89.2842025756836,None,0,"[0.995953583022896, 0.9974693966970417, 0.6572263836238513]",100.0
226.345,,,1,2,0,exploration,1,"[44.87439148581231, 6.841434353462557, 0.0]",88.49420166015625,None,0,"[0.9958029443021443, 0.9978538957185109, 0.6572499283082759]",100.0
237.02,,,1,2,0,exploration,1,"[45.385305010084686, 6.8439027733489, 0.0]",87.7042007446289,None,0,"[0.995757966864757, 0.9979257858857025, 0.6572492962448685]",100.0
247.735,,,1,2,0,exploration,1,"[45.397489398115496, 6.813878977081036, 0.0]",86.91419982910156,None,0,"[0.9956334232522241, 0.9986674690690268, 0.6571863313696368]",100.0
257.19,,,1,2,0,exploration,1,"[43.78925334172835, 5.92144176180052, 0.0]",86.18270111083984,None,0,"[0.9950926860646025, 0.9987659569851721, 0.6571787146588671]",100.0
267.27,,,1,2,0,exploration,1,"[39.76652384070468, 6.727657853089553, 0.0]",85.40570068359375,None,0,"[0.9946570802808693, 0.9989611669561448, 0.6570437852705537]",100.0
277.71,,,1,2,0,exploration,1,"[35.46578957452771, 6.795114132738996, 0.0]",84.6156997680664,None,0,"[0.9941291354052408, 0.9991499451043768, 0.6572247232447491]",100.0
288.125,,,1,2,0,exploration,1,"[31.18856457615736, 6.663707632187335, 0.0]",83.82569885253906,None,0,"[0.9938474597284334, 0.9993456936768343, 0.6570354004693783]",100.0
294.19,,,1,2,0,exploration,1,"[28.714617995066284, 6.566045737145886, 0.0]",83.03569793701172,None,0,"[0.9939375401376311, 0.999751115409494, 0.657146663000242]",100.0
295.57,sus_exp,pioneer3at_1,1,2,0,None,1,"[28.56714274228703, 6.553728971778935, 0.0]",83.03569793701172,None,0,"[0.9940193515650347, 0.9997059809636366, 0.6572448648819036]",100.0
296.12,abort_exp,pioneer3at_1,1,2,0,None,1,"[28.56741053804999, 6.554037132713227, 0.0]",83.03569793701172,None,0,"[0.9940175047688349, 0.9998431612405609, 0.6571875606353329]",100.0
298.83,st_rb,pioneer3at_1,1,2,0,return to base,1,"[27.923065961490376, 6.471232035021926, 0.0]",83.03569793701172,None,0,"[0.9940566886247192, 0.9999098951993193, 0.657230756564343]",100.0
309.04,,,1,2,0,return to base,1,"[23.95140877646227, 5.236198524373879, 0.0]",82.36270141601562,None,0,"[0.9942139275693969, 1.0002495408165015, 0.6572307781198647]",100.0
319.57,,,1,2,0,return to base,1,"[19.80834708642385, 4.084874658409286, 0.0]",81.57270050048828,None,0,"[0.9943635386365599, 1.0005521406589708, 0.6572632752879444]",100.0
330.13,,,1,2,0,return to base,1,"[15.535294888242221, 3.441505332514884, 0.0]",80.78269958496094,None,0,"[0.9952037334591268, 1.0007500456702672, 0.6572357588482761]",100.0
339.955,,,1,2,0,return to base,1,"[11.59464815432701, 2.713997969379126, 0.0]",79.9926986694336,None,0,"[0.995137109631825, 1.000482044247952, 0.6572377231335448]",100.0
344.835,,,0,2,0,return to base,1,"[9.644427179217193, 2.3351320721442423, 0.0]",79.20269775390625,None,0,"[0.9950449814062378, 1.0003355987073494, 0.6571775751337058]",100.0
345.105,,,1,2,0,return to base,1,"[9.523727540772013, 2.3102311187280495, 0.0]",79.20269775390625,None,0,"[0.9949863827934358, 1.000377400500951, 0.657216072840719]",100.0
345.635,sus_rb,pioneer3at_1,1,2,0,None,1,"[9.455797147129484, 2.2943085792146616, 0.0]",79.20269775390625,None,0,"[0.9949736513770231, 1.0004106004626916, 0.6570437355109158]",100.0
346.445,abort_rb,pioneer3at_1,1,2,0,None,1,"[9.455579263025577, 2.293735052422242, 0.0]",79.20269775390625,None,0,"[0.994965378949713, 1.0004197471688663, 0.6572363778284553]",100.0
350.39,st_exp,pioneer3at_1,1,2,0,exploration,1,"[8.970704996881997, 3.027826714814027, 0.0]",79.20269775390625,None,0,"[0.9949648821867232, 1.0005274171058596, 0.6571938508056813]",100.0
360.03,,,1,2,0,exploration,1,"[11.687835630678512, 5.640695969207592, 0.0]",78.50370025634766,None,0,"[0.9948343719943432, 1.000693860657139, 0.6572022634414719]",100.0
362.815,call_tele,pioneer3at_1,1,2,0,exploration,1,"[12.456534819470455, 6.457170416618458, 0.0]",77.71369934082031,None,0,"[0.9947656471538481, 1.0006548241131656, 0.6572343819634575]",100.0
364.33,sus_exp,pioneer3at_1,1,2,0,None,1,"[12.517477417215629, 6.601687183708746, 0.0]",77.71369934082031,None,0,"[0.9947662294950689, 1.000671464597703, 0.6572340582921868]",100.0
366.16,st_tele,pioneer3at_1,1,2,1,teleoperation,1,"[12.513549742999018, 6.599349257662554, 0.0]",77.71369934082031,None,0,"[0.9947694316205397, 1.0007111434209073, 0.6572340052633413]",100.0
378.495,,,1,2,1,teleoperation,1,"[12.65638942680118, 7.0969004804493245, 0.0]",77.45670318603516,None,0,"[0.9947939451522598, 1.000840948815996, 0.6572143913622155]",100.0
385.045,,,1,2,1,teleoperation,1,"[13.444176337338671, 7.6654946328547675, 0.0]",76.97869873046875,None,0,"[0.9948719935587013, 1.0009925503357346, 0.6572343902385553]",100.0
390.225,rsm_exp,pioneer3at_1,1,2,1,None,1,"[13.439465923237924, 7.655404284146764, 0.0]",76.97869873046875,None,0,"[0.9947939121637321, 1.0010253739788189, 0.6572525809611133]",100.0
402.945,,,1,2,1,None,1,"[13.427967003057727, 7.632176070344167, 0.0]",76.52970123291016,None,0,"[0.9948106319234654, 1.0013388050833258, 0.6572308224450442]",100.0
414.77,,,1,2,1,None,1,"[13.417129875204026, 7.612504530349732, 0.0]",76.38970184326172,None,0,"[0.9948305828970337, 1.0014849429447383, 0.6572657368571126]",100.0
424.685,,,1,2,1,None,1,"[12.34585909680376, 9.156118887950582, 0.0]",75.93769836425781,None,0,"[0.9948804104692747, 1.0017213004904488, 0.6572331579997952]",100.0
435.675,,,1,2,1,None,1,"[11.142952730893661, 8.573626226532125, 0.0]",75.14769744873047,None,0,"[0.9949619627187443, 1.0018362475299767, 0.657212790889272]",100.0
447.555,,,1,2,1,None,1,"[11.14940135863977, 8.547593486348918, 0.0]",74.85169982910156,None,0,"[0.9949109895098844, 1.0022685326827594, 0.6571723625226215]",100.0
