,event,allocated_robots,available_robots,teleoperations,pioneer3at_1_cur_maneuver,pioneer3at_1_tasks_counter,pioneer3at_1_pose,pioneer3at_1_battery,pioneer3at_2_cur_maneuver,pioneer3at_2_tasks_counter,pioneer3at_2_pose,pioneer3at_2_battery,UAV_1_cur_maneuver,UAV_1_tasks_counter,UAV_1_pose,UAV_1_battery,UAV_2_cur_maneuver,UAV_2_tasks_counter,UAV_2_pose,UAV_2_battery
0.0,,0,4,0,None,0,[],100,None,0,[],100,None,0,[],100,None,0,[],100
0.1,,0,4,0,None,0,[],100,None,0,[],100,None,0,"[1.0000000033318788, 1.0, 0.6625429557022334]",100,None,0,[],100
0.785,,0,4,0,None,0,[],100,None,0,[],100,None,0,"[0.998700263465693, 0.9990533504945122, 0.6572620334363827]",100,None,0,[],100
5.45,,0,4,0,None,0,"[3.001374268692312, 1.0087319409524633, 0.0]",100,None,0,"[2.9995643373412233, 2.9870870125907376, 0.0]",100,None,0,"[0.996627530785024, 0.9985157421431553, 0.6572202811097693]",100,None,0,"[0.9760786613385737, 2.9744553713540904, 0.6820806604686364]",100
17.81,,0,4,0,None,0,"[3.0116163256258175, 1.0307850763556632, 0.0]",100.0,None,0,"[2.995867490763635, 2.972620351593869, 0.0]",100.0,None,0,"[0.9960377105301538, 0.9979700084464462, 0.6572088991519938]",100.0,None,0,"[0.9751460857800496, 2.974659067008311, 0.6819834460311706]",100.0
30.235,,0,4,0,None,0,"[3.0174283580404206, 1.0432121542421053, 0.0]",100.0,None,0,"[2.9927731978850387, 2.958335487148544, 0.0]",100.0,None,0,"[0.9957918956174129, 0.9980571969435812, 0.6572496972978573]",100.0,None,0,"[0.9754824389768757, 2.975032503784037, 0.6820013276663659]",100.0
40.495,,0,4,0,None,0,"[3.0226306553264513, 1.0529783127117696, 0.0]",100.0,None,0,"[2.9909591111921587, 2.9461343647607996, 0.0]",100.0,None,0,"[0.9962310347979364, 0.9979336723256196, 0.6571914615401152]",100.0,None,0,"[0.975880291417955, 2.9752097515498814, 0.6820156060714414]",100.0
52.29,,0,4,0,None,0,"[3.0291875878746954, 1.0638765511512376, 0.0]",100.0,None,0,"[2.98953017550765, 2.9306847602719412, 0.0]",100.0,None,0,"[0.9959660839609698, 0.9980211709491261, 0.6572493439084325]",100.0,None,0,"[0.9761995864730636, 2.9753031174637306, 0.6820192964631558]",100.0
63.47,,0,4,0,None,0,"[3.0357604809570167, 1.073789317571682, 0.0]",100.0,None,0,"[2.9846771110479144, 2.9172247671124825, 0.0]",100.0,None,0,"[0.9961661601015118, 0.9980764236206222, 0.6571917404552555]",100.0,None,0,"[0.9767203926203065, 2.9754957829615405, 0.6820367710629717]",100.0
67.725,,1,4,0,None,0,"[3.0384322256524947, 1.0775305884805004, 0.0]",100.0,None,0,"[2.9827568058662393, 2.9130405235764916, 0.0]",100.0,None,0,"[0.9959600134320082, 0.9981192097495949, 0.6572494543520061]",100.0,None,0,"[0.9769208296927293, 2.9755757184958807, 0.6820438564168163]",100.0
70.29,uav_st_assess,1,4,0,None,0,"[3.0400839404373405, 1.0797967415576564, 0.0]",100.0,None,0,"[2.981610479930726, 2.910467953890811, 0.0]",100.0,assessment,0,"[1.0144683774175014, 1.0016538993029576, 1.4988570904012914]",99.80999755859375,None,0,"[0.9771566906292348, 2.975814980260647, 0.682062190113579]",100.0
82.47,,1,4,0,None,0,"[3.048138634174941, 1.0902635906623155, 0.0]",100.0,None,0,"[2.97306702421666, 2.8993042764351036, 0.0]",100.0,assessment,0,"[0.996033706749828, 0.9981215916920766, 1.4903437930593393]",99.80999755859375,None,0,"[0.977783017461391, 2.976016782770523, 0.6820826583063283]",100.0
95.805,,1,4,0,None,0,"[3.0577003699353127, 1.1015720371675153, 0.0]",100.0,None,0,"[2.936068255573334, 2.8448946688995043, 0.0]",100.0,assessment,0,"[4.049812491393431, 1.4568670706054776, 1.6400327295808992]",99.44999694824219,None,0,"[0.9783919874316814, 2.9760372313407992, 0.6820915145519025]",100.0
108.925,,1,4,0,None,0,"[3.0685185398032315, 1.1138160628489977, 0.0]",100.0,None,0,"[2.9065957234832105, 2.7922300324043445, 0.0]",100.0,assessment,0,"[7.333674700352153, 1.9496671686932532, 1.8168511453221539]",98.44999694824219,None,0,"[0.9792746893996032, 2.9763987811639128, 0.6821288084485314]",100.0
121.765,,1,4,0,None,0,"[3.085093411985348, 1.1322389486089086, 0.0]",100.0,None,0,"[2.911596022274857, 2.776391776439611, 0.0]",100.0,assessment,0,"[11.892515564178934, 2.6341727912064745, 2.0232187997841655]",96.47000122070312,None,0,"[0.979807715860324, 2.976506289337932, 0.6821382300401623]",100.0
132.475,,1,4,0,None,0,"[3.100658967968693, 1.1494270258427164, 0.0]",100.0,None,0,"[2.9175086604103657, 2.7621606515802384, 0.0]",100.0,assessment,0,"[15.14473887352043, 3.1224753849627676, 2.181465751663303]",95.4800033569336,None,0,"[0.9805937436243004, 2.9768150398181725, 0.6821717931968598]",100.0
144.755,,1,4,0,None,0,"[3.1179106856915957, 1.168558697875286, 0.0]",100.0,None,0,"[2.9268656871719916, 2.7437628201445676, 0.0]",100.0,assessment,0,"[18.0203452194876, 3.554207525883514, 2.3503716834927397]",94.48999786376953,None,0,"[0.9812214086748297, 2.9771109442750396, 0.6821948192864418]",100.0
157.335,,1,4,0,None,0,"[3.125840270069165, 1.1782122877626737, 0.0]",100.0,None,0,"[2.934710619270771, 2.720359835256631, 0.0]",100.0,assessment,0,"[22.618511736429582, 4.24461415643028, 2.555759885860961]",93.51000213623047,None,0,"[0.981459997565005, 2.978153765886493, 0.6823085039050945]",100.0
169.1,,1,4,0,None,0,"[3.129443905276337, 1.1843601914038397, 0.0]",100.0,None,0,"[2.952837796305106, 2.696999080228125, 0.0]",100.0,assessment,0,"[25.619024870090914, 4.695107842053789, 2.7229089239666435]",92.51000213623047,None,0,"[0.9826061984687277, 2.978331090436462, 0.6823409947374788]",100.0
181.475,,1,4,0,None,0,"[3.1356250485195316, 1.1876981278698486, 0.0]",100.0,None,0,"[2.971657166045951, 2.6805037617064373, 0.0]",100.0,assessment,0,"[29.061264075823555, 5.211958323273009, 2.8981769232820214]",90.55000305175781,None,0,"[0.9837797906832416, 2.9782938273838755, 0.6823679541995495]",100.0
192.27,,1,4,0,None,0,"[3.1369424776695154, 1.1872914660074088, 0.0]",100.0,None,0,"[2.9851560952726985, 2.667624461077731, 0.0]",100.0,assessment,0,"[32.34182049491432, 5.7045106468087, 3.060591905786283]",89.55999755859375,None,0,"[0.9846146133914451, 2.9784462869903248, 0.6823925463829832]",100.0
203.475,,1,4,0,None,0,"[3.134025982354359, 1.1815440882153896, 0.0]",100.0,None,0,"[2.999160816231522, 2.654803291901503, 0.0]",100.0,assessment,0,"[36.038045742799405, 6.2594589001596175, 3.2400256993321475]",88.58999633789062,None,0,"[0.985430204204609, 2.9785578123868306, 0.6824151656318833]",100.0
207.225,,0,4,0,None,0,"[3.1330993297766745, 1.179939650311878, 0.0]",100.0,None,0,"[3.0019807799398057, 2.652877572906892, 0.0]",100.0,assessment,0,"[37.09800971517853, 6.418603232121864, 3.293266721150986]",88.58999633789062,None,0,"[0.9858595257799978, 2.97846632929092, 0.6824230488303673]",100.0
208.5,uav_sus_assess,1,4,0,None,0,"[3.132557805732789, 1.1794107929819941, 0.0]",100.0,None,0,"[3.002759757355583, 2.652385908114088, 0.0]",100.0,None,0,"[37.50753133601391, 6.480109537329402, 3.305003821650594]",88.58999633789062,None,0,"[0.985806542107499, 2.9786024065782684, 0.6824254317362951]",100.0
209.165,uav_abort_assess,1,4,0,None,0,"[3.132175009684088, 1.1791216201108234, 0.0]",100.0,None,0,"[3.003297354235801, 2.6520836105004264, 0.0]",100.0,None,0,"[37.301426967141346, 6.449147704458468, 3.3109582201798973]",88.58999633789062,None,0,"[0.9859673220788139, 2.9784902119630705, 0.6824261879366487]",100.0
210.335,uav_on_vs,1,4,0,None,0,"[3.1314241075737415, 1.1785576969618534, 0.0]",100.0,None,0,"[3.0040640189992263, 2.651372247387078, 0.0]",100.0,None,0,"[37.50848055735904, 6.480261702439327, 3.321597041515107]",87.61280059814453,None,0,"[0.9860188368907368, 2.9785318159086627, 0.6824287390808121]",100.0
