,event,allocated_robots,available_robots,teleoperations,pioneer3at_1_cur_maneuver,pioneer3at_1_tasks_counter,pioneer3at_1_pose,pioneer3at_1_battery,pioneer3at_2_cur_maneuver,pioneer3at_2_tasks_counter,pioneer3at_2_pose,pioneer3at_2_battery,UAV_1_cur_maneuver,UAV_1_tasks_counter,UAV_1_pose,UAV_1_battery,UAV_2_cur_maneuver,UAV_2_tasks_counter,UAV_2_pose,UAV_2_battery
0.0,,0,4,0,None,0,[],100,None,0,[],100,None,0,[],100,None,0,[],100
0.115,,0,4,0,None,0,[],100,None,0,[],100,None,0,[],100,None,0,[],100
6.19,,0,4,0,None,0,"[3.0017654003008443, 1.0099410195732754, 0.0]",100,None,0,"[2.9990262548924345, 2.9850648517711083, 0.0]",100,None,0,"[0.9968905272207415, 0.9985569257521598, 0.6572562386388914]",100,None,0,"[0.9669701043058706, 2.9707189182355047, 0.6817791274792527]",100
17.375,,0,4,0,None,0,"[3.0113663735987024, 1.0301658269155596, 0.0]",100.0,None,0,"[2.995734540756057, 2.9719741103011144, 0.0]",100.0,None,0,"[0.9971213015597806, 0.9980764137437873, 0.6572512392289845]",100.0,None,0,"[0.9666757934420652, 2.970376575899254, 0.6816654433326527]",100.0
30.12,,0,4,0,None,0,"[3.0172751402155695, 1.0429490634932375, 0.0]",100.0,None,0,"[2.9926021491271735, 2.9572991240230118, 0.0]",100.0,None,0,"[0.9973082122827714, 0.9977630909381464, 0.6572000025912479]",100.0,None,0,"[0.9673648288120643, 2.9705561160322604, 0.6816870689875408]",100.0
40.595,,0,4,0,None,0,"[3.022633531304106, 1.0529494036446807, 0.0]",100.0,None,0,"[2.9907619684022455, 2.9447879621402824, 0.0]",100.0,None,0,"[0.99694325280191, 0.9972726434932346, 0.6572598174603081]",100.0,None,0,"[0.9679827993155092, 2.97064036403735, 0.6817042377088697]",100.0
42.21,,1,4,0,None,0,"[3.023485062907049, 1.0544436678689504, 0.0]",100.0,None,0,"[2.9904789340502758, 2.9427865627152823, 0.0]",100.0,None,0,"[0.9970279957485428, 0.9972171770811765, 0.6571724649658316]",100.0,None,0,"[0.9679771935927488, 2.970450519037653, 0.681692648981521]",100.0
43.02,uav_on_vs,1,4,0,None,0,"[3.023912807973697, 1.0552164062443892, 0.0]",100.0,None,0,"[2.9904270867057123, 2.9417113642387167, 0.0]",100.0,None,0,"[0.9968175682824206, 0.997231925423433, 0.6572131255056258]",100.0,None,0,"[0.9681202818782825, 2.970667366612899, 0.6817083883830656]",100.0
46.785,uav_st_app,1,4,0,None,0,"[3.025930731701569, 1.0586297769782276, 0.0]",100.0,None,0,"[2.9898259440546946, 2.937138761641764, 0.0]",100.0,approach,0,"[1.0077593413889034, 0.9977043943188295, 1.4865111261424193]",100.0,None,0,"[0.9682919645100263, 2.9704347370916975, 0.6816997096213873]",100.0
53.23,uav_er_app,1,4,0,None,0,"[3.0295884760476883, 1.0645076315365276, 0.0]",100.0,None,0,"[2.9893556938874344, 2.928000375029948, 0.0]",100.0,None,0,"[0.9975160591289746, 0.9972835566133459, 1.4886215958035052]",99.70800018310547,None,0,"[0.9686778041218789, 2.970484072017433, 0.6817112606855922]",100.0
53.71,uav_req_assist,1,4,0,None,0,"[3.02987593018893, 1.0649577020634673, 0.0]",100.0,None,0,"[2.9892910529310646, 2.9272934794386725, 0.0]",100.0,None,0,"[0.9973947670463483, 0.997277931481658, 1.4886774920874382]",99.70800018310547,None,0,"[0.9687453446037354, 2.9707553214021436, 0.6817257170099523]",100.0
54.775,uav_st_tele,1,4,1,None,0,"[3.0304535184207335, 1.0658846483750783, 0.0]",100.0,None,0,"[2.98888995390324, 2.9259185085092194, 0.0]",100.0,teleoperation,0,"[0.9972184523792852, 0.9972698876151286, 1.4887808472307371]",99.70800018310547,None,0,"[0.9686304959694301, 2.970638651594822, 0.6817135919899465]",100.0
68.465,,1,4,1,None,0,"[3.038810982008145, 1.0780543620758591, 0.0]",100.0,None,0,"[2.981975617492181, 2.9112951525018116, 0.0]",100.0,teleoperation,0,"[2.4435617013441586, 0.3208128986188413, 1.9936405173854617]",99.08799743652344,None,0,"[0.96959368860956, 2.9708926986957014, 0.681749864637061]",100.0
68.545,uav_end_tele,1,4,1,None,0,"[3.0388129626351583, 1.0780825589205265, 0.0]",100.0,None,0,"[2.981896849525627, 2.911207365981128, 0.0]",100.0,None,0,"[2.442351285543188, 0.32081558312820513, 1.9936277759465717]",99.08799743652344,None,0,"[0.9694962434200741, 2.970690559962393, 0.6817358682284825]",100.0
69.535,,1,4,1,None,0,"[3.0394475414573425, 1.078954389231058, 0.0]",100.0,None,0,"[2.9814410323748057, 2.9101728171857486, 0.0]",100.0,None,0,"[2.436462339965058, 0.3154558058755978, 1.9934965498409938]",99.08799743652344,None,0,"[0.9695064956628521, 2.970744016600922, 0.6817375196309676]",100.0
72.21,uav_st_app,1,4,1,None,0,"[3.041178700612961, 1.0812736569218115, 0.0]",100.0,None,0,"[2.9802263966618634, 2.907350100060164, 0.0]",100.0,approach,0,"[2.436343416944829, 0.3170697982411256, 1.9938502493405534]",98.27799987792969,None,0,"[0.9697889601094919, 2.970948396300661, 0.6817561497221193]",100.0
84.72,,1,4,1,None,0,"[3.0495250634787454, 1.0919474236309024, 0.0]",100.0,None,0,"[2.966663875559561, 2.8899450635992032, 0.0]",100.0,approach,0,"[6.564085438781862, 2.2700362861456496, 2.409794134097561]",97.27799987792969,None,0,"[0.9705009768025387, 2.9710700984640734, 0.6817765492037062]",100.0
97.66,,1,4,1,None,0,"[3.0589832244221706, 1.1030424859206618, 0.0]",100.0,None,0,"[2.92644730853691, 2.8299143415100882, 0.0]",100.0,approach,0,"[9.611024612428023, 3.7129582550544367, 2.7904954705125515]",96.20800018310547,None,0,"[0.9713343972333559, 2.9711085768863255, 0.681797480523784]",100.0
110.55,,1,4,1,None,0,"[3.0703787009748944, 1.1159573759307964, 0.0]",100.0,None,0,"[2.90816425952273, 2.7886763318001817, 0.0]",100.0,approach,0,"[13.059712565216332, 5.346370942629599, 3.152861674128014]",94.06800079345703,None,0,"[0.9719905695586532, 2.9713276297340965, 0.681819433573322]",100.0
123.46,,1,4,1,None,0,"[3.0871554763370557, 1.1345172435916897, 0.0]",100.0,None,0,"[2.913312020370243, 2.7735066619050084, 0.0]",100.0,approach,0,"[16.91524776762838, 7.172456132024941, 3.5604950826249535]",92.98799896240234,None,0,"[0.9727202162906337, 2.971469523672211, 0.6818408287376054]",100.0
137.22,,1,4,1,None,0,"[3.1073947758621343, 1.1568742181935174, 0.0]",100.0,None,0,"[2.92227306186308, 2.7553255764561326, 0.0]",100.0,approach,0,"[19.89493557949499, 8.583804499931876, 3.910866105071429]",91.9280014038086,None,0,"[0.973499743750789, 2.971645819839445, 0.6818642849855553]",100.0
150.235,,1,4,1,None,0,"[3.1217111219462725, 1.1729185890777112, 0.0]",100.0,None,0,"[2.929617655893815, 2.7309391542472836, 0.0]",100.0,approach,0,"[23.743516302003297, 10.406600416865988, 4.304913779413975]",90.86799621582031,None,0,"[0.9743895800314569, 2.971649667907609, 0.681886076610748]",100.0
164.435,,1,4,1,None,0,"[3.1283017841191962, 1.1819482011620825, 0.0]",100.0,None,0,"[2.9431377783493398, 2.7015604206452157, 0.0]",100.0,approach,0,"[27.822357051927415, 12.33852655496379, 4.716958599791493]",88.75800323486328,None,0,"[0.9751873507095525, 2.97184294106209, 0.6819099767667853]",100.0
176.195,,1,4,1,None,0,"[3.132207844185479, 1.1848420001847002, 0.0]",100.0,None,0,"[2.9662682660657347, 2.685568580450283, 0.0]",100.0,approach,0,"[30.49794754326322, 13.60571652669136, 5.038966342397256]",87.71800231933594,None,0,"[0.9756049781834272, 2.971952766091757, 0.6819168884668912]",100.0
188.94,,1,4,1,None,0,"[3.1382623536154077, 1.188965164000817, 0.0]",100.0,None,0,"[2.982601422245528, 2.669949136799049, 0.0]",100.0,approach,0,"[33.367028325450036, 14.964590553354885, 5.3632503173907]",86.6780014038086,None,0,"[0.9764502914340015, 2.9723099531149058, 0.6819531858969977]",100.0
200.735,,1,4,1,None,0,"[3.1344736637612898, 1.182682193617445, 0.0]",100.0,None,0,"[2.9972279941601547, 2.6560381618456175, 0.0]",100.0,approach,0,"[35.767106244261036, 15.770366843293205, 5.734092860589061]",84.58799743652344,None,0,"[0.9770463206147258, 2.9722443794632354, 0.6819594612404254]",100.0
210.07,,1,4,1,None,0,"[3.131631790261585, 1.1788104890640934, 0.0]",100.0,None,0,"[3.0046283185490963, 2.650998048228535, 0.0]",100.0,approach,0,"[35.75807145889216, 15.742856108535658, 5.667952338674231]",84.58799743652344,None,0,"[0.9776897192767807, 2.9725695700342185, 0.6819900119437232]",100.0
210.2,,1,4,1,None,0,"[3.1316180766053474, 1.1787288442337354, 0.0]",100.0,None,0,"[3.0046630508946808, 2.650987635357953, 0.0]",100.0,approach,0,"[35.75816712508354, 15.742828977991497, 5.667824582575401]",84.58799743652344,None,0,"[0.9776946212429787, 2.9725762496272856, 0.6819903505406665]",100.0
